year,age_gr,migback,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,No migration background,Very concerned,0.20308,456,2313,0.18668,0.21948
1984,17-29 y.,No migration background,Somewhat concerned,0.49396,1151,2313,0.47358,0.51433
1984,17-29 y.,No migration background,Not concerned at all,0.30296,706,2313,0.28423,0.32169
1984,17-29 y.,Direct migration background,Very concerned,0.29559,321,986,0.26710,0.32409
1984,17-29 y.,Direct migration background,Somewhat concerned,0.45738,438,986,0.42627,0.48849
1984,17-29 y.,Direct migration background,Not concerned at all,0.24703,227,986,0.22009,0.27396
1984,17-29 y.,Indirect migration background,Somewhat concerned,0.50645,43,43,0.35525,0.65766
1984,30-45 y.,No migration background,Very concerned,0.18090,434,2472,0.16572,0.19608
1984,30-45 y.,No migration background,Somewhat concerned,0.45033,1123,2472,0.43071,0.46995
1984,30-45 y.,No migration background,Not concerned at all,0.36877,915,2472,0.34975,0.38779
1984,30-45 y.,Direct migration background,Very concerned,0.29768,402,1372,0.27347,0.32188
1984,30-45 y.,Direct migration background,Somewhat concerned,0.44477,590,1372,0.41847,0.47108
1984,30-45 y.,Direct migration background,Not concerned at all,0.25755,380,1372,0.23440,0.28070
1984,46-65 y.,No migration background,Very concerned,0.19237,488,2563,0.17711,0.20764
1984,46-65 y.,No migration background,Somewhat concerned,0.40928,1060,2563,0.39024,0.42832
1984,46-65 y.,No migration background,Not concerned at all,0.39835,1015,2563,0.37939,0.41731
1984,46-65 y.,Direct migration background,Very concerned,0.22690,250,935,0.20004,0.25376
1984,46-65 y.,Direct migration background,Somewhat concerned,0.45452,406,935,0.42258,0.48645
1984,46-65 y.,Direct migration background,Not concerned at all,0.31859,279,935,0.28871,0.34847
1984,66 and older,No migration background,Very concerned,0.10614,128,1208,0.08876,0.12352
1984,66 and older,No migration background,Somewhat concerned,0.29738,363,1208,0.27159,0.32317
1984,66 and older,No migration background,Not concerned at all,0.59648,717,1208,0.56880,0.62415
1985,17-29 y.,No migration background,Very concerned,0.19606,428,2185,0.17941,0.21271
1985,17-29 y.,No migration background,Somewhat concerned,0.50408,1107,2185,0.48311,0.52505
1985,17-29 y.,No migration background,Not concerned at all,0.29986,650,2185,0.28064,0.31908
1985,17-29 y.,Direct migration background,Very concerned,0.29964,250,813,0.26813,0.33115
1985,17-29 y.,Direct migration background,Somewhat concerned,0.44464,368,813,0.41046,0.47882
1985,17-29 y.,Direct migration background,Not concerned at all,0.25572,195,813,0.22572,0.28573
1985,17-29 y.,Indirect migration background,Somewhat concerned,0.58667,57,57,0.45770,0.71565
1985,30-45 y.,No migration background,Very concerned,0.17377,388,2257,0.15813,0.18940
1985,30-45 y.,No migration background,Somewhat concerned,0.47258,1069,2257,0.45197,0.49318
1985,30-45 y.,No migration background,Not concerned at all,0.35366,800,2257,0.33393,0.37339
1985,30-45 y.,Direct migration background,Very concerned,0.25907,310,1167,0.23392,0.28422
1985,30-45 y.,Direct migration background,Somewhat concerned,0.47968,557,1167,0.45100,0.50836
1985,30-45 y.,Direct migration background,Not concerned at all,0.26125,300,1167,0.23603,0.28647
1985,46-65 y.,No migration background,Very concerned,0.19955,471,2389,0.18352,0.21558
1985,46-65 y.,No migration background,Somewhat concerned,0.41850,1005,2389,0.39872,0.43829
1985,46-65 y.,No migration background,Not concerned at all,0.38195,913,2389,0.36246,0.40144
1985,46-65 y.,Direct migration background,Very concerned,0.23160,214,835,0.20297,0.26023
1985,46-65 y.,Direct migration background,Somewhat concerned,0.41584,362,835,0.38239,0.44929
1985,46-65 y.,Direct migration background,Not concerned at all,0.35256,259,835,0.32014,0.38499
1985,66 and older,No migration background,Very concerned,0.13306,134,1038,0.11239,0.15373
1985,66 and older,No migration background,Somewhat concerned,0.31809,321,1038,0.28975,0.34644
1985,66 and older,No migration background,Not concerned at all,0.54885,583,1038,0.51856,0.57914
1986,17-29 y.,No migration background,Very concerned,0.18621,387,2106,0.16958,0.20284
1986,17-29 y.,No migration background,Somewhat concerned,0.47821,1005,2106,0.45688,0.49955
1986,17-29 y.,No migration background,Not concerned at all,0.33557,714,2106,0.31540,0.35574
1986,17-29 y.,Direct migration background,Very concerned,0.20813,213,790,0.17980,0.23646
1986,17-29 y.,Direct migration background,Somewhat concerned,0.47871,353,790,0.44385,0.51357
1986,17-29 y.,Direct migration background,Not concerned at all,0.31316,224,790,0.28080,0.34552
1986,17-29 y.,Indirect migration background,Somewhat concerned,0.36836,53,93,0.26979,0.46692
1986,17-29 y.,Indirect migration background,Not concerned at all,0.37188,40,93,0.27312,0.47064
1986,30-45 y.,No migration background,Very concerned,0.15801,327,2123,0.14249,0.17353
1986,30-45 y.,No migration background,Somewhat concerned,0.43405,927,2123,0.41296,0.45513
1986,30-45 y.,No migration background,Not concerned at all,0.40794,869,2123,0.38703,0.42885
1986,30-45 y.,Direct migration background,Very concerned,0.21480,248,1087,0.19038,0.23923
1986,30-45 y.,Direct migration background,Somewhat concerned,0.46375,508,1087,0.43409,0.49341
