year,migback,pgisced97,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,Pre-primary Level,Somewhat concerned,0.49613,78,127,0.40883,0.58343
1984,No migration background,Pre-primary Level,Not concerned at all,0.32551,49,127,0.24369,0.40733
1984,No migration background,Primary Level,Somewhat concerned,0.41419,33,33,0.24352,0.58486
1984,No migration background,Lower Secondary Level,Very concerned,0.20095,477,2314,0.18462,0.21728
1984,No migration background,Lower Secondary Level,Somewhat concerned,0.41522,985,2314,0.39513,0.43530
1984,No migration background,Lower Secondary Level,Not concerned at all,0.38383,852,2314,0.36401,0.40365
1984,No migration background,Upper Secondary Level,Very concerned,0.17516,795,4567,0.16414,0.18619
1984,No migration background,Upper Secondary Level,Somewhat concerned,0.43602,2059,4567,0.42163,0.45040
1984,No migration background,Upper Secondary Level,Not concerned at all,0.38882,1713,4567,0.37468,0.40296
1984,No migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.45149,82,159,0.37390,0.52909
1984,No migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.43693,77,159,0.35959,0.51427
1984,No migration background,First Stage of Tertiary Education,Very concerned,0.17434,101,594,0.14380,0.20487
1984,No migration background,First Stage of Tertiary Education,Somewhat concerned,0.39996,246,594,0.36053,0.43939
1984,No migration background,First Stage of Tertiary Education,Not concerned at all,0.42570,247,594,0.38590,0.46550
1984,No migration background,Second Stage of Tertiary Education,Very concerned,0.08750,58,658,0.06590,0.10911
1984,No migration background,Second Stage of Tertiary Education,Somewhat concerned,0.30959,209,658,0.27424,0.34495
1984,No migration background,Second Stage of Tertiary Education,Not concerned at all,0.60290,391,658,0.56549,0.64032
1984,Direct migration background,Primary Level,Very concerned,0.31640,286,904,0.28607,0.34673
1984,Direct migration background,Primary Level,Somewhat concerned,0.38393,348,904,0.35221,0.41565
1984,Direct migration background,Primary Level,Not concerned at all,0.29967,270,904,0.26979,0.32955
1984,Direct migration background,Lower Secondary Level,Very concerned,0.27673,308,1047,0.24962,0.30384
1984,Direct migration background,Lower Secondary Level,Somewhat concerned,0.46799,485,1047,0.43776,0.49823
1984,Direct migration background,Lower Secondary Level,Not concerned at all,0.25527,254,1047,0.22885,0.28170
1984,Direct migration background,Upper Secondary Level,Very concerned,0.23075,278,1013,0.20479,0.25671
1984,Direct migration background,Upper Secondary Level,Somewhat concerned,0.47005,462,1013,0.43930,0.50080
1984,Direct migration background,Upper Secondary Level,Not concerned at all,0.29920,273,1013,0.27099,0.32741
1984,Direct migration background,Post-secondary Non-tertiary Level,Very concerned,0.28657,37,123,0.20633,0.36680
1984,Direct migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.48615,55,123,0.39745,0.57484
1984,Direct migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.22729,31,123,0.15292,0.30165
1984,Direct migration background,Second Stage of Tertiary Education,Somewhat concerned,0.34819,41,91,0.24977,0.44662
1984,Direct migration background,Second Stage of Tertiary Education,Not concerned at all,0.41804,50,91,0.31613,0.51994
1985,No migration background,Pre-primary Level,Somewhat concerned,0.43362,69,129,0.34776,0.51947
