year,quintil_oecd,sex,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,1st Quintile,male,Very concerned,0.31527,369,1089,0.28766,0.34287
1984,1st Quintile,male,Somewhat concerned,0.41532,458,1089,0.38604,0.44460
1984,1st Quintile,male,Not concerned at all,0.26942,262,1089,0.24305,0.29578
1984,1st Quintile,female,Very concerned,0.27275,421,1374,0.24919,0.29630
1984,1st Quintile,female,Somewhat concerned,0.41872,603,1374,0.39263,0.44482
1984,1st Quintile,female,Not concerned at all,0.30853,350,1374,0.28410,0.33296
1984,2nd Quintile,male,Very concerned,0.22916,282,1114,0.20446,0.25385
1984,2nd Quintile,male,Somewhat concerned,0.47588,527,1114,0.44654,0.50522
1984,2nd Quintile,male,Not concerned at all,0.29497,305,1114,0.26817,0.32176
1984,2nd Quintile,female,Very concerned,0.21079,301,1258,0.18824,0.23334
1984,2nd Quintile,female,Somewhat concerned,0.45188,585,1258,0.42437,0.47939
1984,2nd Quintile,female,Not concerned at all,0.33733,372,1258,0.31119,0.36347
1984,3rd Quintile,male,Very concerned,0.16273,222,1166,0.14154,0.18393
1984,3rd Quintile,male,Somewhat concerned,0.47820,561,1166,0.44952,0.50689
1984,3rd Quintile,male,Not concerned at all,0.35907,383,1166,0.33152,0.38661
1984,3rd Quintile,female,Very concerned,0.16045,210,1151,0.13924,0.18167
1984,3rd Quintile,female,Somewhat concerned,0.44672,522,1151,0.41799,0.47546
1984,3rd Quintile,female,Not concerned at all,0.39282,419,1151,0.36460,0.42105
1984,4th Quintile,male,Very concerned,0.15691,212,1253,0.13676,0.17706
1984,4th Quintile,male,Somewhat concerned,0.43039,548,1253,0.40296,0.45781
1984,4th Quintile,male,Not concerned at all,0.41270,493,1253,0.38543,0.43997
1984,4th Quintile,female,Very concerned,0.12574,179,1199,0.10697,0.14452
1984,4th Quintile,female,Somewhat concerned,0.40970,492,1199,0.38185,0.43755
1984,4th Quintile,female,Not concerned at all,0.46455,528,1199,0.43631,0.49280
1984,5th Quintile,male,Very concerned,0.13434,174,1247,0.11541,0.15328
1984,5th Quintile,male,Somewhat concerned,0.36544,469,1247,0.33870,0.39218
1984,5th Quintile,male,Not concerned at all,0.50022,604,1247,0.47246,0.52798
1984,5th Quintile,female,Very concerned,0.11399,136,1133,0.09548,0.13250
1984,5th Quintile,female,Somewhat concerned,0.35334,429,1133,0.32549,0.38119
1984,5th Quintile,female,Not concerned at all,0.53267,568,1133,0.50360,0.56173
1985,1st Quintile,male,Very concerned,0.34655,352,985,0.31682,0.37629
1985,1st Quintile,male,Somewhat concerned,0.43143,432,985,0.40048,0.46237
1985,1st Quintile,male,Not concerned at all,0.22202,201,985,0.19605,0.24799
1985,1st Quintile,female,Very concerned,0.31129,401,1236,0.28547,0.33711
1985,1st Quintile,female,Somewhat concerned,0.41630,534,1236,0.38881,0.44380
