year,quintil_oecd,regtyp,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,1st Quintile,Urban regions,Agree completely,0.11768,98,968,0.09737,0.13798
1992,1st Quintile,Urban regions,Agree,0.19559,152,968,0.17059,0.22060
1992,1st Quintile,Urban regions,Disagree,0.28087,271,968,0.25255,0.30920
1992,1st Quintile,Urban regions,Disagree completely,0.40586,447,968,0.37491,0.43681
1992,1st Quintile,Rural regions,Agree completely,0.10896,117,1245,0.09164,0.12627
1992,1st Quintile,Rural regions,Agree,0.15349,166,1245,0.13346,0.17352
1992,1st Quintile,Rural regions,Disagree,0.29059,343,1245,0.26536,0.31582
1992,1st Quintile,Rural regions,Disagree completely,0.44696,619,1245,0.41934,0.47459
1992,2nd Quintile,Urban regions,Agree completely,0.08537,93,1138,0.06913,0.10161
1992,2nd Quintile,Urban regions,Agree,0.13761,136,1138,0.11759,0.15764
1992,2nd Quintile,Urban regions,Disagree,0.25938,290,1138,0.23390,0.28486
1992,2nd Quintile,Urban regions,Disagree completely,0.51763,619,1138,0.48859,0.54668
1992,2nd Quintile,Rural regions,Agree completely,0.08158,81,1111,0.06548,0.09769
1992,2nd Quintile,Rural regions,Agree,0.13212,105,1111,0.11220,0.15205
1992,2nd Quintile,Rural regions,Disagree,0.26110,299,1111,0.23526,0.28694
1992,2nd Quintile,Rural regions,Disagree completely,0.52519,626,1111,0.49581,0.55457
1992,3rd Quintile,Urban regions,Agree completely,0.07758,92,1262,0.06282,0.09235
1992,3rd Quintile,Urban regions,Agree,0.09678,110,1262,0.08046,0.11309
1992,3rd Quintile,Urban regions,Disagree,0.29287,358,1262,0.26776,0.31799
1992,3rd Quintile,Urban regions,Disagree completely,0.53277,702,1262,0.50523,0.56031
1992,3rd Quintile,Rural regions,Agree completely,0.05809,53,828,0.04215,0.07403
1992,3rd Quintile,Rural regions,Agree,0.13393,81,828,0.11072,0.15714
1992,3rd Quintile,Rural regions,Disagree,0.31495,259,828,0.28329,0.34661
1992,3rd Quintile,Rural regions,Disagree completely,0.49303,435,828,0.45895,0.52710
1992,4th Quintile,Urban regions,Agree completely,0.07559,107,1451,0.06198,0.08919
1992,4th Quintile,Urban regions,Agree,0.10035,132,1451,0.08488,0.11582
1992,4th Quintile,Urban regions,Disagree,0.26025,376,1451,0.23767,0.28283
1992,4th Quintile,Urban regions,Disagree completely,0.56381,836,1451,0.53829,0.58934
1992,4th Quintile,Rural regions,Agree completely,0.09374,48,630,0.07096,0.11652
1992,4th Quintile,Rural regions,Agree,0.12877,76,630,0.10259,0.15495
1992,4th Quintile,Rural regions,Disagree,0.29888,177,630,0.26310,0.33465
1992,4th Quintile,Rural regions,Disagree completely,0.47861,329,630,0.43957,0.51765
1992,5th Quintile,Urban regions,Agree completely,0.06401,99,1768,0.05260,0.07542
1992,5th Quintile,Urban regions,Agree,0.08976,146,1768,0.07643,0.10309
1992,5th Quintile,Urban regions,Disagree,0.28771,508,1768,0.26660,0.30882
1992,5th Quintile,Urban regions,Disagree completely,0.55851,1015,1768,0.53536,0.58167
1992,5th Quintile,Rural regions,Agree,0.10099,37,392,0.07112,0.13086
1992,5th Quintile,Rural regions,Disagree,0.30181,129,392,0.25631,0.34731
1992,5th Quintile,Rural regions,Disagree completely,0.52817,226,392,0.47869,0.57765
1993,1st Quintile,Urban regions,Agree completely,0.11757,145,1424,0.10083,0.13430
1993,1st Quintile,Urban regions,Agree,0.18945,231,1424,0.16909,0.20981
1993,1st Quintile,Urban regions,Disagree,0.27537,402,1424,0.25216,0.29858
1993,1st Quintile,Urban regions,Disagree completely,0.41761,646,1424,0.39198,0.44323
1993,1st Quintile,Rural regions,Agree completely,0.12855,118,1148,0.10918,0.14792
1993,1st Quintile,Rural regions,Agree,0.17614,166,1148,0.15410,0.19819
1993,1st Quintile,Rural regions,Disagree,0.28479,316,1148,0.25867,0.31091
1993,1st Quintile,Rural regions,Disagree completely,0.41051,548,1148,0.38204,0.43898
1993,2nd Quintile,Urban regions,Agree completely,0.09136,119,1649,0.07745,0.10527
1993,2nd Quintile,Urban regions,Agree,0.15928,227,1649,0.14161,0.17694
1993,2nd Quintile,Urban regions,Disagree,0.28997,443,1649,0.26807,0.31188
1993,2nd Quintile,Urban regions,Disagree completely,0.45939,860,1649,0.43533,0.48345
1993,2nd Quintile,Rural regions,Agree completely,0.08070,74,1163,0.06504,0.09636
1993,2nd Quintile,Rural regions,Agree,0.13102,139,1163,0.11162,0.15042
1993,2nd Quintile,Rural regions,Disagree,0.28285,315,1163,0.25695,0.30875
1993,2nd Quintile,Rural regions,Disagree completely,0.50544,635,1163,0.47669,0.53418
1993,3rd Quintile,Urban regions,Agree completely,0.08455,119,1698,0.07131,0.09779
1993,3rd Quintile,Urban regions,Agree,0.11608,202,1698,0.10084,0.13132
1993,3rd Quintile,Urban regions,Disagree,0.28882,476,1698,0.26725,0.31038
1993,3rd Quintile,Urban regions,Disagree completely,0.51055,901,1698,0.48677,0.53434
1993,3rd Quintile,Rural regions,Agree completely,0.09285,80,967,0.07455,0.11115
1993,3rd Quintile,Rural regions,Agree,0.12226,110,967,0.10160,0.14292
1993,3rd Quintile,Rural regions,Disagree,0.28364,270,967,0.25522,0.31207
1993,3rd Quintile,Rural regions,Disagree completely,0.50125,507,967,0.46972,0.53278
1993,4th Quintile,Urban regions,Agree completely,0.06481,114,1850,0.05359,0.07603
1993,4th Quintile,Urban regions,Agree,0.12123,220,1850,0.10635,0.13610
1993,4th Quintile,Urban regions,Disagree,0.28811,507,1850,0.26746,0.30875
1993,4th Quintile,Urban regions,Disagree completely,0.52586,1009,1850,0.50310,0.54862
1993,4th Quintile,Rural regions,Agree completely,0.08939,58,747,0.06892,0.10987
1993,4th Quintile,Rural regions,Agree,0.14630,95,747,0.12094,0.17166
1993,4th Quintile,Rural regions,Disagree,0.28900,222,747,0.25647,0.32153
1993,4th Quintile,Rural regions,Disagree completely,0.47530,372,747,0.43946,0.51114
1993,5th Quintile,Urban regions,Agree completely,0.05803,108,1922,0.04758,0.06849
1993,5th Quintile,Urban regions,Agree,0.10630,187,1922,0.09251,0.12008
1993,5th Quintile,Urban regions,Disagree,0.29066,547,1922,0.27036,0.31097
1993,5th Quintile,Urban regions,Disagree completely,0.54500,1080,1922,0.52273,0.56727
1993,5th Quintile,Rural regions,Agree completely,0.08203,38,450,0.05665,0.10741
1993,5th Quintile,Rural regions,Agree,0.12628,49,450,0.09555,0.15700
1993,5th Quintile,Rural regions,Disagree,0.29166,123,450,0.24962,0.33371
1993,5th Quintile,Rural regions,Disagree completely,0.50003,240,450,0.45378,0.54628
1995,1st Quintile,Urban regions,Agree completely,0.13166,163,1602,0.11510,0.14822
1995,1st Quintile,Urban regions,Agree,0.19920,266,1602,0.17964,0.21876
1995,1st Quintile,Urban regions,Disagree,0.29040,452,1602,0.26816,0.31263
1995,1st Quintile,Urban regions,Disagree completely,0.37875,721,1602,0.35498,0.40251
1995,1st Quintile,Rural regions,Agree completely,0.11008,77,915,0.08979,0.13037
1995,1st Quintile,Rural regions,Agree,0.16625,144,915,0.14211,0.19038
1995,1st Quintile,Rural regions,Disagree,0.34406,301,915,0.31326,0.37486
1995,1st Quintile,Rural regions,Disagree completely,0.37961,393,915,0.34815,0.41107
1995,2nd Quintile,Urban regions,Agree completely,0.08107,114,1801,0.06847,0.09368
1995,2nd Quintile,Urban regions,Agree,0.13634,223,1801,0.12049,0.15219
1995,2nd Quintile,Urban regions,Disagree,0.31005,547,1801,0.28869,0.33142
1995,2nd Quintile,Urban regions,Disagree completely,0.47253,917,1801,0.44947,0.49559
1995,2nd Quintile,Rural regions,Agree completely,0.11242,94,1071,0.09350,0.13135
1995,2nd Quintile,Rural regions,Agree,0.13956,124,1071,0.11879,0.16032
1995,2nd Quintile,Rural regions,Disagree,0.32228,344,1071,0.29427,0.35028
1995,2nd Quintile,Rural regions,Disagree completely,0.42574,509,1071,0.39612,0.45537
1995,3rd Quintile,Urban regions,Agree completely,0.08045,106,1668,0.06740,0.09351
1995,3rd Quintile,Urban regions,Agree,0.15635,244,1668,0.13892,0.17379
1995,3rd Quintile,Urban regions,Disagree,0.29715,491,1668,0.27521,0.31909
1995,3rd Quintile,Urban regions,Disagree completely,0.46604,827,1668,0.44210,0.48999
1995,3rd Quintile,Rural regions,Agree completely,0.06210,55,1040,0.04742,0.07677
