year,migback,pgisced97,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No migration background,No answer / don't know,Disagree,0.33300,31,87,0.23339,0.43261
1992,No migration background,No answer / don't know,Disagree completely,0.46255,56,87,0.35717,0.56793
1992,No migration background,Pre-primary Level,Disagree,0.39027,52,108,0.29784,0.48270
1992,No migration background,Pre-primary Level,Disagree completely,0.47363,56,108,0.37902,0.56824
1992,No migration background,Primary Level,Disagree completely,0.43387,39,39,0.27629,0.59145
1992,No migration background,Lower Secondary Level,Agree completely,0.08530,137,1779,0.07232,0.09829
1992,No migration background,Lower Secondary Level,Agree,0.16726,258,1779,0.14991,0.18461
1992,No migration background,Lower Secondary Level,Disagree,0.29204,529,1779,0.27090,0.31317
1992,No migration background,Lower Secondary Level,Disagree completely,0.45540,855,1779,0.43225,0.47855
1992,No migration background,Upper Secondary Level,Agree completely,0.08378,456,5711,0.07659,0.09097
1992,No migration background,Upper Secondary Level,Agree,0.11789,579,5711,0.10953,0.12626
1992,No migration background,Upper Secondary Level,Disagree,0.26677,1498,5711,0.25530,0.27824
1992,No migration background,Upper Secondary Level,Disagree completely,0.53155,3178,5711,0.51861,0.54450
1992,No migration background,Post-secondary Non-tertiary Level,Disagree,0.42900,113,239,0.36612,0.49188
1992,No migration background,Post-secondary Non-tertiary Level,Disagree completely,0.42586,126,239,0.36304,0.48868
1992,No migration background,First Stage of Tertiary Education,Agree completely,0.07631,45,693,0.05653,0.09609
1992,No migration background,First Stage of Tertiary Education,Agree,0.09509,54,693,0.07323,0.11695
1992,No migration background,First Stage of Tertiary Education,Disagree,0.26210,182,693,0.22933,0.29487
1992,No migration background,First Stage of Tertiary Education,Disagree completely,0.56650,412,693,0.52958,0.60343
1992,No migration background,Second Stage of Tertiary Education,Agree completely,0.07341,102,1517,0.06028,0.08654
1992,No migration background,Second Stage of Tertiary Education,Agree,0.08976,120,1517,0.07537,0.10415
