"plh0189","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","2","","",""
"Stimmt ganz u.gar","1990","Hauptschule","174","0.117094949443882","0.101599419960508","0.132590478927256"
"Stimmt ganz u.gar","1990","Realschule","119","0.0773652006619549","0.0641073374001383","0.0906230639237715"
"Stimmt ganz u.gar","1990","(Fach-)Abitur","11","","",""
"Stimmt ganz u.gar","1990","AkademikerIn","71","0.0723047755052241","0.0561390282291835","0.0884705227812647"
"Stimmt eher","1990","(noch) kein Abschluss","5","","",""
"Stimmt eher","1990","Hauptschule","172","0.116317067813857","0.100866291870284","0.13176784375743"
"Stimmt eher","1990","Realschule","116","0.0788391557400464","0.0654662892470218","0.092212022233071"
"Stimmt eher","1990","(Fach-)Abitur","12","","",""
"Stimmt eher","1990","AkademikerIn","84","0.102801075734554","0.0838448079428681","0.121757343526239"
"Stimmt eher nicht","1990","(noch) kein Abschluss","9","","",""
"Stimmt eher nicht","1990","Hauptschule","313","0.193377185282627","0.174343705004058","0.212410665561196"
"Stimmt eher nicht","1990","Realschule","319","0.206092536877635","0.186020018384633","0.226165055370637"
"Stimmt eher nicht","1990","(Fach-)Abitur","40","0.271643973207315","0.194885711327317","0.348402235087314"
"Stimmt eher nicht","1990","AkademikerIn","200","0.196453364067059","0.171653750579949","0.22125297755417"
"Stimmt ganz u.gar nicht","1990","(noch) kein Abschluss","28","","",""
"Stimmt ganz u.gar nicht","1990","Hauptschule","995","0.573210797459635","0.549374201698448","0.597047393220821"
"Stimmt ganz u.gar nicht","1990","Realschule","1006","0.637703106720364","0.613850965983005","0.661555247457722"
"Stimmt ganz u.gar nicht","1990","(Fach-)Abitur","66","0.54638680874186","0.460476322614363","0.632297294869357"
"Stimmt ganz u.gar nicht","1990","AkademikerIn","631","0.628440784693163","0.598279083498437","0.658602485887888"
"Stimmt ganz u.gar","1991","(noch) kein Abschluss","3","","",""
"Stimmt ganz u.gar","1991","Hauptschule","149","0.10470313669301","0.0891414744684458","0.120264798917575"
"Stimmt ganz u.gar","1991","Realschule","109","0.0703323415262086","0.0574049768484094","0.0832597062040077"
"Stimmt ganz u.gar","1991","(Fach-)Abitur","11","","",""
"Stimmt ganz u.gar","1991","AkademikerIn","53","0.0569132337859109","0.042188742841739","0.0716377247300829"
"Stimmt eher","1991","(noch) kein Abschluss","3","","",""
"Stimmt eher","1991","Hauptschule","163","0.129563509743566","0.112494728856261","0.146632290630872"
"Stimmt eher","1991","Realschule","124","0.0927153911132384","0.0780526120790214","0.107378170147455"
"Stimmt eher","1991","(Fach-)Abitur","10","","",""
"Stimmt eher","1991","AkademikerIn","74","0.094959429692691","0.0763273683536967","0.113591491031685"
"Stimmt eher nicht","1991","(noch) kein Abschluss","16","","",""
"Stimmt eher nicht","1991","Hauptschule","338","0.241621154041752","0.219863944766066","0.263378363317438"
"Stimmt eher nicht","1991","Realschule","377","0.258947983145397","0.236801783336172","0.281094182954623"
