year,migback,regtyp,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,No answer / don't know,Disagree completely,0.64827,57,57,0.52321,0.77334
1990,No migration background,Urban regions,Agree completely,0.11523,137,1408,0.09855,0.13192
1990,No migration background,Urban regions,Agree,0.11340,140,1408,0.09684,0.12997
1990,No migration background,Urban regions,Disagree,0.21706,302,1408,0.19552,0.23860
1990,No migration background,Urban regions,Disagree completely,0.55430,829,1408,0.52833,0.58027
1990,No migration background,Rural regions,Agree completely,0.08506,228,2749,0.07463,0.09549
1990,No migration background,Rural regions,Agree,0.09353,229,2749,0.08264,0.10442
1990,No migration background,Rural regions,Disagree,0.19190,537,2749,0.17718,0.20662
1990,No migration background,Rural regions,Disagree completely,0.62951,1755,2749,0.61146,0.64757
1990,Direct migration background,Rural regions,Disagree completely,0.59338,59,59,0.46697,0.71980
1991,No migration background,No answer / don't know,Disagree completely,0.58544,55,55,0.45404,0.71684
1991,No migration background,Urban regions,Agree completely,0.09573,114,1292,0.07968,0.11178
1991,No migration background,Urban regions,Agree,0.10581,117,1292,0.08903,0.12259
1991,No migration background,Urban regions,Disagree,0.26580,327,1292,0.24171,0.28990
1991,No migration background,Urban regions,Disagree completely,0.53265,734,1292,0.50544,0.55987
1991,No migration background,Rural regions,Agree completely,0.07796,199,2615,0.06768,0.08823
1991,No migration background,Rural regions,Agree,0.10204,223,2615,0.09043,0.11364
1991,No migration background,Rural regions,Disagree,0.24650,621,2615,0.22998,0.26302
1991,No migration background,Rural regions,Disagree completely,0.57350,1572,2615,0.55454,0.59246
1991,Direct migration background,Rural regions,Disagree completely,0.49488,46,46,0.34879,0.64096
1992,No migration background,No answer / don't know,Disagree completely,0.60054,74,74,0.48818,0.71290
1992,No migration background,Urban regions,Agree completely,0.07882,451,6129,0.07207,0.08556
1992,No migration background,Urban regions,Agree,0.11719,625,6129,0.10914,0.12524
1992,No migration background,Urban regions,Disagree,0.27658,1668,6129,0.26538,0.28778
1992,No migration background,Urban regions,Disagree completely,0.52741,3385,6129,0.51491,0.53991
1992,No migration background,Rural regions,Agree completely,0.08299,306,4040,0.07448,0.09150
1992,No migration background,Rural regions,Agree,0.13292,436,4040,0.12245,0.14339
1992,No migration background,Rural regions,Disagree,0.29111,1152,4040,0.27710,0.30512
1992,No migration background,Rural regions,Disagree completely,0.49298,2146,4040,0.47757,0.50840
1992,Direct migration background,Urban regions,Agree completely,0.10016,36,397,0.07059,0.12973
1992,Direct migration background,Urban regions,Agree,0.09445,41,397,0.06564,0.12325
1992,Direct migration background,Urban regions,Disagree,0.28318,113,397,0.23880,0.32755
1992,Direct migration background,Urban regions,Disagree completely,0.52221,207,397,0.47302,0.57141
1992,Direct migration background,Rural regions,Disagree,0.30687,51,133,0.22819,0.38555
1992,Direct migration background,Rural regions,Disagree completely,0.41926,82,133,0.33508,0.50344
1993,No migration background,Urban regions,Agree completely,0.07855,433,6109,0.07181,0.08530
1993,No migration background,Urban regions,Agree,0.13159,706,6109,0.12311,0.14006
