year,age_gr,quintil_oecd,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,1st Quintile,Agree,0.11379,57,483,0.08544,0.14214
1992,17-29 y.,1st Quintile,Disagree,0.39253,182,483,0.34893,0.43612
1992,17-29 y.,1st Quintile,Disagree completely,0.42951,244,483,0.38532,0.47371
1992,17-29 y.,2nd Quintile,Agree,0.11524,53,538,0.08823,0.14224
1992,17-29 y.,2nd Quintile,Disagree,0.35670,200,538,0.31618,0.39721
1992,17-29 y.,2nd Quintile,Disagree completely,0.48599,285,538,0.44371,0.52826
1992,17-29 y.,3rd Quintile,Agree,0.06763,33,529,0.04621,0.08904
1992,17-29 y.,3rd Quintile,Disagree,0.38990,208,529,0.34830,0.43150
1992,17-29 y.,3rd Quintile,Disagree completely,0.50259,288,529,0.45994,0.54524
1992,17-29 y.,4th Quintile,Agree,0.12033,64,529,0.09258,0.14808
1992,17-29 y.,4th Quintile,Disagree,0.34677,187,529,0.30617,0.38736
1992,17-29 y.,4th Quintile,Disagree completely,0.47623,278,529,0.43363,0.51883
1992,17-29 y.,5th Quintile,Agree,0.08538,38,498,0.06081,0.10995
1992,17-29 y.,5th Quintile,Disagree,0.32753,172,498,0.28627,0.36879
1992,17-29 y.,5th Quintile,Disagree completely,0.56431,288,498,0.52072,0.60791
1992,30-45 y.,1st Quintile,Agree completely,0.10795,66,691,0.08479,0.13110
1992,30-45 y.,1st Quintile,Agree,0.14658,84,691,0.12019,0.17297
1992,30-45 y.,1st Quintile,Disagree,0.26288,171,691,0.23003,0.29573
1992,30-45 y.,1st Quintile,Disagree completely,0.48259,370,691,0.44531,0.51988
1992,30-45 y.,2nd Quintile,Agree completely,0.06609,59,874,0.04961,0.08257
1992,30-45 y.,2nd Quintile,Agree,0.10772,82,874,0.08715,0.12828
1992,30-45 y.,2nd Quintile,Disagree,0.24102,204,874,0.21265,0.26939
1992,30-45 y.,2nd Quintile,Disagree completely,0.58517,529,874,0.55249,0.61786
1992,30-45 y.,3rd Quintile,Agree completely,0.07147,51,710,0.05251,0.09043
1992,30-45 y.,3rd Quintile,Agree,0.09108,50,710,0.06990,0.11226
1992,30-45 y.,3rd Quintile,Disagree,0.28018,190,710,0.24712,0.31324
1992,30-45 y.,3rd Quintile,Disagree completely,0.55727,419,710,0.52071,0.59383
1992,30-45 y.,4th Quintile,Agree completely,0.07868,47,637,0.05775,0.09960
1992,30-45 y.,4th Quintile,Agree,0.08858,48,637,0.06650,0.11066
1992,30-45 y.,4th Quintile,Disagree,0.29380,180,637,0.25840,0.32920
1992,30-45 y.,4th Quintile,Disagree completely,0.53894,362,637,0.50020,0.57768
1992,30-45 y.,5th Quintile,Agree completely,0.06847,39,689,0.04960,0.08734
1992,30-45 y.,5th Quintile,Agree,0.06814,45,689,0.04931,0.08697
1992,30-45 y.,5th Quintile,Disagree,0.32977,219,689,0.29464,0.36490
1992,30-45 y.,5th Quintile,Disagree completely,0.53361,386,689,0.49634,0.57089
1992,46-65 y.,1st Quintile,Agree completely,0.12673,69,575,0.09952,0.15395
1992,46-65 y.,1st Quintile,Agree,0.14069,76,575,0.11225,0.16914
1992,46-65 y.,1st Quintile,Disagree,0.27339,147,575,0.23693,0.30986
1992,46-65 y.,1st Quintile,Disagree completely,0.45918,283,575,0.41841,0.49994
1992,46-65 y.,2nd Quintile,Agree completely,0.10326,59,549,0.07778,0.12874
1992,46-65 y.,2nd Quintile,Agree,0.09656,49,549,0.07183,0.12129
1992,46-65 y.,2nd Quintile,Disagree,0.24633,132,549,0.21026,0.28241
1992,46-65 y.,2nd Quintile,Disagree completely,0.55385,309,549,0.51223,0.59547
1992,46-65 y.,3rd Quintile,Agree completely,0.07221,49,622,0.05185,0.09256
1992,46-65 y.,3rd Quintile,Agree,0.11740,69,622,0.09208,0.14271
1992,46-65 y.,3rd Quintile,Disagree,0.27383,166,622,0.23876,0.30890
1992,46-65 y.,3rd Quintile,Disagree completely,0.53657,338,622,0.49735,0.57579
1992,46-65 y.,4th Quintile,Agree completely,0.10639,69,689,0.08335,0.12943
1992,46-65 y.,4th Quintile,Agree,0.10973,74,689,0.08638,0.13309
1992,46-65 y.,4th Quintile,Disagree,0.21286,141,689,0.18227,0.24345
1992,46-65 y.,4th Quintile,Disagree completely,0.57102,405,689,0.53403,0.60800
1992,46-65 y.,5th Quintile,Agree completely,0.06578,50,811,0.04871,0.08285
1992,46-65 y.,5th Quintile,Agree,0.10193,76,811,0.08109,0.12277
1992,46-65 y.,5th Quintile,Disagree,0.26145,205,811,0.23119,0.29172
1992,46-65 y.,5th Quintile,Disagree completely,0.57084,480,811,0.53675,0.60492
1992,66 and older,1st Quintile,Agree completely,0.13604,56,485,0.10550,0.16658
1992,66 and older,1st Quintile,Agree,0.26246,107,485,0.22326,0.30165
1992,66 and older,1st Quintile,Disagree,0.24130,126,485,0.20318,0.27942
1992,66 and older,1st Quintile,Disagree completely,0.36021,196,485,0.31744,0.40297
1992,66 and older,2nd Quintile,Agree completely,0.12662,32,292,0.08841,0.16483
1992,66 and older,2nd Quintile,Agree,0.23490,59,292,0.18619,0.28361
1992,66 and older,2nd Quintile,Disagree,0.20409,57,292,0.15778,0.25040
1992,66 and older,2nd Quintile,Disagree completely,0.43439,144,292,0.37744,0.49134
1992,66 and older,3rd Quintile,Agree,0.17940,39,196,0.12555,0.23326
1992,66 and older,3rd Quintile,Disagree,0.26013,56,196,0.19856,0.32171
1992,66 and older,3rd Quintile,Disagree completely,0.44656,101,196,0.37678,0.51634
1992,66 and older,4th Quintile,Disagree,0.24590,49,175,0.18191,0.30988
1992,66 and older,4th Quintile,Disagree completely,0.56791,126,175,0.49431,0.64152
1992,66 and older,5th Quintile,Disagree,0.21291,42,139,0.14461,0.28121
1992,66 and older,5th Quintile,Disagree completely,0.52996,97,139,0.44669,0.61323
1993,17-29 y.,1st Quintile,Agree completely,0.09040,50,727,0.06954,0.11125
1993,17-29 y.,1st Quintile,Agree,0.15681,96,727,0.13036,0.18326
1993,17-29 y.,1st Quintile,Disagree,0.31289,227,727,0.27917,0.34662
1993,17-29 y.,1st Quintile,Disagree completely,0.43990,354,727,0.40379,0.47601
1993,17-29 y.,2nd Quintile,Agree completely,0.04715,33,768,0.03215,0.06215
1993,17-29 y.,2nd Quintile,Agree,0.15913,114,768,0.13325,0.18502
