year,migback,sex,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,male,Agree completely,0.07129,140,2025,0.06008,0.08250
1990,No migration background,male,Agree,0.06644,117,2025,0.05559,0.07729
1990,No migration background,male,Disagree,0.20207,408,2025,0.18458,0.21956
1990,No migration background,male,Disagree completely,0.66020,1360,2025,0.63957,0.68084
1990,No migration background,female,Agree completely,0.11748,233,2217,0.10407,0.13088
1990,No migration background,female,Agree,0.13055,257,2217,0.11653,0.14458
1990,No migration background,female,Disagree,0.19924,446,2217,0.18261,0.21587
1990,No migration background,female,Disagree completely,0.55273,1281,2217,0.53202,0.57343
1990,Direct migration background,male,Disagree completely,0.66683,43,43,0.52428,0.80938
1990,Direct migration background,female,Disagree completely,0.55247,43,43,0.40208,0.70285
1991,No migration background,male,Agree completely,0.06664,126,1921,0.05549,0.07780
1991,No migration background,male,Agree,0.07192,118,1921,0.06036,0.08348
1991,No migration background,male,Disagree,0.24365,447,1921,0.22445,0.26285
1991,No migration background,male,Disagree completely,0.61779,1230,1921,0.59605,0.63952
1991,No migration background,female,Agree completely,0.09995,194,2075,0.08704,0.11286
1991,No migration background,female,Agree,0.13640,233,2075,0.12162,0.15117
1991,No migration background,female,Disagree,0.25767,517,2075,0.23885,0.27649
1991,No migration background,female,Disagree completely,0.50599,1131,2075,0.48447,0.52750
1991,Direct migration background,male,Disagree completely,0.57083,34,34,0.40195,0.73970
1991,Direct migration background,female,Disagree completely,0.45178,35,35,0.28450,0.61907
1992,No migration background,male,Agree completely,0.06822,310,4905,0.06116,0.07527
1992,No migration background,male,Agree,0.08434,362,4905,0.07656,0.09211
1992,No migration background,male,Disagree,0.27644,1314,4905,0.26392,0.28896
1992,No migration background,male,Disagree completely,0.57101,2919,4905,0.55715,0.58486
1992,No migration background,female,Agree completely,0.09131,459,5381,0.08361,0.09901
1992,No migration background,female,Agree,0.15667,707,5381,0.14696,0.16638
1992,No migration background,female,Disagree,0.28511,1529,5381,0.27305,0.29718
1992,No migration background,female,Disagree completely,0.46690,2686,5381,0.45357,0.48024
1992,Direct migration background,male,Disagree,0.31366,74,217,0.25178,0.37554
1992,Direct migration background,male,Disagree completely,0.52841,143,217,0.46184,0.59499
1992,Direct migration background,female,Agree completely,0.14607,35,314,0.10694,0.18519
1992,Direct migration background,female,Agree,0.11948,42,314,0.08354,0.15541
1992,Direct migration background,female,Disagree,0.26993,91,314,0.22075,0.31911
1992,Direct migration background,female,Disagree completely,0.46453,146,314,0.40928,0.51978
1993,No migration background,male,Agree completely,0.07353,321,4816,0.06616,0.08091
1993,No migration background,male,Agree,0.10514,436,4816,0.09648,0.11380
1993,No migration background,male,Disagree,0.28241,1333,4816,0.26969,0.29513
1993,No migration background,male,Disagree completely,0.53892,2726,4816,0.52484,0.55300
1993,No migration background,female,Agree completely,0.09558,438,5285,0.08765,0.10350
1993,No migration background,female,Agree,0.16141,752,5285,0.15149,0.17133
1993,No migration background,female,Disagree,0.28847,1476,5285,0.27625,0.30068
1993,No migration background,female,Disagree completely,0.45455,2619,5285,0.44112,0.46797
1993,Direct migration background,male,Agree completely,0.07070,81,1273,0.05661,0.08478
1993,Direct migration background,male,Agree,0.13665,166,1273,0.11778,0.15553
1993,Direct migration background,male,Disagree,0.29055,349,1273,0.26560,0.31550
1993,Direct migration background,male,Disagree completely,0.50210,677,1273,0.47462,0.52958
1993,Direct migration background,female,Agree completely,0.10690,110,1182,0.08928,0.12453
1993,Direct migration background,female,Agree,0.17181,217,1182,0.15029,0.19332
1993,Direct migration background,female,Disagree,0.28978,323,1182,0.26390,0.31565
1993,Direct migration background,female,Disagree completely,0.43151,532,1182,0.40326,0.45976
1993,Indirect migration background,male,Disagree,0.37793,78,206,0.31156,0.44431
1993,Indirect migration background,male,Disagree completely,0.44900,128,206,0.38091,0.51709
1993,Indirect migration background,female,Agree,0.20211,37,215,0.14831,0.25591
1993,Indirect migration background,female,Disagree,0.25538,62,215,0.19695,0.31380
1993,Indirect migration background,female,Disagree completely,0.49133,116,215,0.42435,0.55831
1995,No migration background,male,Agree completely,0.06130,251,4729,0.05446,0.06814
1995,No migration background,male,Agree,0.10080,418,4729,0.09222,0.10938
1995,No migration background,male,Disagree,0.33633,1571,4729,0.32286,0.34980
1995,No migration background,male,Disagree completely,0.50157,2489,4729,0.48732,0.51582
1995,No migration background,female,Agree completely,0.09860,429,5225,0.09052,0.10669
1995,No migration background,female,Agree,0.17191,762,5225,0.16168,0.18214
1995,No migration background,female,Disagree,0.33122,1767,5225,0.31846,0.34399
1995,No migration background,female,Disagree completely,0.39827,2267,5225,0.38499,0.41154
1995,Direct migration background,male,Agree completely,0.08338,81,1393,0.06886,0.09790
1995,Direct migration background,male,Agree,0.14337,185,1393,0.12496,0.16178
1995,Direct migration background,male,Disagree,0.30620,393,1393,0.28198,0.33041
1995,Direct migration background,male,Disagree completely,0.46705,734,1393,0.44084,0.49326
1995,Direct migration background,female,Agree completely,0.11605,120,1363,0.09904,0.13306
1995,Direct migration background,female,Agree,0.18899,253,1363,0.16820,0.20978
1995,Direct migration background,female,Disagree,0.26220,360,1363,0.23884,0.28556
1995,Direct migration background,female,Disagree completely,0.43276,630,1363,0.40644,0.45907
1995,Indirect migration background,male,Disagree,0.34228,64,214,0.27856,0.40600
1995,Indirect migration background,male,Disagree completely,0.48157,150,214,0.41446,0.54867
1995,Indirect migration background,female,Disagree,0.32542,80,200,0.26032,0.39052
1995,Indirect migration background,female,Disagree completely,0.45883,120,200,0.38960,0.52806
1996,No migration background,male,Agree completely,0.05592,241,4710,0.04935,0.06248
1996,No migration background,male,Agree,0.10354,426,4710,0.09484,0.11224
1996,No migration background,male,Disagree,0.33636,1572,4710,0.32287,0.34986
1996,No migration background,male,Disagree completely,0.50418,2471,4710,0.48990,0.51846
1996,No migration background,female,Agree completely,0.08336,356,5173,0.07583,0.09090
1996,No migration background,female,Agree,0.16590,740,5173,0.15576,0.17603
1996,No migration background,female,Disagree,0.33990,1780,5173,0.32699,0.35281
1996,No migration background,female,Disagree completely,0.41084,2297,5173,0.39743,0.42425
1996,Direct migration background,male,Agree completely,0.07968,79,1302,0.06497,0.09440
1996,Direct migration background,male,Agree,0.14558,161,1302,0.12642,0.16475
1996,Direct migration background,male,Disagree,0.30502,368,1302,0.28000,0.33004
1996,Direct migration background,male,Disagree completely,0.46972,694,1302,0.44260,0.49684
