"plh0189","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Stimmt ganz u.gar","1990","Hauptschule","Staedtischer Raum","63","0.153153415210719","0.121298749048708","0.185008081372731"
"Stimmt ganz u.gar","1990","Hauptschule","Laendlicher Raum","108","0.100793925792313","0.083279457535009","0.118308394049617"
"Stimmt ganz u.gar","1990","Realschule","Staedtischer Raum","38","0.0847116828477133","0.060231170049009","0.109192195646418"
"Stimmt ganz u.gar","1990","Realschule","Laendlicher Raum","78","0.0740019075234103","0.0579763679254071","0.0900274471214134"
"Stimmt ganz u.gar","1990","(Fach-)Abitur","Staedtischer Raum","5","","",""
"Stimmt ganz u.gar","1990","(Fach-)Abitur","Laendlicher Raum","6","","",""
"Stimmt ganz u.gar","1990","AkademikerIn","Staedtischer Raum","28","","",""
"Stimmt ganz u.gar","1990","AkademikerIn","Laendlicher Raum","41","0.0692328950599913","0.0485201841471569","0.0899456059728256"
"Stimmt eher","1990","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"Stimmt eher","1990","(noch) kein Abschluss","Laendlicher Raum","4","","",""
"Stimmt eher","1990","Hauptschule","Staedtischer Raum","60","0.138391924554067","0.107848509081002","0.168935340027132"
"Stimmt eher","1990","Hauptschule","Laendlicher Raum","110","0.107647376112949","0.0896163626783385","0.125678389547559"
"Stimmt eher","1990","Realschule","Staedtischer Raum","35","0.0732162529591747","0.0503148098071532","0.0961176961111961"
"Stimmt eher","1990","Realschule","Laendlicher Raum","81","0.0842407342676656","0.0672372512912904","0.101244217244041"
"Stimmt eher","1990","(Fach-)Abitur","Staedtischer Raum","7","","",""
"Stimmt eher","1990","(Fach-)Abitur","Laendlicher Raum","4","","",""
"Stimmt eher","1990","AkademikerIn","Staedtischer Raum","42","0.132175833881439","0.098562802044647","0.16578886571823"
