year,regtyp,sampreg,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No answer / don't know,East,Disagree completely,0.53721,63,63,0.41309,0.66132
1992,Urban regions,West,Agree completely,0.07908,375,5280,0.07180,0.08636
1992,Urban regions,West,Agree,0.11606,541,5280,0.10742,0.12470
1992,Urban regions,West,Disagree,0.27926,1478,5280,0.26715,0.29136
1992,Urban regions,West,Disagree completely,0.52561,2886,5280,0.51214,0.53908
1992,Urban regions,East,Agree completely,0.08923,114,1308,0.07377,0.10468
1992,Urban regions,East,Agree,0.11645,135,1308,0.09906,0.13384
1992,Urban regions,East,Disagree,0.25876,325,1308,0.23502,0.28251
1992,Urban regions,East,Disagree completely,0.53556,734,1308,0.50852,0.56260
1992,Rural regions,West,Agree completely,0.08812,122,1682,0.07456,0.10167
1992,Rural regions,West,Agree,0.14797,212,1682,0.13099,0.16494
1992,Rural regions,West,Disagree,0.29994,499,1682,0.27803,0.32184
1992,Rural regions,West,Disagree completely,0.46398,849,1682,0.44014,0.48782
1992,Rural regions,East,Agree completely,0.08081,199,2546,0.07022,0.09140
1992,Rural regions,East,Agree,0.11375,253,2546,0.10142,0.12609
1992,Rural regions,East,Disagree,0.28056,708,2546,0.26310,0.29801
1992,Rural regions,East,Disagree completely,0.52488,1386,2546,0.50548,0.54428
1993,Urban regions,West,Agree completely,0.07982,514,7243,0.07357,0.08606
1993,Urban regions,West,Agree,0.13345,910,7243,0.12562,0.14128
1993,Urban regions,West,Disagree,0.29135,2049,7243,0.28089,0.30182
1993,Urban regions,West,Disagree completely,0.49538,3770,7243,0.48386,0.50690
1993,Urban regions,East,Agree completely,0.07847,91,1301,0.06386,0.09309
1993,Urban regions,East,Agree,0.13853,158,1301,0.11975,0.15731
1993,Urban regions,East,Disagree,0.25059,326,1301,0.22703,0.27415
1993,Urban regions,East,Disagree completely,0.53240,726,1301,0.50528,0.55952
1993,Rural regions,West,Agree completely,0.10812,187,1965,0.09438,0.12185
1993,Rural regions,West,Agree,0.15296,271,1965,0.13704,0.16888
1993,Rural regions,West,Disagree,0.29828,565,1965,0.27805,0.31852
1993,Rural regions,West,Disagree completely,0.44064,942,1965,0.41868,0.46260
1993,Rural regions,East,Agree completely,0.08136,181,2511,0.07066,0.09205
1993,Rural regions,East,Agree,0.12982,289,2511,0.11667,0.14297
1993,Rural regions,East,Disagree,0.26727,681,2511,0.24995,0.28458
1993,Rural regions,East,Disagree completely,0.52155,1360,2511,0.50201,0.54110
1995,Urban regions,West,Agree completely,0.08137,506,7468,0.07517,0.08757
1995,Urban regions,West,Agree,0.14530,985,7468,0.13731,0.15330
1995,Urban regions,West,Disagree,0.31959,2302,7468,0.30902,0.33017
1995,Urban regions,West,Disagree completely,0.45373,3675,7468,0.44244,0.46503
1995,Urban regions,East,Agree completely,0.09203,98,1213,0.07576,0.10830
1995,Urban regions,East,Agree,0.14407,155,1213,0.12430,0.16383
1995,Urban regions,East,Disagree,0.30681,373,1213,0.28084,0.33277
1995,Urban regions,East,Disagree completely,0.45710,587,1213,0.42905,0.48514
1995,Rural regions,West,Agree completely,0.08830,135,2063,0.07605,0.10054
1995,Rural regions,West,Agree,0.14225,260,2063,0.12717,0.15733
1995,Rural regions,West,Disagree,0.34555,690,2063,0.32503,0.36608
1995,Rural regions,West,Disagree completely,0.42390,978,2063,0.40257,0.44523
1995,Rural regions,East,Agree completely,0.08105,171,2462,0.07026,0.09183
