year,sex,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,male,Agree completely,0.06781,327,5198,0.06097,0.07464
1992,male,Agree,0.08515,390,5198,0.07756,0.09274
1992,male,Disagree,0.27930,1404,5198,0.26710,0.29150
1992,male,Disagree completely,0.56774,3077,5198,0.55427,0.58121
1992,female,Agree completely,0.09470,495,5736,0.08712,0.10227
1992,female,Agree,0.15487,759,5736,0.14551,0.16423
1992,female,Disagree,0.28347,1630,5736,0.27181,0.29514
1992,female,Disagree completely,0.46696,2852,5736,0.45405,0.47988
1993,male,Agree completely,0.07343,411,6324,0.06701,0.07986
1993,male,Agree,0.10867,622,6324,0.10100,0.11634
1993,male,Disagree,0.28510,1760,6324,0.27397,0.29622
1993,male,Disagree completely,0.53280,3531,6324,0.52050,0.54510
1993,female,Agree completely,0.09606,562,6696,0.08900,0.10312
1993,female,Agree,0.16322,1006,6696,0.15437,0.17207
1993,female,Disagree,0.28806,1861,6696,0.27721,0.29890
1993,female,Disagree completely,0.45267,3267,6696,0.44074,0.46459
1995,male,Agree completely,0.06457,340,6367,0.05853,0.07060
1995,male,Agree,0.10734,626,6367,0.09974,0.11495
1995,male,Disagree,0.33199,2028,6367,0.32042,0.34355
1995,male,Disagree completely,0.49611,3373,6367,0.48382,0.50839
1995,female,Agree completely,0.10067,570,6839,0.09354,0.10780
1995,female,Agree,0.17352,1045,6839,0.16455,0.18250
1995,female,Disagree,0.32189,2207,6839,0.31082,0.33297
1995,female,Disagree completely,0.40391,3017,6839,0.39228,0.41554
1996,male,Agree completely,0.05839,323,6274,0.05259,0.06419
1996,male,Agree,0.11067,615,6274,0.10290,0.11843
1996,male,Disagree,0.33231,2030,6274,0.32066,0.34397
1996,male,Disagree completely,0.49863,3306,6274,0.48626,0.51100
1996,female,Agree completely,0.08622,488,6733,0.07951,0.09292
1996,female,Agree,0.16697,1000,6733,0.15806,0.17588
1996,female,Disagree,0.33588,2268,6733,0.32459,0.34716
1996,female,Disagree completely,0.41093,2977,6733,0.39918,0.42269
1997,male,Agree completely,0.06622,330,6169,0.06002,0.07243
1997,male,Agree,0.10012,537,6169,0.09263,0.10761
1997,male,Disagree,0.29942,1853,6169,0.28799,0.31085
1997,male,Disagree completely,0.53424,3449,6169,0.52179,0.54669
1997,female,Agree completely,0.09428,483,6581,0.08722,0.10134
1997,female,Agree,0.15898,916,6581,0.15015,0.16782
1997,female,Disagree,0.31004,2104,6581,0.29887,0.32122
1997,female,Disagree completely,0.43669,3078,6581,0.42471,0.44868
2008,male,Agree completely,0.06492,486,9175,0.05987,0.06996
2008,male,Agree,0.12890,996,9175,0.12204,0.13576
2008,male,Disagree,0.39900,3594,9175,0.38898,0.40902
2008,male,Disagree completely,0.40718,4099,9175,0.39713,0.41723
2008,female,Agree completely,0.08228,704,10066,0.07691,0.08765
2008,female,Agree,0.17551,1569,10066,0.16808,0.18294
2008,female,Disagree,0.38385,3894,10066,0.37434,0.39335
2008,female,Disagree completely,0.35837,3899,10066,0.34900,0.36774
2013,male,Agree completely,0.04318,335,8802,0.03893,0.04743
2013,male,Agree,0.10763,832,8802,0.10115,0.11410
2013,male,Disagree,0.41351,3454,8802,0.40322,0.42380
2013,male,Disagree completely,0.43569,4181,8802,0.42533,0.44605
2013,female,Agree completely,0.06344,550,9993,0.05866,0.06822
2013,female,Agree,0.13900,1277,9993,0.13221,0.14578
2013,female,Disagree,0.39931,3955,9993,0.38971,0.40892
2013,female,Disagree completely,0.39825,4211,9993,0.38865,0.40785
2018,male,Agree completely,0.04936,523,11740,0.04544,0.05328
2018,male,Agree,0.12993,1330,11740,0.12385,0.13602
2018,male,Disagree,0.37838,4273,11740,0.36961,0.38716
2018,male,Disagree completely,0.44232,5614,11740,0.43334,0.45130
2018,female,Agree completely,0.06522,808,13762,0.06109,0.06934
2018,female,Agree,0.15371,2009,13762,0.14769,0.15974
2018,female,Disagree,0.38736,5215,13762,0.37922,0.39549
2018,female,Disagree completely,0.39371,5730,13762,0.38555,0.40187
