year,quintil_oecd,sex,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,1st Quintile,male,Agree completely,0.08989,69,931,0.07151,0.10827
1992,1st Quintile,male,Agree,0.11198,85,931,0.09171,0.13225
1992,1st Quintile,male,Disagree,0.30639,263,931,0.27676,0.33602
1992,1st Quintile,male,Disagree completely,0.49174,514,931,0.45961,0.52387
1992,1st Quintile,female,Agree completely,0.12748,150,1331,0.10956,0.14540
1992,1st Quintile,female,Agree,0.21588,239,1331,0.19377,0.23799
1992,1st Quintile,female,Disagree,0.27191,363,1331,0.24800,0.29582
1992,1st Quintile,female,Disagree completely,0.38473,579,1331,0.35858,0.41088
1992,2nd Quintile,male,Agree completely,0.06472,75,1063,0.04993,0.07952
1992,2nd Quintile,male,Agree,0.08781,77,1063,0.07079,0.10484
1992,2nd Quintile,male,Disagree,0.24399,255,1063,0.21816,0.26983
1992,2nd Quintile,male,Disagree completely,0.60347,656,1063,0.57405,0.63289
1992,2nd Quintile,female,Agree completely,0.09963,102,1217,0.08280,0.11647
1992,2nd Quintile,female,Agree,0.17402,166,1217,0.15271,0.19533
1992,2nd Quintile,female,Disagree,0.27155,338,1217,0.24655,0.29655
1992,2nd Quintile,female,Disagree completely,0.45480,611,1217,0.42681,0.48279
1992,3rd Quintile,male,Agree completely,0.05804,56,1017,0.04366,0.07242
1992,3rd Quintile,male,Agree,0.08343,76,1017,0.06642,0.10043
1992,3rd Quintile,male,Disagree,0.28418,284,1017,0.25645,0.31192
1992,3rd Quintile,male,Disagree completely,0.57435,601,1017,0.54394,0.60475
1992,3rd Quintile,female,Agree completely,0.08357,91,1087,0.06711,0.10003
1992,3rd Quintile,female,Agree,0.13086,115,1087,0.11080,0.15091
1992,3rd Quintile,female,Disagree,0.31375,336,1087,0.28616,0.34135
1992,3rd Quintile,female,Disagree completely,0.47182,545,1087,0.44213,0.50152
1992,4th Quintile,male,Agree completely,0.06889,68,1046,0.05353,0.08424
1992,4th Quintile,male,Agree,0.08846,82,1046,0.07124,0.10567
1992,4th Quintile,male,Disagree,0.28192,283,1046,0.25464,0.30920
1992,4th Quintile,male,Disagree completely,0.56074,613,1046,0.53065,0.59083
1992,4th Quintile,female,Agree completely,0.09369,89,1047,0.07603,0.11135
1992,4th Quintile,female,Agree,0.12816,126,1047,0.10791,0.14842
1992,4th Quintile,female,Disagree,0.26011,274,1047,0.23353,0.28670
1992,4th Quintile,female,Disagree completely,0.51803,558,1047,0.48775,0.54831
1992,5th Quintile,male,Agree completely,0.06289,59,1140,0.04879,0.07699
1992,5th Quintile,male,Agree,0.06547,70,1140,0.05110,0.07983
1992,5th Quintile,male,Disagree,0.28084,319,1140,0.25474,0.30694
1992,5th Quintile,male,Disagree completely,0.59081,692,1140,0.56225,0.61936
1992,5th Quintile,female,Agree completely,0.06706,63,1054,0.05195,0.08216
1992,5th Quintile,female,Agree,0.12128,113,1054,0.10156,0.14100
1992,5th Quintile,female,Disagree,0.29973,319,1054,0.27206,0.32740
1992,5th Quintile,female,Disagree completely,0.51193,559,1054,0.48174,0.54212
1993,1st Quintile,male,Agree completely,0.08750,80,1108,0.07085,0.10415
1993,1st Quintile,male,Agree,0.13760,121,1108,0.11730,0.15789
1993,1st Quintile,male,Disagree,0.30071,333,1108,0.27370,0.32772
1993,1st Quintile,male,Disagree completely,0.47419,574,1108,0.44478,0.50361
1993,1st Quintile,female,Agree completely,0.14624,183,1464,0.12814,0.16435
1993,1st Quintile,female,Agree,0.21575,276,1464,0.19467,0.23682
1993,1st Quintile,female,Disagree,0.26462,385,1464,0.24202,0.28723
1993,1st Quintile,female,Disagree completely,0.37339,620,1464,0.34860,0.39818
1993,2nd Quintile,male,Agree completely,0.07018,78,1297,0.05627,0.08409
1993,2nd Quintile,male,Agree,0.11242,126,1297,0.09522,0.12962
1993,2nd Quintile,male,Disagree,0.28905,340,1297,0.26437,0.31373
1993,2nd Quintile,male,Disagree completely,0.52835,753,1297,0.50118,0.55553
1993,2nd Quintile,female,Agree completely,0.10071,115,1515,0.08555,0.11587
1993,2nd Quintile,female,Agree,0.17686,240,1515,0.15764,0.19608
1993,2nd Quintile,female,Disagree,0.28594,418,1515,0.26318,0.30870
1993,2nd Quintile,female,Disagree completely,0.43649,742,1515,0.41151,0.46147
1993,3rd Quintile,male,Agree completely,0.08278,90,1332,0.06797,0.09758
