year,migback,sampreg,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,East,Agree completely,0.09555,373,4242,0.08671,0.10440
1990,No migration background,East,Agree,0.10012,374,4242,0.09109,0.10915
1990,No migration background,East,Disagree,0.20059,854,4242,0.18853,0.21264
1990,No migration background,East,Disagree completely,0.60374,2641,4242,0.58902,0.61846
1990,Direct migration background,East,Disagree completely,0.60178,86,86,0.49771,0.70585
1991,No migration background,East,Agree completely,0.08474,319,3959,0.07606,0.09342
1991,No migration background,East,Agree,0.10521,347,3959,0.09565,0.11477
1991,No migration background,East,Disagree,0.25114,953,3959,0.23763,0.26465
1991,No migration background,East,Disagree completely,0.55891,2340,3959,0.54344,0.57438
1991,Direct migration background,East,Disagree,0.23323,35,104,0.15156,0.31490
1991,Direct migration background,East,Disagree completely,0.50393,69,104,0.40737,0.60049
1992,No migration background,West,Agree completely,0.07901,455,6481,0.07244,0.08558
1992,No migration background,West,Agree,0.12516,699,6481,0.11711,0.13322
1992,No migration background,West,Disagree,0.28430,1836,6481,0.27331,0.29528
1992,No migration background,West,Disagree completely,0.51153,3491,6481,0.49936,0.52370
1992,No migration background,East,Agree completely,0.08487,314,3805,0.07602,0.09373
1992,No migration background,East,Agree,0.11163,370,3805,0.10162,0.12164
1992,No migration background,East,Disagree,0.26921,1007,3805,0.25511,0.28331
1992,No migration background,East,Disagree completely,0.53429,2114,3805,0.51843,0.55014
1992,Direct migration background,West,Agree completely,0.11414,41,427,0.08394,0.14434
1992,Direct migration background,West,Agree,0.09652,43,427,0.06848,0.12457
1992,Direct migration background,West,Disagree,0.28199,119,427,0.23926,0.32472
1992,Direct migration background,West,Disagree completely,0.50735,224,427,0.45988,0.55483
1992,Direct migration background,East,Disagree,0.33484,46,111,0.24665,0.42303
1992,Direct migration background,East,Disagree completely,0.42250,65,111,0.33019,0.51481
1992,Indirect migration background,West,Disagree completely,0.47452,31,31,0.29583,0.65321
1993,No migration background,West,Agree completely,0.08694,502,6437,0.08006,0.09382
1993,No migration background,West,Agree,0.13584,767,6437,0.12746,0.14421
1993,No migration background,West,Disagree,0.29239,1840,6437,0.28128,0.30350
1993,No migration background,West,Disagree completely,0.48484,3328,6437,0.47263,0.49705
1993,No migration background,East,Agree completely,0.07842,257,3664,0.06971,0.08712
1993,No migration background,East,Agree,0.13011,421,3664,0.11922,0.14101
1993,No migration background,East,Disagree,0.26146,969,3664,0.24723,0.27569
1993,No migration background,East,Disagree completely,0.53001,2017,3664,0.51384,0.54617
1993,Direct migration background,West,Agree completely,0.08577,177,2320,0.07437,0.09716
1993,Direct migration background,West,Agree,0.15056,359,2320,0.13601,0.16512
1993,Direct migration background,West,Disagree,0.29254,637,2320,0.27402,0.31106
1993,Direct migration background,West,Disagree completely,0.47113,1147,2320,0.45081,0.49145
1993,Direct migration background,East,Disagree,0.26116,35,97,0.17329,0.34903
1993,Direct migration background,East,Disagree completely,0.42576,62,97,0.32684,0.52467
