year,regtyp,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No answer / don't know,Disagree completely,0.64199,57,57,0.51642,0.76755
1990,Urban regions,Agree completely,0.11299,139,1453,0.09671,0.12928
1990,Urban regions,Agree,0.11503,147,1453,0.09862,0.13145
1990,Urban regions,Disagree,0.21514,310,1453,0.19400,0.23627
1990,Urban regions,Disagree completely,0.55684,857,1453,0.53128,0.58239
1990,Rural regions,Agree completely,0.08478,235,2846,0.07454,0.09501
1990,Rural regions,Agree,0.09416,240,2846,0.08343,0.10489
1990,Rural regions,Disagree,0.19308,557,2846,0.17857,0.20758
1990,Rural regions,Disagree completely,0.62799,1814,2846,0.61022,0.64575
1991,No answer / don't know,Disagree completely,0.57801,55,55,0.44628,0.70974
1991,Urban regions,Agree completely,0.09483,118,1339,0.07913,0.11052
1991,Urban regions,Agree,0.10930,126,1339,0.09258,0.12601
1991,Urban regions,Disagree,0.26396,338,1339,0.24035,0.28758
1991,Urban regions,Disagree completely,0.53191,757,1339,0.50518,0.55865
1991,Rural regions,Agree completely,0.07847,206,2710,0.06834,0.08859
1991,Rural regions,Agree,0.10477,238,2710,0.09324,0.11630
1991,Rural regions,Disagree,0.24668,647,2710,0.23045,0.26292
1991,Rural regions,Disagree completely,0.57008,1619,2710,0.55144,0.58872
1992,No answer / don't know,Disagree completely,0.59494,74,74,0.48233,0.70755
1992,Urban regions,Agree completely,0.08023,489,6588,0.07367,0.08679
1992,Urban regions,Agree,0.11610,676,6588,0.10837,0.12384
1992,Urban regions,Disagree,0.27692,1803,6588,0.26611,0.28773
1992,Urban regions,Disagree completely,0.52674,3620,6588,0.51468,0.53880
1992,Rural regions,Agree completely,0.08511,321,4228,0.07669,0.09352
1992,Rural regions,Agree,0.13388,465,4228,0.12361,0.14415
1992,Rural regions,Disagree,0.29196,1207,4228,0.27825,0.30566
1992,Rural regions,Disagree completely,0.48906,2235,4228,0.47399,0.50413
1993,Urban regions,Agree completely,0.07968,605,8544,0.07393,0.08542
1993,Urban regions,Agree,0.13398,1068,8544,0.12675,0.14120
1993,Urban regions,Disagree,0.28713,2375,8544,0.27753,0.29672
1993,Urban regions,Disagree completely,0.49922,4496,8544,0.48862,0.50982
1993,Rural regions,Agree completely,0.09713,368,4476,0.08845,0.10581
1993,Rural regions,Agree,0.14346,560,4476,0.13319,0.15373
1993,Rural regions,Disagree,0.28555,1246,4476,0.27232,0.29879
1993,Rural regions,Disagree completely,0.47385,2302,4476,0.45922,0.48848
1995,Urban regions,Agree completely,0.08240,604,8681,0.07662,0.08819
1995,Urban regions,Agree,0.14518,1140,8681,0.13777,0.15260
1995,Urban regions,Disagree,0.31835,2675,8681,0.30855,0.32815
1995,Urban regions,Disagree completely,0.45406,4262,8681,0.44359,0.46454
1995,Rural regions,Agree completely,0.08536,306,4525,0.07722,0.09350
1995,Rural regions,Agree,0.13428,531,4525,0.12435,0.14422
1995,Rural regions,Disagree,0.34494,1560,4525,0.33109,0.35880
1995,Rural regions,Disagree completely,0.43541,2128,4525,0.42096,0.44986
1996,Urban regions,Agree completely,0.07123,526,8510,0.06576,0.07669
1996,Urban regions,Agree,0.13662,1070,8510,0.12932,0.14392
1996,Urban regions,Disagree,0.32992,2722,8510,0.31993,0.33991
1996,Urban regions,Disagree completely,0.46224,4192,8510,0.45164,0.47283
1996,Rural regions,Agree completely,0.07635,285,4497,0.06858,0.08411
1996,Rural regions,Agree,0.14705,545,4497,0.13670,0.15740
1996,Rural regions,Disagree,0.34359,1576,4497,0.32970,0.35747
1996,Rural regions,Disagree completely,0.43302,2091,4497,0.41854,0.44750
1997,Urban regions,Agree completely,0.07698,522,8331,0.07125,0.08270
