year,bula_h,quintil_oecd,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Schleswig-Holstein,2nd Quintile,Disagree completely,0.47913,33,33,0.30604,0.65222
1992,Schleswig-Holstein,5th Quintile,Disagree completely,0.54790,34,34,0.37809,0.71771
1992,Lower Saxony,1st Quintile,Disagree completely,0.34343,32,32,0.17627,0.51059
1992,Lower Saxony,2nd Quintile,Disagree completely,0.54060,67,67,0.42037,0.66084
1992,Lower Saxony,3rd Quintile,Disagree,0.29902,53,150,0.22551,0.37254
1992,Lower Saxony,3rd Quintile,Disagree completely,0.49260,97,150,0.41232,0.57288
1992,Lower Saxony,4th Quintile,Disagree,0.29487,69,199,0.23135,0.35838
1992,Lower Saxony,4th Quintile,Disagree completely,0.49540,130,199,0.42575,0.56504
1992,Lower Saxony,5th Quintile,Disagree,0.25638,56,187,0.19363,0.31913
1992,Lower Saxony,5th Quintile,Disagree completely,0.56938,131,187,0.49822,0.64054
1992,North Rhine-Westphalia,1st Quintile,Agree,0.21359,33,174,0.15251,0.27466
1992,North Rhine-Westphalia,1st Quintile,Disagree,0.28906,57,174,0.22151,0.35661
1992,North Rhine-Westphalia,1st Quintile,Disagree completely,0.39687,84,174,0.32397,0.46978
1992,North Rhine-Westphalia,2nd Quintile,Agree,0.11486,33,312,0.07942,0.15030
1992,North Rhine-Westphalia,2nd Quintile,Disagree,0.28196,94,312,0.23196,0.33197
1992,North Rhine-Westphalia,2nd Quintile,Disagree completely,0.53553,185,312,0.48010,0.59096
1992,North Rhine-Westphalia,3rd Quintile,Agree completely,0.08552,31,379,0.05732,0.11371
1992,North Rhine-Westphalia,3rd Quintile,Agree,0.09629,36,379,0.06655,0.12603
1992,North Rhine-Westphalia,3rd Quintile,Disagree,0.30224,108,379,0.25594,0.34854
1992,North Rhine-Westphalia,3rd Quintile,Disagree completely,0.51595,204,379,0.46557,0.56633
1992,North Rhine-Westphalia,4th Quintile,Agree completely,0.07279,31,426,0.04809,0.09749
1992,North Rhine-Westphalia,4th Quintile,Agree,0.08611,31,426,0.05944,0.11278
1992,North Rhine-Westphalia,4th Quintile,Disagree,0.28019,112,426,0.23749,0.32288
1992,North Rhine-Westphalia,4th Quintile,Disagree completely,0.56091,252,426,0.51373,0.60810
1992,North Rhine-Westphalia,5th Quintile,Agree completely,0.09092,43,547,0.06680,0.11503
1992,North Rhine-Westphalia,5th Quintile,Agree,0.07508,36,547,0.05297,0.09718
1992,North Rhine-Westphalia,5th Quintile,Disagree,0.25398,142,547,0.21747,0.29049
1992,North Rhine-Westphalia,5th Quintile,Disagree completely,0.58003,326,547,0.53863,0.62143
1992,Hesse,2nd Quintile,Disagree completely,0.60792,57,57,0.48005,0.73579
1992,Hesse,3rd Quintile,Disagree,0.29158,34,92,0.19820,0.38496
1992,Hesse,3rd Quintile,Disagree completely,0.51888,58,92,0.41622,0.62154
1992,Hesse,4th Quintile,Disagree,0.26389,40,132,0.18841,0.33936
1992,Hesse,4th Quintile,Disagree completely,0.56281,92,132,0.47787,0.64776
1992,Hesse,5th Quintile,Disagree,0.29259,67,202,0.22970,0.35549
1992,Hesse,5th Quintile,Disagree completely,0.58312,135,202,0.51496,0.65128
1992,"Rhineland-Palatinate, Saarland",1st Quintile,Disagree completely,0.33922,32,32,0.17256,0.50589
1992,"Rhineland-Palatinate, Saarland",2nd Quintile,Disagree completely,0.53134,41,41,0.37670,0.68599
1992,"Rhineland-Palatinate, Saarland",3rd Quintile,Disagree completely,0.59108,83,83,0.48466,0.69749
1992,"Rhineland-Palatinate, Saarland",4th Quintile,Disagree completely,0.60914,82,82,0.50287,0.71540
1992,"Rhineland-Palatinate, Saarland",5th Quintile,Disagree,0.23408,31,106,0.15309,0.31507
1992,"Rhineland-Palatinate, Saarland",5th Quintile,Disagree completely,0.57793,75,106,0.48347,0.67240
1992,Baden-Wuerttemberg,1st Quintile,Disagree,0.33062,33,33,0.16762,0.49362
1992,Baden-Wuerttemberg,2nd Quintile,Disagree,0.27769,51,130,0.20041,0.35498
1992,Baden-Wuerttemberg,2nd Quintile,Disagree completely,0.46164,79,130,0.37561,0.54767
1992,Baden-Wuerttemberg,3rd Quintile,Disagree,0.38116,77,175,0.30899,0.45332
1992,Baden-Wuerttemberg,3rd Quintile,Disagree completely,0.41987,98,175,0.34654,0.49320
1992,Baden-Wuerttemberg,4th Quintile,Disagree,0.27843,86,219,0.21893,0.33793
1992,Baden-Wuerttemberg,4th Quintile,Disagree completely,0.47883,133,219,0.41252,0.54515
1992,Baden-Wuerttemberg,5th Quintile,Agree,0.08986,32,339,0.05937,0.12035
1992,Baden-Wuerttemberg,5th Quintile,Disagree,0.34684,129,339,0.29610,0.39758
1992,Baden-Wuerttemberg,5th Quintile,Disagree completely,0.47284,178,339,0.41962,0.52607
1992,Bavaria,1st Quintile,Disagree,0.28335,34,81,0.18460,0.38209
1992,Bavaria,1st Quintile,Disagree completely,0.37398,47,81,0.26795,0.48001
1992,Bavaria,2nd Quintile,Disagree,0.21199,39,130,0.14145,0.28252
