year,bula_h,regtyp,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Berlin,Urban regions,Agree completely,0.18233,40,255,0.13485,0.22982
1990,Berlin,Urban regions,Disagree,0.15573,45,255,0.11113,0.20032
1990,Berlin,Urban regions,Disagree completely,0.54675,170,255,0.48553,0.60797
1990,Brandenburg,Urban regions,Disagree completely,0.46576,34,34,0.29557,0.63596
1990,Brandenburg,Rural regions,Agree completely,0.10835,71,651,0.08446,0.13225
1990,Brandenburg,Rural regions,Agree,0.08772,51,651,0.06597,0.10947
1990,Brandenburg,Rural regions,Disagree,0.21460,136,651,0.18304,0.24616
1990,Brandenburg,Rural regions,Disagree completely,0.58932,393,651,0.55150,0.62714
1990,Mecklenburg-Western Pomerania,Rural regions,Agree,0.08565,37,431,0.05920,0.11210
1990,Mecklenburg-Western Pomerania,Rural regions,Disagree,0.21821,102,431,0.17917,0.25725
1990,Mecklenburg-Western Pomerania,Rural regions,Disagree completely,0.66364,292,431,0.61898,0.70829
1990,Saxony,Urban regions,Agree completely,0.09657,63,686,0.07445,0.11869
1990,Saxony,Urban regions,Agree,0.11027,69,686,0.08682,0.13373
1990,Saxony,Urban regions,Disagree,0.24902,162,686,0.21664,0.28141
1990,Saxony,Urban regions,Disagree completely,0.54413,392,686,0.50684,0.58143
1990,Saxony,Rural regions,Agree completely,0.08466,54,610,0.06255,0.10677
1990,Saxony,Rural regions,Agree,0.11784,55,610,0.09224,0.14345
1990,Saxony,Rural regions,Disagree,0.18601,115,610,0.15510,0.21691
1990,Saxony,Rural regions,Disagree completely,0.61149,386,610,0.57278,0.65020
1990,Saxony-Anhalt,Urban regions,Disagree,0.22195,36,139,0.15262,0.29129
1990,Saxony-Anhalt,Urban regions,Disagree completely,0.56032,103,139,0.47751,0.64314
1990,Saxony-Anhalt,Rural regions,Agree completely,0.08954,52,623,0.06710,0.11198
1990,Saxony-Anhalt,Rural regions,Agree,0.09836,58,623,0.07496,0.12177
1990,Saxony-Anhalt,Rural regions,Disagree,0.16826,112,623,0.13886,0.19766
1990,Saxony-Anhalt,Rural regions,Disagree completely,0.64383,401,623,0.60620,0.68146
1990,Thuringa,Urban regions,Disagree,0.18404,41,170,0.12561,0.24246
1990,Thuringa,Urban regions,Disagree completely,0.63804,129,170,0.56559,0.71050
1990,Thuringa,Rural regions,Agree completely,0.09609,42,515,0.07061,0.12157
1990,Thuringa,Rural regions,Agree,0.07556,39,515,0.05271,0.09841
1990,Thuringa,Rural regions,Disagree,0.18056,92,515,0.14731,0.21381
1990,Thuringa,Rural regions,Disagree completely,0.64779,342,515,0.60650,0.68909
1991,Berlin,Urban regions,Disagree,0.23666,55,216,0.17985,0.29348
1991,Berlin,Urban regions,Disagree completely,0.57865,161,216,0.51264,0.64465
1991,Brandenburg,Rural regions,Agree completely,0.06530,39,622,0.04587,0.08473
1991,Brandenburg,Rural regions,Agree,0.11830,57,622,0.09290,0.14371
1991,Brandenburg,Rural regions,Disagree,0.26450,154,622,0.22981,0.29919
1991,Brandenburg,Rural regions,Disagree completely,0.55190,372,622,0.51279,0.59101
1991,Mecklenburg-Western Pomerania,Rural regions,Agree,0.11274,40,384,0.08106,0.14441
1991,Mecklenburg-Western Pomerania,Rural regions,Disagree,0.22055,91,384,0.17902,0.26207
1991,Mecklenburg-Western Pomerania,Rural regions,Disagree completely,0.60543,253,384,0.55648,0.65438
1991,Saxony,Urban regions,Agree completely,0.08912,53,608,0.06645,0.11178
1991,Saxony,Urban regions,Agree,0.10453,54,608,0.08019,0.12887
