year,pgisced97,plh0192,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Pre-primary Level,Strongly agree,0.10130,56,596,0.07705,0.12554
2003,Pre-primary Level,Agree,0.56622,354,596,0.52640,0.60604
2003,Pre-primary Level,Disagree,0.28922,186,596,0.25279,0.32565
2003,Primary Level,Agree,0.36355,103,239,0.30244,0.42467
2003,Primary Level,Disagree,0.40186,101,239,0.33957,0.46415
2003,Primary Level,Strongly disagree,0.11405,35,239,0.07367,0.15444
2003,Lower Secondary Level,Strongly agree,0.07521,194,2714,0.06528,0.08513
2003,Lower Secondary Level,Agree,0.47758,1322,2714,0.45879,0.49638
2003,Lower Secondary Level,Disagree,0.35941,984,2714,0.34135,0.37746
2003,Lower Secondary Level,Strongly disagree,0.07843,214,2714,0.06832,0.08855
2003,Upper Secondary Level,Strongly agree,0.05745,625,11049,0.05311,0.06179
2003,Upper Secondary Level,Agree,0.52563,5871,11049,0.51632,0.53494
2003,Upper Secondary Level,Disagree,0.35065,3966,11049,0.34175,0.35954
2003,Upper Secondary Level,Strongly disagree,0.06013,587,11049,0.05570,0.06456
2003,Post-secondary Non-tertiary Level,Strongly agree,0.06187,68,1153,0.04796,0.07579
2003,Post-secondary Non-tertiary Level,Agree,0.60672,675,1153,0.57851,0.63493
2003,Post-secondary Non-tertiary Level,Disagree,0.29121,367,1153,0.26497,0.31745
2003,Post-secondary Non-tertiary Level,Strongly disagree,0.03835,43,1153,0.02726,0.04944
2003,First Stage of Tertiary Education,Strongly agree,0.05534,86,1680,0.04440,0.06627
2003,First Stage of Tertiary Education,Agree,0.56136,970,1680,0.53763,0.58510
2003,First Stage of Tertiary Education,Disagree,0.33139,554,1680,0.30887,0.35391
2003,First Stage of Tertiary Education,Strongly disagree,0.04657,70,1680,0.03649,0.05665
2003,Second Stage of Tertiary Education,Strongly agree,0.07328,337,4340,0.06553,0.08104
2003,Second Stage of Tertiary Education,Agree,0.60817,2748,4340,0.59364,0.62270
2003,Second Stage of Tertiary Education,Disagree,0.28467,1148,4340,0.27125,0.29810
2003,Second Stage of Tertiary Education,Strongly disagree,0.03055,107,4340,0.02543,0.03567
2008,Pre-primary Level,Strongly agree,0.04474,33,340,0.02274,0.06675
2008,Pre-primary Level,Agree,0.34962,207,340,0.29886,0.40039
2008,Pre-primary Level,Disagree,0.18103,100,340,0.14004,0.22202
2008,Primary Level,Agree,0.37169,76,150,0.29410,0.44929
2008,Primary Level,Disagree,0.45514,74,150,0.37518,0.53510
2008,Lower Secondary Level,Strongly agree,0.05251,105,2007,0.04275,0.06228
2008,Lower Secondary Level,Agree,0.44657,962,2007,0.42482,0.46833
2008,Lower Secondary Level,Disagree,0.38803,777,2007,0.36671,0.40936
2008,Lower Secondary Level,Strongly disagree,0.08692,163,2007,0.07459,0.09925
2008,Upper Secondary Level,Strongly agree,0.04542,482,9699,0.04128,0.04957
2008,Upper Secondary Level,Agree,0.51337,5125,9699,0.50342,0.52332
2008,Upper Secondary Level,Disagree,0.38102,3593,9699,0.37136,0.39069
2008,Upper Secondary Level,Strongly disagree,0.05510,499,9699,0.05056,0.05964
2008,Post-secondary Non-tertiary Level,Strongly agree,0.04559,53,1061,0.03303,0.05815
2008,Post-secondary Non-tertiary Level,Agree,0.57908,650,1061,0.54936,0.60880
2008,Post-secondary Non-tertiary Level,Disagree,0.35132,358,1061,0.32258,0.38006
2008,First Stage of Tertiary Education,Strongly agree,0.04922,65,1411,0.03793,0.06051
2008,First Stage of Tertiary Education,Agree,0.54594,800,1411,0.51995,0.57193
2008,First Stage of Tertiary Education,Disagree,0.34449,494,1411,0.31968,0.36929
2008,First Stage of Tertiary Education,Strongly disagree,0.05212,52,1411,0.04051,0.06372
2008,Second Stage of Tertiary Education,Strongly agree,0.07635,326,4184,0.06830,0.08439
2008,Second Stage of Tertiary Education,Agree,0.63308,2733,4184,0.61847,0.64769
2008,Second Stage of Tertiary Education,Disagree,0.25912,1018,4184,0.24584,0.27239
2008,Second Stage of Tertiary Education,Strongly disagree,0.02874,107,4184,0.02367,0.03380
2013,Pre-primary Level,Strongly agree,0.03793,46,431,0.01988,0.05599
2013,Pre-primary Level,Agree,0.26795,271,431,0.22609,0.30981
2013,Pre-primary Level,Disagree,0.11548,114,431,0.08527,0.14569
2013,Primary Level,Agree,0.29211,143,274,0.23817,0.34605
2013,Primary Level,Disagree,0.28529,131,274,0.23172,0.33885
2013,Lower Secondary Level,Strongly agree,0.05696,159,2567,0.04799,0.06593
2013,Lower Secondary Level,Agree,0.41225,1316,2567,0.39320,0.43130
2013,Lower Secondary Level,Disagree,0.27706,902,2567,0.25975,0.29438
2013,Lower Secondary Level,Strongly disagree,0.06463,190,2567,0.05512,0.07415
2013,Upper Secondary Level,Strongly agree,0.04873,656,12364,0.04494,0.05253
2013,Upper Secondary Level,Agree,0.52483,7149,12364,0.51603,0.53364
2013,Upper Secondary Level,Disagree,0.31530,4039,12364,0.30711,0.32349
2013,Upper Secondary Level,Strongly disagree,0.03985,520,12364,0.03640,0.04330
2013,Post-secondary Non-tertiary Level,Strongly agree,0.05549,112,1769,0.04482,0.06616
2013,Post-secondary Non-tertiary Level,Agree,0.55006,1178,1769,0.52687,0.57325
2013,Post-secondary Non-tertiary Level,Disagree,0.21629,442,1769,0.19710,0.23548
2013,Post-secondary Non-tertiary Level,Strongly disagree,0.01771,37,1769,0.01156,0.02385
2013,First Stage of Tertiary Education,Strongly agree,0.04737,82,1671,0.03718,0.05756
2013,First Stage of Tertiary Education,Agree,0.59798,1062,1671,0.57446,0.62150
2013,First Stage of Tertiary Education,Disagree,0.31169,482,1671,0.28948,0.33391
2013,First Stage of Tertiary Education,Strongly disagree,0.02472,45,1671,0.01727,0.03217
2013,Second Stage of Tertiary Education,Strongly agree,0.09110,643,5817,0.08371,0.09850
2013,Second Stage of Tertiary Education,Agree,0.62798,3993,5817,0.61556,0.64040
2013,Second Stage of Tertiary Education,Disagree,0.17982,1095,5817,0.16995,0.18969
2013,Second Stage of Tertiary Education,Strongly disagree,0.01521,86,5817,0.01206,0.01835
2018,Pre-primary Level,Agree,0.31614,218,301,0.26353,0.36876
2018,Pre-primary Level,Disagree,0.13883,83,301,0.09971,0.17796
2018,Primary Level,Strongly agree,0.06736,296,1602,0.05508,0.07964
2018,Primary Level,Agree,0.40674,732,1602,0.38268,0.43080
2018,Primary Level,Disagree,0.34905,345,1602,0.32570,0.37240
2018,Primary Level,Strongly disagree,0.12477,229,1602,0.10858,0.14096
2018,Lower Secondary Level,Strongly agree,0.05803,285,3306,0.05006,0.06600
2018,Lower Secondary Level,Agree,0.49146,1637,3306,0.47442,0.50850
2018,Lower Secondary Level,Disagree,0.35507,1110,3306,0.33875,0.37138
2018,Lower Secondary Level,Strongly disagree,0.06372,274,3306,0.05539,0.07205
2018,Upper Secondary Level,Strongly agree,0.05780,770,12034,0.05363,0.06197
2018,Upper Secondary Level,Agree,0.57997,7036,12034,0.57115,0.58879
2018,Upper Secondary Level,Disagree,0.31807,3647,12034,0.30975,0.32639
2018,Upper Secondary Level,Strongly disagree,0.04057,581,12034,0.03705,0.04410
2018,Post-secondary Non-tertiary Level,Strongly agree,0.05771,178,2200,0.04796,0.06745
2018,Post-secondary Non-tertiary Level,Agree,0.65451,1396,2200,0.63464,0.67439
2018,Post-secondary Non-tertiary Level,Disagree,0.25050,555,2200,0.23239,0.26861
2018,Post-secondary Non-tertiary Level,Strongly disagree,0.03465,71,2200,0.02701,0.04230
2018,First Stage of Tertiary Education,Strongly agree,0.07827,98,1448,0.06443,0.09211
2018,First Stage of Tertiary Education,Agree,0.59765,914,1448,0.57239,0.62292
2018,First Stage of Tertiary Education,Disagree,0.28304,388,1448,0.25983,0.30625
