year,sampreg,plh0192,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,West,Strongly agree,0.05871,1218,16723,0.05515,0.06228
2003,West,Agree,0.45100,9447,16723,0.44346,0.45854
2003,West,Disagree,0.26531,5267,16723,0.25862,0.27200
2003,West,Strongly disagree,0.04424,791,16723,0.04112,0.04736
2003,East,Strongly agree,0.02845,189,5325,0.02398,0.03292
2003,East,Agree,0.43147,2712,5325,0.41816,0.44477
2003,East,Disagree,0.34553,2121,5325,0.33276,0.35830
2003,East,Strongly disagree,0.05863,303,5325,0.05232,0.06494
2008,West,Strongly agree,0.04790,938,14495,0.04443,0.05138
2008,West,Agree,0.44958,8218,14495,0.44148,0.45768
2008,West,Disagree,0.28736,4671,14495,0.27999,0.29472
2008,West,Strongly disagree,0.04333,668,14495,0.04001,0.04664
2008,East,Strongly agree,0.03658,178,4763,0.03125,0.04191
2008,East,Agree,0.43689,2496,4763,0.42280,0.45098
2008,East,Disagree,0.35116,1848,4763,0.33760,0.36472
2008,East,Strongly disagree,0.04930,241,4763,0.04315,0.05545
2013,West,Strongly agree,0.05227,1464,19720,0.04916,0.05537
2013,West,Agree,0.44819,12170,19720,0.44125,0.45513
2013,West,Disagree,0.21629,5412,19720,0.21054,0.22204
2013,West,Strongly disagree,0.02803,674,19720,0.02573,0.03033
2013,East,Strongly agree,0.03779,290,5696,0.03284,0.04275
2013,East,Agree,0.45757,3178,5696,0.44463,0.47051
2013,East,Disagree,0.30398,1967,5696,0.29203,0.31593
2013,East,Strongly disagree,0.03637,261,5696,0.03151,0.04123
2018,West,Strongly agree,0.06322,2214,22729,0.06005,0.06638
2018,West,Agree,0.51359,13656,22729,0.50709,0.52009
2018,West,Disagree,0.22791,5704,22729,0.22245,0.23336
2018,West,Strongly disagree,0.03336,1155,22729,0.03102,0.03569
2018,East,Strongly agree,0.04639,388,5937,0.04104,0.05174
2018,East,Agree,0.48178,3450,5937,0.46907,0.49449
2018,East,Disagree,0.28101,1816,5937,0.26957,0.29244
2018,East,Strongly disagree,0.03059,283,5937,0.02621,0.03497
