year,sex,plh0192,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,male,Strongly agree,0.04965,671,10635,0.04552,0.05378
2003,male,Agree,0.45050,5911,10635,0.44104,0.45996
2003,male,Disagree,0.27061,3475,10635,0.26217,0.27905
2003,male,Strongly disagree,0.05033,578,10635,0.04617,0.05448
2003,female,Strongly agree,0.05668,736,11413,0.05244,0.06093
2003,female,Agree,0.44454,6248,11413,0.43543,0.45366
2003,female,Disagree,0.28871,3913,11413,0.28040,0.29703
2003,female,Strongly disagree,0.04349,516,11413,0.03975,0.04724
2008,male,Strongly agree,0.04184,505,9179,0.03774,0.04593
2008,male,Agree,0.43935,5042,9179,0.42919,0.44950
2008,male,Disagree,0.29677,3156,9179,0.28742,0.30612
2008,male,Strongly disagree,0.05008,476,9179,0.04561,0.05454
2008,female,Strongly agree,0.04979,611,10079,0.04554,0.05403
2008,female,Agree,0.45500,5672,10079,0.44528,0.46473
2008,female,Disagree,0.30065,3363,10079,0.29170,0.30961
2008,female,Strongly disagree,0.03891,433,10079,0.03513,0.04268
2013,male,Strongly agree,0.04916,784,11492,0.04521,0.05312
2013,male,Agree,0.44210,6869,11492,0.43301,0.45118
2013,male,Disagree,0.22617,3350,11492,0.21853,0.23382
2013,male,Strongly disagree,0.03252,489,11492,0.02927,0.03576
2013,female,Strongly agree,0.05028,970,13924,0.04665,0.05391
2013,female,Agree,0.45729,8479,13924,0.44902,0.46557
2013,female,Disagree,0.23690,4029,13924,0.22984,0.24396
2013,female,Strongly disagree,0.02657,446,13924,0.02390,0.02924
2018,male,Strongly agree,0.05992,1319,13618,0.05593,0.06391
2018,male,Agree,0.49586,8062,13618,0.48746,0.50426
2018,male,Disagree,0.24057,3534,13618,0.23339,0.24775
2018,male,Strongly disagree,0.03443,703,13618,0.03137,0.03749
2018,female,Strongly agree,0.06074,1283,15048,0.05692,0.06456
2018,female,Agree,0.52027,9044,15048,0.51228,0.52825
2018,female,Disagree,0.23361,3986,15048,0.22685,0.24037
2018,female,Strongly disagree,0.03137,735,15048,0.02859,0.03416
