year,age_gr,migback,plh0192,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,No migration background,Strongly agree,0.06243,183,3114,0.05393,0.07093
2003,17-29 y.,No migration background,Agree,0.51862,1634,3114,0.50107,0.53617
2003,17-29 y.,No migration background,Disagree,0.36691,1169,3114,0.34998,0.38384
2003,17-29 y.,No migration background,Strongly disagree,0.04822,128,3114,0.04070,0.05575
2003,17-29 y.,Direct migration background,Agree,0.57621,214,331,0.52289,0.62953
2003,17-29 y.,Direct migration background,Disagree,0.31453,117,331,0.26443,0.36463
2003,17-29 y.,Indirect migration background,Strongly agree,0.07481,43,501,0.05175,0.09788
2003,17-29 y.,Indirect migration background,Agree,0.43819,231,501,0.39470,0.48168
2003,17-29 y.,Indirect migration background,Disagree,0.40055,192,501,0.35760,0.44350
2003,17-29 y.,Indirect migration background,Strongly disagree,0.07945,35,501,0.05575,0.10316
2003,30-45 y.,No migration background,Strongly agree,0.04195,271,5809,0.03680,0.04711
2003,30-45 y.,No migration background,Agree,0.55191,3268,5809,0.53912,0.56470
2003,30-45 y.,No migration background,Disagree,0.35558,2017,5809,0.34326,0.36789
2003,30-45 y.,No migration background,Strongly disagree,0.04665,253,5809,0.04123,0.05208
2003,30-45 y.,Direct migration background,Strongly agree,0.05841,57,885,0.04295,0.07386
2003,30-45 y.,Direct migration background,Agree,0.50454,451,885,0.47158,0.53750
2003,30-45 y.,Direct migration background,Disagree,0.35348,313,885,0.32197,0.38500
2003,30-45 y.,Direct migration background,Strongly disagree,0.06218,64,885,0.04626,0.07810
2003,30-45 y.,Indirect migration background,Agree,0.45164,98,182,0.37914,0.52414
2003,30-45 y.,Indirect migration background,Disagree,0.38441,84,182,0.31354,0.45528
2003,46-65 y.,No migration background,Strongly agree,0.06144,412,6508,0.05561,0.06728
2003,46-65 y.,No migration background,Agree,0.53759,3721,6508,0.52547,0.54970
2003,46-65 y.,No migration background,Disagree,0.33371,2059,6508,0.32225,0.34517
2003,46-65 y.,No migration background,Strongly disagree,0.06133,316,6508,0.05550,0.06716
2003,46-65 y.,Direct migration background,Strongly agree,0.07369,74,976,0.05729,0.09009
2003,46-65 y.,Direct migration background,Agree,0.52819,513,976,0.49686,0.55953
2003,46-65 y.,Direct migration background,Disagree,0.29929,312,976,0.27055,0.32804
2003,46-65 y.,Direct migration background,Strongly disagree,0.08891,77,976,0.07104,0.10677
2003,66 and older,No migration background,Strongly agree,0.08899,288,3261,0.07922,0.09876
2003,66 and older,No migration background,Agree,0.55465,1817,3261,0.53759,0.57171
2003,66 and older,No migration background,Disagree,0.29828,1001,3261,0.28258,0.31399
2003,66 and older,No migration background,Strongly disagree,0.05091,155,3261,0.04336,0.05845
2003,66 and older,Direct migration background,Strongly agree,0.13384,39,326,0.09683,0.17086
2003,66 and older,Direct migration background,Agree,0.48181,185,326,0.42748,0.53613
2003,66 and older,Direct migration background,Disagree,0.28609,102,326,0.23695,0.33522
2008,17-29 y.,No migration background,Strongly agree,0.05894,174,2492,0.04969,0.06819
2008,17-29 y.,No migration background,Agree,0.49754,1365,2492,0.47791,0.51718
2008,17-29 y.,No migration background,Disagree,0.32779,846,2492,0.30935,0.34622
2008,17-29 y.,No migration background,Strongly disagree,0.04341,107,2492,0.03541,0.05141
2008,17-29 y.,Direct migration background,Agree,0.50911,124,193,0.43840,0.57982
2008,17-29 y.,Direct migration background,Disagree,0.33210,69,193,0.26548,0.39872
2008,17-29 y.,Indirect migration background,Agree,0.42320,207,380,0.37345,0.47294
2008,17-29 y.,Indirect migration background,Disagree,0.36866,173,380,0.32009,0.41723
2008,30-45 y.,No migration background,Strongly agree,0.03790,174,4292,0.03218,0.04361
2008,30-45 y.,No migration background,Agree,0.55311,2478,4292,0.53823,0.56799
2008,30-45 y.,No migration background,Disagree,0.36459,1482,4292,0.35019,0.37899
2008,30-45 y.,No migration background,Strongly disagree,0.04224,158,4292,0.03622,0.04826
2008,30-45 y.,Direct migration background,Strongly agree,0.08946,38,602,0.06664,0.11228
2008,30-45 y.,Direct migration background,Agree,0.42147,282,602,0.38199,0.46095
2008,30-45 y.,Direct migration background,Disagree,0.39333,233,602,0.35428,0.43239
