year,plh0042,pgisced97,sex,proportion,n,lower_confidence,upper_confidence
1984,Very concerned,middle vocational,male,0.3373860182370821,16099,0.3300821915472881,0.3446898449268761
1984,Very concerned,general elementary,male,0.1831306990881459,16099,0.17715603510715955,0.18910536306913223
1984,Very concerned,middle vocational,female,0.13145896656534956,16099,0.12623925027001678,0.13667868286068233
1984,Very concerned,general elementary,female,0.12310030395136778,16099,0.11802501066909565,0.12817559723363992
1984,Very concerned,inadequately,male,0.0737082066869301,16099,0.06967186008773615,0.07774455328612404
1984,Very concerned,inadequately,female,0.053951367781155016,16099,0.050461454930693046,0.057441280631616985
1984,Very concerned,higher education,male,0.02811550151975684,16099,0.02556199561676246,0.030669007422751218
1984,Very concerned,higher vocational,male,0.0243161094224924,16099,0.021936759959977025,0.026695458885007777
1984,Very concerned,vocational + Abi,male,0.020516717325227963,16099,0.018326894024027474,0.02270654062642845
1984,Very concerned,higher education,female,0.0121580547112462,16099,0.010465150445299084,0.013850958977193318
1984,Very concerned,higher vocational,female,0.008358662613981762,16099,0.006952283751948866,0.009765041476014659
1984,Very concerned,vocational + Abi,female,0.003799392097264438,16099,0.0028490344364599835,0.004749749758068892
1984,Somewhat concerned,middle vocational,male,0.3520992366412214,16099,0.34472115581222434,0.35947731747021844
1984,Somewhat concerned,middle vocational,female,0.17127862595419846,16099,0.1654587667744729,0.177098485133924
1984,Somewhat concerned,general elementary,male,0.12166030534351145,16099,0.11661064313645514,0.12670996755056776
1984,Somewhat concerned,general elementary,female,0.11259541984732824,16099,0.10771252000176124,0.11747831969289524
1984,Somewhat concerned,inadequately,male,0.05725190839694656,16099,0.05366310691145722,0.06084070988243591
1984,Somewhat concerned,higher education,male,0.046278625954198474,16099,0.04303330535018227,0.049523946558214675
1984,Somewhat concerned,higher vocational,male,0.04341603053435115,16099,0.04026796889359047,0.04656409217511183
1984,Somewhat concerned,inadequately,female,0.0357824427480916,16099,0.032913121784768684,0.038651763711414516
1984,Somewhat concerned,vocational + Abi,male,0.02051526717557252,16099,0.018325519644606943,0.022705014706538094
1984,Somewhat concerned,higher vocational,female,0.01717557251908397,16099,0.015168559436475753,0.019182585601692188
1984,Somewhat concerned,higher education,female,0.012404580152671756,16099,0.01069481213299689,0.014114348172346622
1984,Somewhat concerned,vocational + Abi,female,0.009541984732824428,16099,0.008040247268879168,0.011043722196769688
1984,Not concerned at all,middle vocational,male,0.3347772277227723,16099,0.3274873854897439,0.3420670699558007
1984,Not concerned at all,middle vocational,female,0.18935643564356436,16099,0.18330425857355487,0.19540861271357385
1984,Not concerned at all,general elementary,female,0.10767326732673267,16099,0.10288506471651969,0.11246146993694565
1984,Not concerned at all,higher education,male,0.08879950495049505,16099,0.08440541576930585,0.09319359413168424
1984,Not concerned at all,general elementary,male,0.07766089108910891,16099,0.07352658032833768,0.08179520184988014
1984,Not concerned at all,higher vocational,male,0.04548267326732673,16099,0.04226403981585917,0.048701306718794295
1984,Not concerned at all,higher education,female,0.03372524752475248,16099,0.03093665852313718,0.03651383652636778
1984,Not concerned at all,inadequately,male,0.03125,16099,0.02856225854524927,0.03393774145475073
1984,Not concerned at all,higher vocational,female,0.03001237623762376,16099,0.02737671306235138,0.032648039412896145
1984,Not concerned at all,inadequately,female,0.027537128712871287,16099,0.025009271942910534,0.03006498548283204
1984,Not concerned at all,vocational + Abi,male,0.019183168316831683,16099,0.01706426693145248,0.021302069702210887
1984,Not concerned at all,vocational + Abi,female,0.014542079207920793,16099,0.01269285778354122,0.016391300632300366
1985,Very concerned,middle vocational,male,0.3704572098475967,14443,0.36258114979717354,0.3783332698980199
1985,Very concerned,general elementary,male,0.1817116060961313,14443,0.17542274655647383,0.18800046563578876
1985,Very concerned,general elementary,female,0.1324736225087925,14443,0.12694479022137684,0.13800245479620815
1985,Very concerned,middle vocational,female,0.11371629542790153,14443,0.1085387359161518,0.11889385493965125
1985,Very concerned,inadequately,male,0.05275498241500586,14443,0.04910920397907864,0.05640076085093308
1985,Very concerned,inadequately,female,0.04337631887456037,14443,0.040054130333102005,0.04669850741601874
1985,Very concerned,higher education,male,0.035169988276670575,14443,0.03216571884048423,0.03817425771285692
1985,Very concerned,higher vocational,male,0.01992966002344666,14443,0.01765033670273823,0.022208983344155088
1985,Very concerned,higher education,female,0.017584994138335287,14443,0.015441383155924342,0.019728605120746232
1985,Very concerned,vocational + Abi,male,0.017584994138335287,14443,0.015441383155924342,0.019728605120746232
1985,Very concerned,higher vocational,female,0.008206330597889801,14443,0.006734992311530117,0.009677668884249485
1985,Very concerned,vocational + Abi,female,0.007033997655334115,14443,0.005670998254497935,0.008396997056170296
1985,Somewhat concerned,middle vocational,male,0.3456722917800762,14443,0.33791594342646414,0.35342864013368824
1985,Somewhat concerned,middle vocational,female,0.18181818181818182,14443,0.17552788797955832,0.18810847565680533
1985,Somewhat concerned,general elementary,male,0.12629286880783885,14443,0.12087535882529664,0.13171037879038108
1985,Somewhat concerned,general elementary,female,0.11594991834512793,14443,0.11072834931781537,0.12117148737244048
1985,Somewhat concerned,inadequately,male,0.053347849755035384,14443,0.04968279018132249,0.05701290932874828
1985,Somewhat concerned,higher vocational,male,0.04463799673380512,14443,0.041270061773767255,0.048005931693842985
1985,Somewhat concerned,inadequately,female,0.03647250952640174,14443,0.03341518004649612,0.03952983900630736
