year,regtyp,sampreg,plh0042,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No answer / don't know,West,Very concerned,0.16986,1345,6747,0.16089,0.17882
1984,No answer / don't know,West,Somewhat concerned,0.30765,2130,6747,0.29663,0.31866
1984,No answer / don't know,West,Not concerned at all,0.52250,3272,6747,0.51058,0.53442
1985,Urban regions,West,Very concerned,0.11805,691,4862,0.10898,0.12712
1985,Urban regions,West,Somewhat concerned,0.28276,1472,4862,0.27010,0.29542
1985,Urban regions,West,Not concerned at all,0.59919,2699,4862,0.58542,0.61297
1985,Rural regions,West,Very concerned,0.12477,184,1232,0.10631,0.14323
1985,Rural regions,West,Somewhat concerned,0.31881,401,1232,0.29278,0.34484
1985,Rural regions,West,Not concerned at all,0.55642,647,1232,0.52867,0.58417
1986,Urban regions,West,Very concerned,0.11917,677,4658,0.10987,0.12848
1986,Urban regions,West,Somewhat concerned,0.27869,1386,4658,0.26581,0.29157
1986,Urban regions,West,Not concerned at all,0.60213,2595,4658,0.58808,0.61619
1986,Rural regions,West,Very concerned,0.13299,173,1183,0.11363,0.15235
1986,Rural regions,West,Somewhat concerned,0.31297,379,1183,0.28654,0.33941
1986,Rural regions,West,Not concerned at all,0.55404,631,1183,0.52570,0.58237
1987,Urban regions,West,Very concerned,0.10328,590,4686,0.09456,0.11199
1987,Urban regions,West,Somewhat concerned,0.30725,1530,4686,0.29404,0.32046
1987,Urban regions,West,Not concerned at all,0.58948,2566,4686,0.57539,0.60356
1987,Rural regions,West,Very concerned,0.09062,123,1242,0.07465,0.10659
1987,Rural regions,West,Somewhat concerned,0.35417,444,1242,0.32756,0.38078
1987,Rural regions,West,Not concerned at all,0.55521,675,1242,0.52756,0.58286
1988,Urban regions,West,Very concerned,0.12388,664,4491,0.11424,0.13351
1988,Urban regions,West,Somewhat concerned,0.31840,1508,4491,0.30478,0.33203
1988,Urban regions,West,Not concerned at all,0.55772,2319,4491,0.54319,0.57225
1988,Rural regions,West,Very concerned,0.10418,151,1131,0.08636,0.12199
1988,Rural regions,West,Somewhat concerned,0.38736,418,1131,0.35895,0.41576
1988,Rural regions,West,Not concerned at all,0.50847,562,1131,0.47932,0.53762
1989,Urban regions,West,Very concerned,0.07586,417,4450,0.06808,0.08364
1989,Urban regions,West,Somewhat concerned,0.27591,1332,4450,0.26278,0.28905
1989,Urban regions,West,Not concerned at all,0.64823,2701,4450,0.63420,0.66226
1989,Rural regions,West,Very concerned,0.06789,88,1092,0.05297,0.08282
1989,Rural regions,West,Somewhat concerned,0.29794,341,1092,0.27080,0.32507
1989,Rural regions,West,Not concerned at all,0.63417,663,1092,0.60559,0.66275
1990,No answer / don't know,East,Somewhat concerned,0.48948,33,33,0.31628,0.66269
1990,Urban regions,West,Very concerned,0.08113,442,4300,0.07297,0.08930
1990,Urban regions,West,Somewhat concerned,0.27677,1293,4300,0.26340,0.29015
1990,Urban regions,West,Not concerned at all,0.64209,2565,4300,0.62776,0.65642
1990,Urban regions,East,Very concerned,0.33408,387,1129,0.30656,0.36161
1990,Urban regions,East,Somewhat concerned,0.46968,524,1129,0.44056,0.49881
1990,Urban regions,East,Not concerned at all,0.19623,218,1129,0.17306,0.21941
1990,Rural regions,West,Very concerned,0.07957,96,1113,0.06366,0.09547
1990,Rural regions,West,Somewhat concerned,0.29319,353,1113,0.26643,0.31994
1990,Rural regions,West,Not concerned at all,0.62725,664,1113,0.59882,0.65567
1990,Rural regions,East,Very concerned,0.40949,888,2167,0.38878,0.43020
1990,Rural regions,East,Somewhat concerned,0.41244,905,2167,0.39171,0.43318
1990,Rural regions,East,Not concerned at all,0.17806,374,2167,0.16195,0.19417
1991,Urban regions,West,Very concerned,0.05707,321,4441,0.05025,0.06390
1991,Urban regions,West,Somewhat concerned,0.23041,1139,4441,0.21802,0.24279
1991,Urban regions,West,Not concerned at all,0.71252,2981,4441,0.69921,0.72583
1991,Urban regions,East,Very concerned,0.43517,380,907,0.40288,0.46745
1991,Urban regions,East,Somewhat concerned,0.37680,350,907,0.34524,0.40835
1991,Urban regions,East,Not concerned at all,0.18803,177,907,0.16259,0.21348
1991,Rural regions,West,Very concerned,0.05855,76,1171,0.04509,0.07200
1991,Rural regions,West,Somewhat concerned,0.27069,321,1171,0.24523,0.29615
1991,Rural regions,West,Not concerned at all,0.67076,774,1171,0.64383,0.69769
1991,Rural regions,East,Very concerned,0.49473,842,1767,0.47141,0.51805
1991,Rural regions,East,Somewhat concerned,0.33798,623,1767,0.31592,0.36004
1991,Rural regions,East,Not concerned at all,0.16729,302,1767,0.14988,0.18469
1992,Urban regions,West,Very concerned,0.08691,469,4315,0.07851,0.09532
1992,Urban regions,West,Somewhat concerned,0.28645,1338,4315,0.27296,0.29994
1992,Urban regions,West,Not concerned at all,0.62664,2508,4315,0.61221,0.64107
1992,Urban regions,East,Very concerned,0.35822,280,794,0.32485,0.39159
1992,Urban regions,East,Somewhat concerned,0.40635,334,794,0.37217,0.44054
1992,Urban regions,East,Not concerned at all,0.23542,180,794,0.20589,0.26495
1992,Rural regions,West,Very concerned,0.08254,114,1162,0.06671,0.09837
1992,Rural regions,West,Somewhat concerned,0.33094,372,1162,0.30387,0.35801
1992,Rural regions,West,Not concerned at all,0.58652,676,1162,0.55819,0.61485
1992,Rural regions,East,Very concerned,0.36977,529,1462,0.34501,0.39452
1992,Rural regions,East,Somewhat concerned,0.40573,598,1462,0.38055,0.43091
1992,Rural regions,East,Not concerned at all,0.22450,335,1462,0.20311,0.24590
1993,Urban regions,West,Very concerned,0.07516,409,4261,0.06724,0.08308
1993,Urban regions,West,Somewhat concerned,0.29145,1296,4261,0.27781,0.30510
1993,Urban regions,West,Not concerned at all,0.63338,2556,4261,0.61891,0.64785
1993,Urban regions,East,Very concerned,0.24078,178,784,0.21083,0.27073
1993,Urban regions,East,Somewhat concerned,0.41849,343,784,0.38393,0.45304
1993,Urban regions,East,Not concerned at all,0.34073,263,784,0.30754,0.37393
1993,Rural regions,West,Very concerned,0.09320,102,1160,0.07646,0.10993
1993,Rural regions,West,Somewhat concerned,0.30264,371,1160,0.27619,0.32909
1993,Rural regions,West,Not concerned at all,0.60417,687,1160,0.57601,0.63232
1993,Rural regions,East,Very concerned,0.23342,325,1382,0.21111,0.25573
1993,Rural regions,East,Somewhat concerned,0.46844,645,1382,0.44212,0.49476
1993,Rural regions,East,Not concerned at all,0.29814,412,1382,0.27401,0.32227
