year,age_gr,quintil_oecd,plh0042,proportion,n,lower_confidence,upper_confidence
1984,30-45 J.,1. Quintil,3.0,0.13131762264710242,12164,0.12531543073776044,0.1373198145564444
1984,46-65 J.,1. Quintil,3.0,0.10641766711130873,12164,0.10093752249215994,0.11189781173045753
1984,30-45 J.,1. Quintil,2.0,0.0905587668593449,12164,0.08545876380659836,0.09565876991209143
1984,17-29 J.,1. Quintil,3.0,0.08833555654364902,12164,0.08329239187571039,0.09337872121158766
1984,30-45 J.,2. Quintil,3.0,0.06299095894471617,12164,0.05867349354066273,0.0673084243487696
1984,17-29 J.,1. Quintil,2.0,0.05987846450274196,12164,0.05566203159952661,0.06409489740595731
1984,46-65 J.,1. Quintil,2.0,0.05721061212390692,12164,0.05308333618552646,0.061337888062287384
1984,30-45 J.,1. Quintil,1.0,0.0509856232399585,12164,0.0470765111132441,0.054894735366672893
1984,46-65 J.,2. Quintil,3.0,0.04579813250333482,12164,0.04208310629983526,0.04951315870683437
1984,17-29 J.,2. Quintil,3.0,0.04579813250333482,12164,0.04208310629983526,0.04951315870683437
1984,30-45 J.,2. Quintil,2.0,0.042982066103453384,12164,0.039377760992996655,0.04658637121391011
1984,17-29 J.,2. Quintil,2.0,0.03764636134578331,12164,0.03426379195004236,0.04102893074152426
1984,17-29 J.,1. Quintil,1.0,0.03483029494590188,12164,0.03157194082137549,0.038088649070428277
1984,46-65 J.,1. Quintil,1.0,0.033199940714391585,12164,0.03001607418155662,0.03638380724722655
1984,30-45 J.,2. Quintil,1.0,0.03142137246183489,12164,0.028321114140247593,0.03452163078342219
1984,46-65 J.,2. Quintil,2.0,0.027419593893582332,12164,0.02451750218302417,0.030321685604140496
1984,17-29 J.,2. Quintil,1.0,0.025937453683118422,12164,0.023112736595129496,0.028762170771107348
1984,46-65 J.,2. Quintil,1.0,0.02267674522009782,12164,0.020031125967930115,0.025322364472265525
1984,66 und älter,1. Quintil,3.0,0.004298206610345339,12164,0.0031356177584717145,0.005460795462218964
1984,66 und älter,1. Quintil,1.0,0.00029642804209278195,12164,-9.495662901844463e-06,0.0006023517470874083
1985,30-45 J.,1. Quintil,3.0,0.14768624876928127,11026,0.14106382672416723,0.1543086708143953
1985,46-65 J.,1. Quintil,3.0,0.1171644240236298,11026,0.11116119556562035,0.12316765248163924
1985,17-29 J.,1. Quintil,3.0,0.10190351165080407,11026,0.09625670195741481,0.10755032134419332
1985,30-45 J.,1. Quintil,2.0,0.08270429931079751,11026,0.07756308391308347,0.08784551470851154
1985,30-45 J.,2. Quintil,3.0,0.06793567443386939,11026,0.06323869167732561,0.07263265719041316
1985,46-65 J.,2. Quintil,3.0,0.061371841155234655,11026,0.05689183673091265,0.06585184557955666
1985,17-29 J.,1. Quintil,2.0,0.05595667870036101,11026,0.05166656300935189,0.06024679439137012
1985,46-65 J.,1. Quintil,2.0,0.05054151624548736,11026,0.046452590721951535,0.05463044176902319
1985,17-29 J.,2. Quintil,3.0,0.04791598293403348,11026,0.043929178658316775,0.05190278720975018
1985,30-45 J.,2. Quintil,2.0,0.04594683295044306,11026,0.042038773544219386,0.04985489235666673
1985,17-29 J.,2. Quintil,2.0,0.04217262881522809,11026,0.038421119443406836,0.045924138187049345
1985,30-45 J.,1. Quintil,1.0,0.03724975385625205,11026,0.0337149477210852,0.0407845599914189
1985,46-65 J.,2. Quintil,2.0,0.02970134558582212,11026,0.02653259647849035,0.03287009469315389
1985,46-65 J.,1. Quintil,1.0,0.02559894978667542,11026,0.022650952881886226,0.02854694669146461
1985,17-29 J.,1. Quintil,1.0,0.024122087298982606,11026,0.02125822413119451,0.026985950466770704
1985,17-29 J.,2. Quintil,1.0,0.022481128979323924,11026,0.01971406812117999,0.025248189837467856
1985,30-45 J.,2. Quintil,1.0,0.020840170659665244,11026,0.018173775533618576,0.023506565785711912
1985,46-65 J.,2. Quintil,1.0,0.013291762389235313,11026,0.011154131390390582,0.015429393388080043
1985,66 und älter,1. Quintil,3.0,0.004430587463078438,11026,0.0031908962956423877,0.005670278630514489
1985,66 und älter,2. Quintil,3.0,0.0006563833278634722,11026,0.00017832237873583378,0.0011344442769911107
1985,66 und älter,1. Quintil,2.0,0.0003281916639317361,11026,-9.903977872361932e-06,0.0006662873057358342
1986,30-45 J.,1. Quintil,3.0,0.15083033727101525,10583,0.14401176795959303,0.15764890658243746
1986,46-65 J.,1. Quintil,3.0,0.11932888204074645,10583,0.1131525400398854,0.1255052240416075
1986,17-29 J.,1. Quintil,3.0,0.10340695086457799,10583,0.09760566557447319,0.1092082361546828
1986,30-45 J.,1. Quintil,2.0,0.08286252354048965,10583,0.07761024232252192,0.08811480475845737
1986,30-45 J.,2. Quintil,3.0,0.06522855675398048,10583,0.06052395055760691,0.06993316295035405
1986,17-29 J.,1. Quintil,2.0,0.05769560006848142,10583,0.053253190150035365,0.06213800998692748
1986,46-65 J.,2. Quintil,3.0,0.056839582263311074,10583,0.05242824873186372,0.06125091579475843
1986,46-65 J.,1. Quintil,2.0,0.05307310392056155,10583,0.04880193111020602,0.057344276730917076
1986,17-29 J.,2. Quintil,3.0,0.05290190035952748,10583,0.048637236630708694,0.057166564088346264
1986,30-45 J.,2. Quintil,2.0,0.040575243965074476,10583,0.036816110862725245,0.04433437706742371
1986,17-29 J.,2. Quintil,2.0,0.04023283684300633,10583,0.03648893076771907,0.04397674291829359
1986,30-45 J.,1. Quintil,1.0,0.03115904810820065,10583,0.027848727878815947,0.034469368337585356
1986,46-65 J.,1. Quintil,1.0,0.02790618044855333,10583,0.02476815859781008,0.031044202299296577
1986,46-65 J.,2. Quintil,2.0,0.02773497688751926,10583,0.024606320209141955,0.030863633565896567
1986,17-29 J.,1. Quintil,1.0,0.02670775552131484,10583,0.02363596213687416,0.029779548905755522
1986,17-29 J.,2. Quintil,1.0,0.022770073617531243,10583,0.01992801998174469,0.025612127253317796
1986,46-65 J.,2. Quintil,1.0,0.019517205957883924,10583,0.01688159997776916,0.022152811937998687
1986,30-45 J.,2. Quintil,1.0,0.01729155966444102,10583,0.014807962815615238,0.019775156513266803
1986,66 und älter,1. Quintil,3.0,0.00342407122068139,10583,0.0023111145302783555,0.004537027911084425
1986,66 und älter,2. Quintil,3.0,0.000342407122068139,10583,-1.0084421483900997e-05,0.000694898665620179
1986,66 und älter,1. Quintil,1.0,0.0001712035610340695,10583,-7.806694228884939e-05,0.0004204740643569884
1987,30-45 J.,1. Quintil,3.0,0.14827935222672065,10452,0.14146624382824247,0.15509246062519882
1987,46-65 J.,1. Quintil,3.0,0.12095141700404859,10452,0.11470014652534619,0.127202687482751
1987,17-29 J.,1. Quintil,3.0,0.09986504723346828,10452,0.09411704484832747,0.1056130496186091
1987,30-45 J.,1. Quintil,2.0,0.08653846153846154,10452,0.08114824653079018,0.09192867654613289
1987,17-29 J.,1. Quintil,2.0,0.06376518218623482,10452,0.05908092677305648,0.06844943759941317
1987,30-45 J.,2. Quintil,3.0,0.061234817813765184,10452,0.05663824575573621,0.06583138987179415
1987,17-29 J.,2. Quintil,3.0,0.05668016194331984,10452,0.05224712453704744,0.06111319934959224
1987,46-65 J.,1. Quintil,2.0,0.056511470985155195,10452,0.05208463951118933,0.06093830245912106
1987,46-65 J.,2. Quintil,3.0,0.05499325236167341,10452,0.050622778490702264,0.05936372623264456
1987,17-29 J.,2. Quintil,2.0,0.04740215924426451,10452,0.043328260507869316,0.051476057980659705
1987,30-45 J.,2. Quintil,2.0,0.04251012145748988,10452,0.03864227131160966,0.046377971603370094
1987,46-65 J.,2. Quintil,2.0,0.03576248313090418,10452,0.03220238297272107,0.03932258328908729
1987,30-45 J.,1. Quintil,1.0,0.02834008097165992,10452,0.025158711872470752,0.03152145007084908
1987,46-65 J.,1. Quintil,1.0,0.023110661268556005,10452,0.020230046108861616,0.025991276428250394
1987,17-29 J.,1. Quintil,1.0,0.02058029689608637,10452,0.017858431734208004,0.023302162057964735
1987,17-29 J.,2. Quintil,1.0,0.019736842105263157,10452,0.01707018887228774,0.022403495338238575
1987,30-45 J.,2. Quintil,1.0,0.0155195681511471,10452,0.013149833433797489,0.01788930286849671
1987,46-65 J.,2. Quintil,1.0,0.012989203778677462,10452,0.010818459887613638,0.015159947669741287
1987,66 und älter,1. Quintil,3.0,0.004554655870445344,10452,0.003263755084379161,0.005845556656511527
1987,66 und älter,1. Quintil,2.0,0.0005060728744939271,10452,7.489846172422011e-05,0.0009372472872636341
1987,66 und älter,2. Quintil,3.0,0.00016869095816464237,10452,-8.028971653492516e-05,0.0004176716328642099
1988,30-45 J.,1. Quintil,3.0,0.13820704375667023,9970,0.13143257801304836,0.1449815095002921
1988,46-65 J.,1. Quintil,3.0,0.11454998221273568,9970,0.1082984275816189,0.12080153684385248
1988,17-29 J.,1. Quintil,3.0,0.09889718961223763,9970,0.09303732422604113,0.10475705499843413
1988,30-45 J.,1. Quintil,2.0,0.0935610103166133,9970,0.08784457580288954,0.09927744483033707
1988,46-65 J.,1. Quintil,2.0,0.06563500533617929,9970,0.060773905569381406,0.07049610510297717
1988,17-29 J.,1. Quintil,2.0,0.059053717538242616,9970,0.05442655741240087,0.06368087766408435
1988,30-45 J.,2. Quintil,3.0,0.05745286374955532,9970,0.0528849712799957,0.06202075621911494
1988,17-29 J.,2. Quintil,2.0,0.05104944859480612,9970,0.046729030153287554,0.05536986703632468
1988,17-29 J.,2. Quintil,3.0,0.049626467449306294,9970,0.04536349682815282,0.05388943807045977
1988,46-65 J.,2. Quintil,3.0,0.049448594806118816,9970,0.04519287257896264,0.053704317033274995
1988,30-45 J.,2. Quintil,2.0,0.036997509782995375,9970,0.03329233717980912,0.04070268238618163
1988,46-65 J.,2. Quintil,2.0,0.03557452863749555,9970,0.031938624658376345,0.039210432616614756
1988,17-29 J.,1. Quintil,1.0,0.028459622909996443,9970,0.025195597807089472,0.031723648012903415
1988,46-65 J.,1. Quintil,1.0,0.02792600498043401,9970,0.024691837095563895,0.031160172865304123
1988,30-45 J.,1. Quintil,1.0,0.02774813233724653,9970,0.024523985862748652,0.03097227881174441
1988,17-29 J.,2. Quintil,1.0,0.02152258982568481,9970,0.018673991868136276,0.024371187783233345
1988,30-45 J.,2. Quintil,1.0,0.021166844539309854,9970,0.018341373318920717,0.02399231575969899
1988,46-65 J.,2. Quintil,1.0,0.01814300960512273,9970,0.015523094156962094,0.02076292505328337
1988,66 und älter,1. Quintil,3.0,0.004091070793311989,9970,0.002838111958691203,0.005344029627932774
1988,66 und älter,1. Quintil,2.0,0.000711490572749911,9970,0.0001880847930429986,0.0012348963524568234
