year,bula_h,migback,plh0042,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,No migration background,Very concerned,0.17872,34,187,0.12366,0.23378
1984,Schleswig-Holstein,No migration background,Somewhat concerned,0.31890,59,187,0.25192,0.38588
1984,Schleswig-Holstein,No migration background,Not concerned at all,0.50238,94,187,0.43052,0.57424
1984,Hamburg,No migration background,Not concerned at all,0.61357,64,64,0.49333,0.73381
1984,Lower Saxony,No migration background,Very concerned,0.18425,95,517,0.15080,0.21770
1984,Lower Saxony,No migration background,Somewhat concerned,0.30450,155,517,0.26479,0.34421
1984,Lower Saxony,No migration background,Not concerned at all,0.51125,267,517,0.46812,0.55438
1984,Lower Saxony,Direct migration background,Very concerned,0.44073,42,114,0.34919,0.53228
1984,Lower Saxony,Direct migration background,Somewhat concerned,0.35208,37,114,0.26402,0.44014
1984,Lower Saxony,Direct migration background,Not concerned at all,0.20719,35,114,0.13246,0.28191
1984,North Rhine-Westphalia,No migration background,Very concerned,0.18338,206,1158,0.16108,0.20568
1984,North Rhine-Westphalia,No migration background,Somewhat concerned,0.28439,331,1158,0.25840,0.31039
1984,North Rhine-Westphalia,No migration background,Not concerned at all,0.53222,621,1158,0.50347,0.56098
1984,North Rhine-Westphalia,Direct migration background,Very concerned,0.27395,169,548,0.23657,0.31132
1984,North Rhine-Westphalia,Direct migration background,Somewhat concerned,0.37286,193,548,0.33234,0.41339
1984,North Rhine-Westphalia,Direct migration background,Not concerned at all,0.35319,186,548,0.31314,0.39325
1984,Hesse,No migration background,Very concerned,0.13865,57,411,0.10520,0.17210
1984,Hesse,No migration background,Somewhat concerned,0.26344,111,411,0.22080,0.30608
1984,Hesse,No migration background,Not concerned at all,0.59791,243,411,0.55045,0.64537
1984,Hesse,Direct migration background,Very concerned,0.20731,85,309,0.16204,0.25258
1984,Hesse,Direct migration background,Somewhat concerned,0.34985,90,309,0.29659,0.40311
1984,Hesse,Direct migration background,Not concerned at all,0.44284,134,309,0.38736,0.49831
1984,"Rhineland-Palatinate, Saarland",No migration background,Very concerned,0.15091,49,323,0.11181,0.19000
1984,"Rhineland-Palatinate, Saarland",No migration background,Somewhat concerned,0.33784,109,323,0.28618,0.38950
1984,"Rhineland-Palatinate, Saarland",No migration background,Not concerned at all,0.51126,165,323,0.45666,0.56586
1984,"Rhineland-Palatinate, Saarland",Direct migration background,Somewhat concerned,0.42651,40,74,0.31306,0.53997
1984,"Rhineland-Palatinate, Saarland",Direct migration background,Not concerned at all,0.34189,34,74,0.23308,0.45070
1984,Baden-Wuerttemberg,No migration background,Very concerned,0.10914,81,754,0.08687,0.13141
1984,Baden-Wuerttemberg,No migration background,Somewhat concerned,0.31710,243,754,0.28386,0.35034
