year,pgisced97,quintil_oecd,plh0042,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Primary Level,1st Quintile,Very concerned,0.30796,37,124,0.22637,0.38955
1984,Primary Level,1st Quintile,Somewhat concerned,0.35171,44,124,0.26732,0.43610
1984,Primary Level,1st Quintile,Not concerned at all,0.34033,43,124,0.25659,0.42407
1984,Primary Level,2nd Quintile,Very concerned,0.29191,39,127,0.21252,0.37130
1984,Primary Level,2nd Quintile,Somewhat concerned,0.41928,46,127,0.33312,0.50544
1984,Primary Level,2nd Quintile,Not concerned at all,0.28881,42,127,0.20968,0.36795
1984,Primary Level,3rd Quintile,Very concerned,0.33673,40,116,0.25035,0.42311
1984,Primary Level,3rd Quintile,Somewhat concerned,0.34867,38,116,0.26157,0.43577
1984,Primary Level,3rd Quintile,Not concerned at all,0.31460,38,116,0.22972,0.39947
1984,Primary Level,4th Quintile,Very concerned,0.29673,33,123,0.21567,0.37780
1984,Primary Level,4th Quintile,Somewhat concerned,0.33136,39,123,0.24783,0.41488
1984,Primary Level,4th Quintile,Not concerned at all,0.37191,51,123,0.28614,0.45767
1984,Lower Secondary Level,1st Quintile,Very concerned,0.29440,89,277,0.24063,0.34817
1984,Lower Secondary Level,1st Quintile,Somewhat concerned,0.31644,93,277,0.26157,0.37131
1984,Lower Secondary Level,1st Quintile,Not concerned at all,0.38916,95,277,0.33164,0.44668
1984,Lower Secondary Level,2nd Quintile,Very concerned,0.25433,94,361,0.20935,0.29932
1984,Lower Secondary Level,2nd Quintile,Somewhat concerned,0.36339,140,361,0.31371,0.41308
1984,Lower Secondary Level,2nd Quintile,Not concerned at all,0.38227,127,361,0.33207,0.43247
1984,Lower Secondary Level,3rd Quintile,Very concerned,0.21187,88,354,0.16924,0.25450
1984,Lower Secondary Level,3rd Quintile,Somewhat concerned,0.32218,118,354,0.27343,0.37093
1984,Lower Secondary Level,3rd Quintile,Not concerned at all,0.46595,148,354,0.41391,0.51799
1984,Lower Secondary Level,4th Quintile,Very concerned,0.21408,88,338,0.17028,0.25787
1984,Lower Secondary Level,4th Quintile,Somewhat concerned,0.31498,102,338,0.26538,0.36457
