year,pgisced97,regtyp,plh0042,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Primary Level,No answer / don't know,Very concerned,0.31388,170,556,0.27528,0.35249
1984,Primary Level,No answer / don't know,Somewhat concerned,0.36515,195,556,0.32509,0.40521
1984,Primary Level,No answer / don't know,Not concerned at all,0.32097,191,556,0.28213,0.35981
1984,Lower Secondary Level,No answer / don't know,Very concerned,0.23768,416,1552,0.21650,0.25887
1984,Lower Secondary Level,No answer / don't know,Somewhat concerned,0.31659,510,1552,0.29344,0.33974
1984,Lower Secondary Level,No answer / don't know,Not concerned at all,0.44573,626,1552,0.42099,0.47046
1984,Upper Secondary Level,No answer / don't know,Very concerned,0.16692,621,3416,0.15442,0.17943
1984,Upper Secondary Level,No answer / don't know,Somewhat concerned,0.32103,1098,3416,0.30537,0.33668
1984,Upper Secondary Level,No answer / don't know,Not concerned at all,0.51205,1697,3416,0.49528,0.52881
1984,Post-secondary Non-tertiary Level,No answer / don't know,Very concerned,0.10955,32,204,0.06659,0.15252
1984,Post-secondary Non-tertiary Level,No answer / don't know,Somewhat concerned,0.29320,63,204,0.23058,0.35583
1984,Post-secondary Non-tertiary Level,No answer / don't know,Not concerned at all,0.59725,109,204,0.52978,0.66471
1984,First Stage of Tertiary Education,No answer / don't know,Very concerned,0.10418,43,413,0.07469,0.13368
1984,First Stage of Tertiary Education,No answer / don't know,Somewhat concerned,0.29908,127,413,0.25487,0.34330
1984,First Stage of Tertiary Education,No answer / don't know,Not concerned at all,0.59673,243,413,0.54936,0.64410
1984,Second Stage of Tertiary Education,No answer / don't know,Very concerned,0.08271,53,572,0.06012,0.10530
1984,Second Stage of Tertiary Education,No answer / don't know,Somewhat concerned,0.20945,123,572,0.17608,0.24283
1984,Second Stage of Tertiary Education,No answer / don't know,Not concerned at all,0.70784,396,572,0.67054,0.74514
1985,Primary Level,Urban regions,Very concerned,0.20716,71,391,0.16693,0.24738
1985,Primary Level,Urban regions,Somewhat concerned,0.37629,150,391,0.32821,0.42437
1985,Primary Level,Urban regions,Not concerned at all,0.41655,170,391,0.36763,0.46548
1985,Lower Secondary Level,Urban regions,Very concerned,0.16522,220,1106,0.14332,0.18712
1985,Lower Secondary Level,Urban regions,Somewhat concerned,0.28230,341,1106,0.25576,0.30884
1985,Lower Secondary Level,Urban regions,Not concerned at all,0.55248,545,1106,0.52317,0.58180
1985,Lower Secondary Level,Rural regions,Very concerned,0.16389,59,297,0.12172,0.20606
1985,Lower Secondary Level,Rural regions,Somewhat concerned,0.39000,119,297,0.33443,0.44556
1985,Lower Secondary Level,Rural regions,Not concerned at all,0.44611,119,297,0.38948,0.50274
1985,Upper Secondary Level,Urban regions,Very concerned,0.11594,316,2389,0.10310,0.12878
1985,Upper Secondary Level,Urban regions,Somewhat concerned,0.30332,754,2389,0.28488,0.32175
1985,Upper Secondary Level,Urban regions,Not concerned at all,0.58074,1319,2389,0.56095,0.60053
1985,Upper Secondary Level,Rural regions,Very concerned,0.12631,97,687,0.10145,0.15117
1985,Upper Secondary Level,Rural regions,Somewhat concerned,0.31841,217,687,0.28355,0.35328
1985,Upper Secondary Level,Rural regions,Not concerned at all,0.55528,373,687,0.51809,0.59246
1985,Post-secondary Non-tertiary Level,Urban regions,Somewhat concerned,0.30068,45,134,0.22274,0.37861
1985,Post-secondary Non-tertiary Level,Urban regions,Not concerned at all,0.64455,89,134,0.56320,0.72589
1985,First Stage of Tertiary Education,Urban regions,Somewhat concerned,0.27203,81,293,0.22099,0.32308
1985,First Stage of Tertiary Education,Urban regions,Not concerned at all,0.66828,212,293,0.61427,0.72228
1985,First Stage of Tertiary Education,Rural regions,Not concerned at all,0.65844,55,55,0.53195,0.78493
