year,quintil_oecd,sampreg,plh0042,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,1st Quintile,West,Very concerned,0.26156,254,872,0.23237,0.29074
1984,1st Quintile,West,Somewhat concerned,0.32438,290,872,0.29329,0.35547
1984,1st Quintile,West,Not concerned at all,0.41406,328,872,0.38135,0.44678
1984,2nd Quintile,West,Very concerned,0.23669,309,1195,0.21258,0.26080
1984,2nd Quintile,West,Somewhat concerned,0.35944,429,1195,0.33222,0.38666
1984,2nd Quintile,West,Not concerned at all,0.40387,457,1195,0.37604,0.43170
1984,3rd Quintile,West,Very concerned,0.17317,281,1378,0.15318,0.19315
1984,3rd Quintile,West,Somewhat concerned,0.33549,466,1378,0.31055,0.36043
1984,3rd Quintile,West,Not concerned at all,0.49134,631,1378,0.46494,0.51775
1984,4th Quintile,West,Very concerned,0.14007,272,1596,0.12303,0.15710
1984,4th Quintile,West,Somewhat concerned,0.30742,493,1596,0.28478,0.33007
1984,4th Quintile,West,Not concerned at all,0.55251,831,1596,0.52811,0.57692
1984,5th Quintile,West,Very concerned,0.12162,228,1702,0.10608,0.13715
1984,5th Quintile,West,Somewhat concerned,0.25292,451,1702,0.23226,0.27358
1984,5th Quintile,West,Not concerned at all,0.62546,1023,1702,0.60246,0.64846
1985,1st Quintile,West,Very concerned,0.17126,172,857,0.14602,0.19649
1985,1st Quintile,West,Somewhat concerned,0.35689,335,857,0.32480,0.38899
1985,1st Quintile,West,Not concerned at all,0.47185,350,857,0.43841,0.50530
1985,2nd Quintile,West,Very concerned,0.14954,177,1034,0.12779,0.17129
1985,2nd Quintile,West,Somewhat concerned,0.32251,352,1034,0.29400,0.35102
1985,2nd Quintile,West,Not concerned at all,0.52795,505,1034,0.49751,0.55840
1985,3rd Quintile,West,Very concerned,0.12679,201,1269,0.10848,0.14511
1985,3rd Quintile,West,Somewhat concerned,0.30851,388,1269,0.28309,0.33393
1985,3rd Quintile,West,Not concerned at all,0.56470,680,1269,0.53741,0.59199
1985,4th Quintile,West,Very concerned,0.12003,199,1419,0.10312,0.13695
1985,4th Quintile,West,Somewhat concerned,0.28369,418,1419,0.26023,0.30715
1985,4th Quintile,West,Not concerned at all,0.59628,802,1419,0.57074,0.62181
1985,5th Quintile,West,Very concerned,0.07742,126,1515,0.06395,0.09088
1985,5th Quintile,West,Somewhat concerned,0.24189,380,1515,0.22032,0.26346
1985,5th Quintile,West,Not concerned at all,0.68069,1009,1515,0.65721,0.70418
1986,1st Quintile,West,Very concerned,0.17994,157,705,0.15157,0.20832
1986,1st Quintile,West,Somewhat concerned,0.38939,277,705,0.35337,0.42541
1986,1st Quintile,West,Not concerned at all,0.43067,271,705,0.39409,0.46725
1986,2nd Quintile,West,Very concerned,0.15813,195,1020,0.13573,0.18054
1986,2nd Quintile,West,Somewhat concerned,0.32830,341,1020,0.29946,0.35713
1986,2nd Quintile,West,Not concerned at all,0.51357,484,1020,0.48288,0.54426
1986,3rd Quintile,West,Very concerned,0.12300,168,1222,0.10458,0.14142
1986,3rd Quintile,West,Somewhat concerned,0.28941,387,1222,0.26398,0.31485
1986,3rd Quintile,West,Not concerned at all,0.58759,667,1222,0.55997,0.61520
1986,4th Quintile,West,Very concerned,0.12324,211,1463,0.10639,0.14009
1986,4th Quintile,West,Somewhat concerned,0.26803,417,1463,0.24532,0.29073
1986,4th Quintile,West,Not concerned at all,0.60873,835,1463,0.58372,0.63375
1986,5th Quintile,West,Very concerned,0.08135,119,1430,0.06718,0.09553
1986,5th Quintile,West,Somewhat concerned,0.24261,342,1430,0.22038,0.26483
1986,5th Quintile,West,Not concerned at all,0.67604,969,1430,0.65178,0.70030
1987,1st Quintile,West,Very concerned,0.15330,121,695,0.12649,0.18010
1987,1st Quintile,West,Somewhat concerned,0.42211,289,695,0.38536,0.45886
1987,1st Quintile,West,Not concerned at all,0.42459,285,695,0.38782,0.46137
1987,2nd Quintile,West,Very concerned,0.14654,185,1067,0.12531,0.16776
1987,2nd Quintile,West,Somewhat concerned,0.34073,376,1067,0.31227,0.36918
1987,2nd Quintile,West,Not concerned at all,0.51274,506,1067,0.48273,0.54274
1987,3rd Quintile,West,Very concerned,0.09052,143,1242,0.07456,0.10649
1987,3rd Quintile,West,Somewhat concerned,0.32629,429,1242,0.30020,0.35237
1987,3rd Quintile,West,Not concerned at all,0.58319,670,1242,0.55576,0.61062
1987,4th Quintile,West,Very concerned,0.09200,149,1446,0.07710,0.10691
1987,4th Quintile,West,Somewhat concerned,0.31602,465,1446,0.29205,0.33999
1987,4th Quintile,West,Not concerned at all,0.59198,832,1446,0.56664,0.61732
1987,5th Quintile,West,Very concerned,0.06912,113,1476,0.05617,0.08206
1987,5th Quintile,West,Somewhat concerned,0.26722,415,1476,0.24463,0.28980
1987,5th Quintile,West,Not concerned at all,0.66367,948,1476,0.63956,0.68778
1988,1st Quintile,West,Very concerned,0.20354,163,712,0.17394,0.23313
1988,1st Quintile,West,Somewhat concerned,0.38395,260,712,0.34820,0.41970
1988,1st Quintile,West,Not concerned at all,0.41251,289,712,0.37632,0.44869
1988,2nd Quintile,West,Very concerned,0.15274,173,1002,0.13046,0.17503
1988,2nd Quintile,West,Somewhat concerned,0.37023,371,1002,0.34032,0.40015
1988,2nd Quintile,West,Not concerned at all,0.47702,458,1002,0.44608,0.50797
1988,3rd Quintile,West,Very concerned,0.12074,185,1188,0.10220,0.13927
1988,3rd Quintile,West,Somewhat concerned,0.36963,441,1188,0.34217,0.39709
1988,3rd Quintile,West,Not concerned at all,0.50964,562,1188,0.48120,0.53808
1988,4th Quintile,West,Very concerned,0.10309,173,1351,0.08687,0.11931
1988,4th Quintile,West,Somewhat concerned,0.32608,447,1351,0.30107,0.35109
1988,4th Quintile,West,Not concerned at all,0.57083,731,1351,0.54443,0.59724
1988,5th Quintile,West,Very concerned,0.08480,120,1368,0.07003,0.09957
1988,5th Quintile,West,Somewhat concerned,0.27943,407,1368,0.25564,0.30322
1988,5th Quintile,West,Not concerned at all,0.63577,841,1368,0.61026,0.66128
1989,1st Quintile,West,Very concerned,0.15302,120,709,0.12650,0.17953
1989,1st Quintile,West,Somewhat concerned,0.34407,263,709,0.30908,0.37907
1989,1st Quintile,West,Not concerned at all,0.50291,326,709,0.46608,0.53974
1989,2nd Quintile,West,Very concerned,0.09492,117,1022,0.07694,0.11289
1989,2nd Quintile,West,Somewhat concerned,0.28966,323,1022,0.26184,0.31748
