year,age_gr,migback,plh0042,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,No migration background,Very concerned,0.0466806259579554,239,6653,0.04659706103734342,0.046764190878567376
1984,17-29 y.,No migration background,Somewhat concerned,0.08519269779113327,442,6653,0.08508211120362968,0.08530328437863685
1984,17-29 y.,No migration background,Not concerned at all,0.13304031601309713,691,6653,0.13290578341023518,0.13317484861595907
1984,17-29 y.,Direct migration background,Very concerned,0.007815426002377397,161,6653,0.007780543388327161,0.007850308616427633
1984,17-29 y.,Direct migration background,Somewhat concerned,0.009242895867501556,199,6653,0.00920498845968893,0.009280803275314182
1984,17-29 y.,Direct migration background,Not concerned at all,0.009754780572139505,196,6653,0.009715847686920891,0.00979371345735812
1984,30-45 y.,No migration background,Very concerned,0.04852014133277969,247,6653,0.04843502806043107,0.04860525460512831
1984,30-45 y.,No migration background,Somewhat concerned,0.107624626945866,564,6653,0.10750186434591606,0.10774738954581593
1984,30-45 y.,No migration background,Not concerned at all,0.17893499883561376,955,6653,0.17878316349174686,0.17908683417948065
1984,30-45 y.,Direct migration background,Very concerned,0.015342929674160243,307,6653,0.015294240421460117,0.015391618926860369
1984,30-45 y.,Direct migration background,Somewhat concerned,0.016249670629751665,333,6653,0.01619958637839185,0.01629975488111148
1984,30-45 y.,Direct migration background,Not concerned at all,0.018836850545469155,349,6653,0.018782997381971926,0.018890703708966384
1984,46-65 y.,No migration background,Very concerned,0.04503123443778167,210,6653,0.044949088144826954,0.04511338073073638
1984,46-65 y.,No migration background,Somewhat concerned,0.07840517001860615,376,6653,0.0782986873748792,0.0785116526623331
1984,46-65 y.,No migration background,Not concerned at all,0.16381201177656612,766,6653,0.16366540255287543,0.16395862100025682
1984,46-65 y.,Direct migration background,Very concerned,0.007384132133760911,167,6653,0.007350218307081223,0.007418045960440599
1984,46-65 y.,Direct migration background,Somewhat concerned,0.012329685130130311,191,6653,0.012285971340968887,0.012373398919291735
1984,46-65 y.,Direct migration background,Not concerned at all,0.015801806335309997,260,6653,0.01575240586210093,0.015851206808519064
1985,17-29 y.,No migration background,Very concerned,0.033783187695277654,159,6000,0.033711875084214644,0.033854500306340664
