year,migback,plh0042,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,Very concerned,0.15730,698,4519,0.14668,0.16792
1984,No migration background,Somewhat concerned,0.30319,1382,4519,0.28978,0.31659
1984,No migration background,Not concerned at all,0.53951,2439,4519,0.52498,0.55405
1984,Direct migration background,Very concerned,0.27085,635,2164,0.25212,0.28958
1984,Direct migration background,Somewhat concerned,0.33540,723,2164,0.31551,0.35530
1984,Direct migration background,Not concerned at all,0.39375,806,2164,0.37316,0.41434
1985,No migration background,Very concerned,0.10962,459,4183,0.10015,0.11909
1985,No migration background,Somewhat concerned,0.28242,1176,4183,0.26877,0.29606
1985,No migration background,Not concerned at all,0.60796,2548,4183,0.59316,0.62276
1985,Direct migration background,Very concerned,0.20180,408,1849,0.18350,0.22010
1985,Direct migration background,Somewhat concerned,0.36522,680,1849,0.34327,0.38717
1985,Direct migration background,Not concerned at all,0.43298,761,1849,0.41039,0.45557
1985,Indirect migration background,Not concerned at all,0.67076,37,37,0.51725,0.82427
1986,No migration background,Very concerned,0.11298,451,3967,0.10312,0.12283
1986,No migration background,Somewhat concerned,0.27897,1093,3967,0.26502,0.29293
1986,No migration background,Not concerned at all,0.60805,2423,3967,0.59286,0.62324
1986,Direct migration background,Very concerned,0.19350,384,1793,0.17521,0.21179
1986,Direct migration background,Somewhat concerned,0.34081,651,1793,0.31887,0.36276
1986,Direct migration background,Not concerned at all,0.46569,758,1793,0.44259,0.48878
1986,Indirect migration background,Not concerned at all,0.49382,45,45,0.34609,0.64155
1987,No migration background,Very concerned,0.09205,389,4059,0.08315,0.10094
1987,No migration background,Somewhat concerned,0.31040,1243,4059,0.29616,0.32463
1987,No migration background,Not concerned at all,0.59756,2427,4059,0.58247,0.61264
1987,Direct migration background,Very concerned,0.16251,309,1782,0.14537,0.17964
1987,Direct migration background,Somewhat concerned,0.36825,694,1782,0.34585,0.39065
1987,Direct migration background,Not concerned at all,0.46924,779,1782,0.44607,0.49242
1987,Indirect migration background,Somewhat concerned,0.49594,37,72,0.37964,0.61224
1987,Indirect migration background,Not concerned at all,0.39600,35,72,0.28224,0.50976
1988,No migration background,Very concerned,0.10927,422,3839,0.09940,0.11914
1988,No migration background,Somewhat concerned,0.32827,1252,3839,0.31342,0.34313
1988,No migration background,Not concerned at all,0.56246,2165,3839,0.54676,0.57815
1988,Direct migration background,Very concerned,0.20098,371,1669,0.18174,0.22021
1988,Direct migration background,Somewhat concerned,0.37662,634,1669,0.35337,0.39988
1988,Direct migration background,Not concerned at all,0.42240,664,1669,0.39870,0.44610
1988,Indirect migration background,Somewhat concerned,0.36427,40,92,0.26539,0.46314
1988,Indirect migration background,Not concerned at all,0.52919,52,92,0.42663,0.63174
1989,No migration background,Very concerned,0.06385,242,3826,0.05610,0.07160
1989,No migration background,Somewhat concerned,0.27317,1053,3826,0.25905,0.28730
1989,No migration background,Not concerned at all,0.66297,2531,3826,0.64799,0.67795
1989,Direct migration background,Very concerned,0.15321,246,1591,0.13550,0.17091
1989,Direct migration background,Somewhat concerned,0.34066,578,1591,0.31736,0.36395
1989,Direct migration background,Not concerned at all,0.50614,767,1591,0.48156,0.53071
1989,Indirect migration background,Somewhat concerned,0.27958,42,108,0.19454,0.36462
1989,Indirect migration background,Not concerned at all,0.60989,66,108,0.51747,0.70231
1990,No migration background,Very concerned,0.15283,1518,6967,0.14438,0.16128
1990,No migration background,Somewhat concerned,0.31551,2436,6967,0.30460,0.32643
1990,No migration background,Not concerned at all,0.53166,3013,6967,0.51994,0.54338
1990,Direct migration background,Very concerned,0.17057,303,1661,0.15248,0.18867
1990,Direct migration background,Somewhat concerned,0.33894,617,1661,0.31617,0.36172
1990,Direct migration background,Not concerned at all,0.49048,741,1661,0.46643,0.51453
1990,Indirect migration background,Somewhat concerned,0.32526,55,137,0.24653,0.40400
1990,Indirect migration background,Not concerned at all,0.58418,82,137,0.50134,0.66701
1991,No migration background,Very concerned,0.14792,1370,6463,0.13926,0.15657
1991,No migration background,Somewhat concerned,0.25885,1849,6463,0.24817,0.26953
1991,No migration background,Not concerned at all,0.59324,3244,6463,0.58126,0.60522
1991,Direct migration background,Very concerned,0.15666,255,1678,0.13926,0.17405
1991,Direct migration background,Somewhat concerned,0.31146,551,1678,0.28930,0.33363
1991,Direct migration background,Not concerned at all,0.53188,872,1678,0.50800,0.55577
1991,Indirect migration background,Somewhat concerned,0.25189,58,189,0.18984,0.31395
1991,Indirect migration background,Not concerned at all,0.69079,131,189,0.62472,0.75685
1992,No migration background,Very concerned,0.13266,1070,6013,0.12408,0.14123
1992,No migration background,Somewhat concerned,0.31310,1994,6013,0.30138,0.32482
