year,migback,pgisced97,plh0042,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,Lower Secondary Level,Very concerned,0.22424,192,852,0.19622,0.25226
1984,No migration background,Lower Secondary Level,Somewhat concerned,0.31020,267,852,0.27912,0.34128
1984,No migration background,Lower Secondary Level,Not concerned at all,0.46556,393,852,0.43205,0.49908
1984,No migration background,Upper Secondary Level,Very concerned,0.15952,413,2653,0.14558,0.17345
1984,No migration background,Upper Secondary Level,Somewhat concerned,0.32003,857,2653,0.30228,0.33779
1984,No migration background,Upper Secondary Level,Not concerned at all,0.52045,1383,2653,0.50143,0.53946
1984,No migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.29172,34,106,0.20477,0.37867
1984,No migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.63441,72,106,0.54230,0.72653
1984,No migration background,First Stage of Tertiary Education,Very concerned,0.09862,38,381,0.06864,0.12860
1984,No migration background,First Stage of Tertiary Education,Somewhat concerned,0.29237,113,381,0.24664,0.33811
1984,No migration background,First Stage of Tertiary Education,Not concerned at all,0.60901,230,381,0.55994,0.65807
1984,No migration background,Second Stage of Tertiary Education,Very concerned,0.08124,38,483,0.05685,0.10563
1984,No migration background,Second Stage of Tertiary Education,Somewhat concerned,0.19381,95,483,0.15852,0.22910
1984,No migration background,Second Stage of Tertiary Education,Not concerned at all,0.72495,350,483,0.68509,0.76482
1984,Direct migration background,Primary Level,Very concerned,0.33481,161,523,0.29433,0.37530
1984,Direct migration background,Primary Level,Somewhat concerned,0.32390,181,523,0.28376,0.36405
1984,Direct migration background,Primary Level,Not concerned at all,0.34128,181,523,0.30061,0.38196
1984,Direct migration background,Lower Secondary Level,Very concerned,0.31613,218,671,0.28092,0.35133
1984,Direct migration background,Lower Secondary Level,Somewhat concerned,0.35132,234,671,0.31517,0.38747
1984,Direct migration background,Lower Secondary Level,Not concerned at all,0.33256,219,671,0.29688,0.36823
1984,Direct migration background,Upper Secondary Level,Very concerned,0.24787,203,737,0.21667,0.27906
1984,Direct migration background,Upper Secondary Level,Somewhat concerned,0.33252,231,737,0.29848,0.36655
1984,Direct migration background,Upper Secondary Level,Not concerned at all,0.41961,303,737,0.38396,0.45527
1984,Direct migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.40920,37,37,0.24858,0.56982
1984,Direct migration background,Second Stage of Tertiary Education,Not concerned at all,0.58365,46,46,0.43962,0.72768
1985,No migration background,Lower Secondary Level,Very concerned,0.14476,119,788,0.12018,0.16934
1985,No migration background,Lower Secondary Level,Somewhat concerned,0.30213,240,788,0.27005,0.33422
1985,No migration background,Lower Secondary Level,Not concerned at all,0.55311,429,788,0.51837,0.58784
1985,No migration background,Upper Secondary Level,Very concerned,0.11375,269,2408,0.10107,0.12644
1985,No migration background,Upper Secondary Level,Somewhat concerned,0.30165,722,2408,0.28332,0.31999
1985,No migration background,Upper Secondary Level,Not concerned at all,0.58460,1417,2408,0.56491,0.60428
1985,No migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.69103,70,70,0.58201,0.80006
1985,No migration background,First Stage of Tertiary Education,Somewhat concerned,0.26369,93,346,0.21720,0.31019
1985,No migration background,First Stage of Tertiary Education,Not concerned at all,0.68437,253,346,0.63533,0.73341
1985,No migration background,Second Stage of Tertiary Education,Very concerned,0.07759,37,469,0.05335,0.10183
1985,No migration background,Second Stage of Tertiary Education,Somewhat concerned,0.16500,81,469,0.13137,0.19863
1985,No migration background,Second Stage of Tertiary Education,Not concerned at all,0.75741,351,469,0.71857,0.79624
1985,Direct migration background,Primary Level,Very concerned,0.19599,75,408,0.15742,0.23456
1985,Direct migration background,Primary Level,Somewhat concerned,0.37997,155,408,0.33281,0.42713
1985,Direct migration background,Primary Level,Not concerned at all,0.42404,178,408,0.37603,0.47205
1985,Direct migration background,Lower Secondary Level,Very concerned,0.27174,156,592,0.23587,0.30760
1985,Direct migration background,Lower Secondary Level,Somewhat concerned,0.36764,214,592,0.32877,0.40651
1985,Direct migration background,Lower Secondary Level,Not concerned at all,0.36062,222,592,0.32191,0.39934
1985,Direct migration background,Upper Secondary Level,Very concerned,0.17386,140,637,0.14441,0.20332
1985,Direct migration background,Upper Secondary Level,Somewhat concerned,0.37017,239,637,0.33265,0.40770
1985,Direct migration background,Upper Secondary Level,Not concerned at all,0.45596,258,637,0.41725,0.49467
1985,Direct migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.44090,31,31,0.26323,0.61856
1985,Direct migration background,Second Stage of Tertiary Education,Not concerned at all,0.66094,49,49,0.52702,0.79486
1986,No migration background,Lower Secondary Level,Very concerned,0.12189,94,709,0.09779,0.14599
1986,No migration background,Lower Secondary Level,Somewhat concerned,0.31233,214,709,0.27819,0.34647
