year,age_gr,pgisced97,plh0042,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Primary Level,Somewhat concerned,0.46302,36,36,0.29782,0.62821
1984,17-29 y.,Lower Secondary Level,Very concerned,0.26981,171,594,0.23409,0.30554
1984,17-29 y.,Lower Secondary Level,Somewhat concerned,0.34366,204,594,0.30544,0.38189
1984,17-29 y.,Lower Secondary Level,Not concerned at all,0.38653,219,594,0.34733,0.42572
1984,17-29 y.,Upper Secondary Level,Very concerned,0.16315,181,1032,0.14059,0.18570
1984,17-29 y.,Upper Secondary Level,Somewhat concerned,0.32488,341,1032,0.29629,0.35347
1984,17-29 y.,Upper Secondary Level,Not concerned at all,0.51197,510,1032,0.48146,0.54248
1984,17-29 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.56715,36,36,0.40300,0.73130
1984,17-29 y.,First Stage of Tertiary Education,Not concerned at all,0.66932,62,62,0.55126,0.78739
1984,17-29 y.,Second Stage of Tertiary Education,Not concerned at all,0.61361,52,52,0.47998,0.74725
1984,30-45 y.,Primary Level,Very concerned,0.32332,74,241,0.26414,0.38249
1984,30-45 y.,Primary Level,Somewhat concerned,0.36417,92,241,0.30329,0.42505
1984,30-45 y.,Primary Level,Not concerned at all,0.31251,75,241,0.25387,0.37115
1984,30-45 y.,Lower Secondary Level,Very concerned,0.26057,144,494,0.22182,0.29931
1984,30-45 y.,Lower Secondary Level,Somewhat concerned,0.31165,162,494,0.27076,0.35253
1984,30-45 y.,Lower Secondary Level,Not concerned at all,0.42779,188,494,0.38411,0.47146
1984,30-45 y.,Upper Secondary Level,Very concerned,0.16621,266,1429,0.14690,0.18552
1984,30-45 y.,Upper Secondary Level,Somewhat concerned,0.33958,476,1429,0.31502,0.36415
1984,30-45 y.,Upper Secondary Level,Not concerned at all,0.49420,687,1429,0.46827,0.52013
1984,30-45 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.49201,35,35,0.32396,0.66005
1984,30-45 y.,First Stage of Tertiary Education,Somewhat concerned,0.37583,68,163,0.30124,0.45041
1984,30-45 y.,First Stage of Tertiary Education,Not concerned at all,0.50972,95,163,0.43274,0.58670
1984,30-45 y.,Second Stage of Tertiary Education,Somewhat concerned,0.20888,66,293,0.16225,0.25550
1984,30-45 y.,Second Stage of Tertiary Education,Not concerned at all,0.70803,227,293,0.65587,0.76018
1984,46-65 y.,Primary Level,Very concerned,0.36240,72,229,0.30000,0.42480
1984,46-65 y.,Primary Level,Somewhat concerned,0.27754,67,229,0.21941,0.33566
1984,46-65 y.,Primary Level,Not concerned at all,0.36006,90,229,0.29775,0.42237
1984,46-65 y.,Lower Secondary Level,Very concerned,0.19343,100,455,0.15709,0.22976
1984,46-65 y.,Lower Secondary Level,Somewhat concerned,0.30228,144,455,0.26004,0.34453
1984,46-65 y.,Lower Secondary Level,Not concerned at all,0.50429,211,455,0.45830,0.55028
1984,46-65 y.,Upper Secondary Level,Very concerned,0.17321,173,942,0.14903,0.19739
1984,46-65 y.,Upper Secondary Level,Somewhat concerned,0.29922,281,942,0.26996,0.32848
1984,46-65 y.,Upper Secondary Level,Not concerned at all,0.52757,488,942,0.49567,0.55947
1984,46-65 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.74415,36,36,0.59959,0.88871
1984,46-65 y.,First Stage of Tertiary Education,Not concerned at all,0.64980,83,83,0.54655,0.75305
1984,46-65 y.,Second Stage of Tertiary Education,Somewhat concerned,0.20423,37,150,0.13950,0.26896
1984,46-65 y.,Second Stage of Tertiary Education,Not concerned at all,0.74001,113,150,0.66958,0.81044
1985,17-29 y.,Lower Secondary Level,Very concerned,0.20772,111,535,0.17332,0.24213
1985,17-29 y.,Lower Secondary Level,Somewhat concerned,0.36217,199,535,0.32140,0.40293
1985,17-29 y.,Lower Secondary Level,Not concerned at all,0.43011,225,535,0.38812,0.47210
1985,17-29 y.,Upper Secondary Level,Very concerned,0.10905,133,945,0.08917,0.12894
1985,17-29 y.,Upper Secondary Level,Somewhat concerned,0.32376,314,945,0.29391,0.35361
1985,17-29 y.,Upper Secondary Level,Not concerned at all,0.56719,498,945,0.53558,0.59879
1985,17-29 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.60604,35,35,0.44179,0.77028
1985,17-29 y.,First Stage of Tertiary Education,Not concerned at all,0.70740,60,60,0.59131,0.82349
1985,17-29 y.,Second Stage of Tertiary Education,Not concerned at all,0.66620,53,53,0.53802,0.79437
1985,30-45 y.,Primary Level,Very concerned,0.20393,40,182,0.14523,0.26263
