year,migback,quintil_oecd,pli0081,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,1st Quintile,Daily,0.0962634806539043,96,9000,0.0960576129530881,0.09646934835472051
1990,No migration background,1st Quintile,At least once per week,0.34352845087765504,355,9000,0.3431969949213427,0.3438599068339674
1990,No migration background,1st Quintile,At least once per month,0.2890463438239549,295,9000,0.2887299405971407,0.2893627470507691
1990,No migration background,1st Quintile,Seldom,0.23177911587458774,236,9000,0.23148459456463827,0.23207363718453722
1990,No migration background,1st Quintile,Never,0.03938260876989793,35,9000,0.03924685122329108,0.03951836631650478
1990,No migration background,2nd Quintile,Daily,0.06950240916545311,81,9000,0.06932727934450081,0.06967753898640541
1990,No migration background,2nd Quintile,At least once per week,0.3976853329634689,476,9000,0.397348290939429,0.3980223749875088
1990,No migration background,2nd Quintile,At least once per month,0.3294740904043477,401,9000,0.32915040660468525,0.3297977742040102
1990,No migration background,2nd Quintile,Seldom,0.2033381674667302,239,9000,0.20306099568994465,0.20361533924351574
1990,No migration background,3rd Quintile,Daily,0.07820553232311488,95,9000,0.07802647677947185,0.07838458786675791
1990,No migration background,3rd Quintile,At least once per week,0.3732799949989697,476,9000,0.3729574382588767,0.3736025517390627
1990,No migration background,3rd Quintile,At least once per month,0.3378852579751378,428,9000,0.3375698278012882,0.3382006881489874
1990,No migration background,3rd Quintile,Seldom,0.21062921470277773,276,9000,0.21035728802710293,0.21090114137845253
1990,No migration background,4th Quintile,Daily,0.05962593992158635,85,9000,0.05947810878356172,0.059773771059610986
1990,No migration background,4th Quintile,At least once per week,0.36224571886360063,539,9000,0.36194564629017223,0.36254579143702903
1990,No migration background,4th Quintile,At least once per month,0.3432914049110014,511,9000,0.3429949792507082,0.3435878305712946
1990,No migration background,4th Quintile,Seldom,0.23483693630381153,343,9000,0.23457229466189305,0.23510157794573
1990,No migration background,5th Quintile,Daily,0.039811671784303504,74,9000,0.03969154898010463,0.03993179458850238
1990,No migration background,5th Quintile,At least once per week,0.33579550576458644,516,9000,0.3355053505447543,0.3360856609844186
1990,No migration background,5th Quintile,At least once per month,0.34552564840693856,544,9000,0.34523348319431346,0.34581781361956365
1990,No migration background,5th Quintile,Seldom,0.2788671740441715,414,9000,0.2785916570614823,0.2791426910268607
1990,Direct migration background,1st Quintile,Daily,0.11868076195639253,96,9000,0.11818618987582408,0.11917533403696098
1990,Direct migration background,1st Quintile,At least once per week,0.42356194130545805,324,9000,0.4228063140814179,0.4243175685294982
1990,Direct migration background,1st Quintile,At least once per month,0.16007717342546737,136,9000,0.1595164390208778,0.16063790783005694
1990,Direct migration background,1st Quintile,Seldom,0.20200687357703445,149,9000,0.20139289183487438,0.20262085531919452
1990,Direct migration background,1st Quintile,Never,0.09567324973564757,77,9000,0.09522343802314982,0.09612306144814532
1990,Direct migration background,2nd Quintile,Daily,0.09381905749460115,58,9000,0.0933197783453972,0.0943183366438051
1990,Direct migration background,2nd Quintile,At least once per week,0.4185181813018757,270,9000,0.4176734556762228,0.41936290692752853
1990,Direct migration background,2nd Quintile,At least once per month,0.22139848272711465,116,9000,0.22068753875321484,0.22210942670101447
1990,Direct migration background,2nd Quintile,Seldom,0.20442299522707905,104,9000,0.2037324431768567,0.20511354727730138
1990,Direct migration background,2nd Quintile,Never,0.06184128324932955,45,9000,0.06142883654289629,0.0622537299557628
1990,Direct migration background,3rd Quintile,Daily,0.04983324236518172,44,9000,0.04946053506197626,0.05020594966838718
1990,Direct migration background,3rd Quintile,At least once per week,0.3702859757045999,219,9000,0.3694588934007189,0.37111305800848093
1990,Direct migration background,3rd Quintile,At least once per month,0.267207146699921,110,9000,0.2664492272337106,0.2679650661661314
1990,Direct migration background,3rd Quintile,Seldom,0.22807669837050318,103,9000,0.22735801772634376,0.2287953790146626
1990,Direct migration background,3rd Quintile,Never,0.08459693685979407,66,9000,0.08412029529253458,0.08507357842705356
1990,Direct migration background,4th Quintile,At least once per week,0.3274269975758049,150,9000,0.3264087132953853,0.3284452818562245
1990,Direct migration background,4th Quintile,At least once per month,0.28981603714394505,82,9000,0.2888315983521176,0.2908004759357725
1990,Direct migration background,4th Quintile,Seldom,0.2939650379849723,75,9000,0.2929764780026141,0.2949535979673305
1990,Direct migration background,4th Quintile,Never,0.08879192729527773,31,9000,0.08817471068926304,0.08940914390129241
1990,Direct migration background,5th Quintile,At least once per week,0.3018577006941246,69,9000,0.30079724968196603,0.30291815170628317
1990,Direct migration background,5th Quintile,At least once per month,0.32307818349400147,43,9000,0.321997892944276,0.32415847404372694
1990,Direct migration background,5th Quintile,Seldom,0.37506411581187393,82,9000,0.3739457394116127,0.3761824922121352
1990,Indirect migration background,1st Quintile,At least once per week,1.0,36,9000,1.0,1.0
1995,No migration background,1st Quintile,Daily,0.09711249287624708,140,12789,0.09691889968683821,0.09730608606565595
1995,No migration background,1st Quintile,At least once per week,0.37118219249810125,590,12789,0.3708663346415253,0.3714980503546772
1995,No migration background,1st Quintile,At least once per month,0.26773235451132443,453,12789,0.2674428728522075,0.26802183617044134
1995,No migration background,1st Quintile,Seldom,0.224336828395051,329,12789,0.22406410488661369,0.22460955190348833
1995,No migration background,1st Quintile,Never,0.03963613171927618,58,12789,0.03950857620467951,0.039763687233872844
1995,No migration background,2nd Quintile,Daily,0.08098264345543711,153,12789,0.08081649224844588,0.08114879466242834
1995,No migration background,2nd Quintile,At least once per week,0.40618810966583063,794,12789,0.4058889977482257,0.4064872215834356
1995,No migration background,2nd Quintile,At least once per month,0.28579463394906013,593,12789,0.28551947460923044,0.2860697932888898
1995,No migration background,2nd Quintile,Seldom,0.19745280427487483,395,12789,0.1972103596203879,0.19769524892936174
1995,No migration background,2nd Quintile,Never,0.029581808654797204,49,12789,0.029478618682558074,0.029684998627036333
1995,No migration background,3rd Quintile,Daily,0.07022187958492213,148,12789,0.0700708112402427,0.07037294792960155
1995,No migration background,3rd Quintile,At least once per week,0.37417603169143376,817,12789,0.37388993577237317,0.37446212761049436
1995,No migration background,3rd Quintile,At least once per month,0.31493482746584484,667,12789,0.3146602127068844,0.3152094422248053
1995,No migration background,3rd Quintile,Seldom,0.2165044923533254,418,12789,0.2162609921680726,0.21674799253857818
1995,No migration background,3rd Quintile,Never,0.024162768904473924,34,12789,0.024071984839167185,0.024253552969780663
1995,No migration background,4th Quintile,Daily,0.0750167388709132,174,12789,0.07486721820265894,0.07516625953916746
1995,No migration background,4th Quintile,At least once per week,0.39985871700196435,863,12789,0.3995806591025633,0.4001367749013654
1995,No migration background,4th Quintile,At least once per month,0.33028438862373716,710,12789,0.33001742970360326,0.33055134754387105
1995,No migration background,4th Quintile,Seldom,0.19484015550338532,397,12789,0.19461533522063337,0.19506497578613727
1995,No migration background,5th Quintile,Daily,0.04141190908570162,89,12789,0.04130290236311605,0.0415209158082872
1995,No migration background,5th Quintile,At least once per week,0.36334822883256546,762,12789,0.36308508866840183,0.3636113689967291
1995,No migration background,5th Quintile,At least once per month,0.34795162645304506,750,12789,0.34769102670881186,0.34821222619727826
1995,No migration background,5th Quintile,Seldom,0.2472882356286879,506,12789,0.24705219284831878,0.24752427840905702
1995,Direct migration background,1st Quintile,Daily,0.14213961141784112,119,12789,0.1417216338885684,0.14255758894711384
1995,Direct migration background,1st Quintile,At least once per week,0.4248540666231612,400,12789,0.4242623742359661,0.42544575901035636
1995,Direct migration background,1st Quintile,At least once per month,0.20203298952981835,147,12789,0.20155238188042154,0.20251359717921516
1995,Direct migration background,1st Quintile,Seldom,0.15464666436679783,104,12789,0.15421387510276738,0.15507945363082828
1995,Direct migration background,1st Quintile,Never,0.07632666806238159,53,12789,0.07600884572322456,0.07664449040153862
1995,Direct migration background,2nd Quintile,Daily,0.13398941107981774,104,12789,0.13352201211735917,0.1344568100422763
1995,Direct migration background,2nd Quintile,At least once per week,0.4629620901613886,363,12789,0.4622779169102715,0.46364626341250575
1995,Direct migration background,2nd Quintile,At least once per month,0.19733436782673128,132,12789,0.19678828363804943,0.19788045201541313
1995,Direct migration background,2nd Quintile,Seldom,0.14879095266735456,94,12789,0.14830264079723415,0.14927926453747498
1995,Direct migration background,2nd Quintile,Never,0.05692317826470782,46,12789,0.056605264735953655,0.05724109179346199
1995,Direct migration background,3rd Quintile,Daily,0.08356066903094315,34,12789,0.08315167645486218,0.08396966160702413
1995,Direct migration background,3rd Quintile,At least once per week,0.3912421972249318,224,12789,0.3905209108542987,0.39196348359556493
1995,Direct migration background,3rd Quintile,At least once per month,0.2444297397323001,128,12789,0.24379458862255007,0.2450648908420501
1995,Direct migration background,3rd Quintile,Seldom,0.19142247898721385,95,12789,0.19084101889788668,0.192003939076541
1995,Direct migration background,3rd Quintile,Never,0.08934491502461116,34,12789,0.08892334037339716,0.08976648967582515
