year,quintil_oecd,sampreg,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,West,Daily,0.09998,197,1897,0.08648,0.11348
1990,1st Quintile,West,At least once per week,0.36463,734,1897,0.34296,0.38629
1990,1st Quintile,West,At least once per month,0.25970,439,1897,0.23996,0.27944
1990,1st Quintile,West,Seldom,0.22515,408,1897,0.20635,0.24396
1990,1st Quintile,West,Never,0.05054,119,1897,0.04068,0.06040
1990,2nd Quintile,West,Daily,0.07273,148,1884,0.06100,0.08446
1990,2nd Quintile,West,At least once per week,0.38895,767,1884,0.36693,0.41097
1990,2nd Quintile,West,At least once per month,0.31558,544,1884,0.29459,0.33657
1990,2nd Quintile,West,Seldom,0.20018,355,1884,0.18211,0.21826
1990,2nd Quintile,West,Never,0.02256,70,1884,0.01585,0.02927
1990,3rd Quintile,West,Daily,0.07481,146,1883,0.06292,0.08670
1990,3rd Quintile,West,At least once per week,0.36421,719,1883,0.34247,0.38595
1990,3rd Quintile,West,At least once per month,0.32226,539,1883,0.30115,0.34338
1990,3rd Quintile,West,Seldom,0.21663,393,1883,0.19802,0.23525
1990,3rd Quintile,West,Never,0.02208,86,1883,0.01544,0.02872
1990,4th Quintile,West,Daily,0.05601,118,1931,0.04575,0.06627
1990,4th Quintile,West,At least once per week,0.35226,711,1931,0.33095,0.37357
1990,4th Quintile,West,At least once per month,0.33864,618,1931,0.31752,0.35975
1990,4th Quintile,West,Seldom,0.22617,417,1931,0.20751,0.24484
1990,4th Quintile,West,Never,0.02692,67,1931,0.01970,0.03414
1990,5th Quintile,West,Daily,0.04281,104,1821,0.03351,0.05211
1990,5th Quintile,West,At least once per week,0.32602,590,1821,0.30449,0.34756
1990,5th Quintile,West,At least once per month,0.33055,585,1821,0.30894,0.35216
1990,5th Quintile,West,Seldom,0.28074,506,1821,0.26009,0.30138
1990,5th Quintile,West,Never,0.01988,36,1821,0.01347,0.02629
1995,1st Quintile,West,Daily,0.11174,209,1735,0.09691,0.12656
1995,1st Quintile,West,At least once per week,0.37596,740,1735,0.35316,0.39876
1995,1st Quintile,West,At least once per month,0.25255,410,1735,0.23210,0.27300
1995,1st Quintile,West,Seldom,0.20531,289,1735,0.18630,0.22432
1995,1st Quintile,West,Never,0.05444,87,1735,0.04376,0.06512
1995,1st Quintile,East,Daily,0.09556,68,784,0.07497,0.11616
1995,1st Quintile,East,At least once per week,0.41469,311,784,0.38018,0.44920
1995,1st Quintile,East,At least once per month,0.25551,219,784,0.22496,0.28606
1995,1st Quintile,East,Seldom,0.19728,153,784,0.16941,0.22515
1995,1st Quintile,East,Never,0.03695,33,784,0.02374,0.05017
1995,2nd Quintile,West,Daily,0.08967,187,1833,0.07658,0.10275
1995,2nd Quintile,West,At least once per week,0.40580,799,1833,0.38331,0.42829
1995,2nd Quintile,West,At least once per month,0.26090,433,1833,0.24079,0.28100
1995,2nd Quintile,West,Seldom,0.20493,329,1833,0.18645,0.22342
1995,2nd Quintile,West,Never,0.03870,85,1833,0.02987,0.04754
1995,2nd Quintile,East,Daily,0.08563,84,1018,0.06843,0.10282
1995,2nd Quintile,East,At least once per week,0.44142,430,1018,0.41090,0.47194
1995,2nd Quintile,East,At least once per month,0.27125,307,1018,0.24393,0.29858
1995,2nd Quintile,East,Seldom,0.18080,197,1018,0.15715,0.20446
1995,3rd Quintile,West,Daily,0.07723,147,1854,0.06507,0.08938
1995,3rd Quintile,West,At least once per week,0.36436,732,1854,0.34245,0.38627
1995,3rd Quintile,West,At least once per month,0.30318,526,1854,0.28225,0.32410
1995,3rd Quintile,West,Seldom,0.22046,385,1854,0.20158,0.23933
1995,3rd Quintile,West,Never,0.03478,64,1854,0.02644,0.04313
1995,3rd Quintile,East,Daily,0.06962,52,838,0.05238,0.08687
1995,3rd Quintile,East,At least once per week,0.41482,349,838,0.38144,0.44820
1995,3rd Quintile,East,At least once per month,0.33305,300,838,0.30112,0.36498
1995,3rd Quintile,East,Seldom,0.16092,137,838,0.13603,0.18581
1995,4th Quintile,West,Daily,0.07392,181,1982,0.06240,0.08544
1995,4th Quintile,West,At least once per week,0.37685,791,1982,0.35551,0.39819
1995,4th Quintile,West,At least once per month,0.31365,566,1982,0.29322,0.33409
1995,4th Quintile,West,Seldom,0.21082,391,1982,0.19286,0.22879
1995,4th Quintile,West,Never,0.02475,53,1982,0.01791,0.03159
1995,4th Quintile,East,Daily,0.05573,43,669,0.03833,0.07312
1995,4th Quintile,East,At least once per week,0.44159,274,669,0.40394,0.47925
1995,4th Quintile,East,At least once per month,0.32868,235,669,0.29305,0.36430
1995,4th Quintile,East,Seldom,0.16406,117,669,0.13597,0.19214
1995,5th Quintile,West,Daily,0.04698,106,2131,0.03799,0.05597
1995,5th Quintile,West,At least once per week,0.35593,787,2131,0.33560,0.37627
1995,5th Quintile,West,At least once per month,0.32748,698,2131,0.30755,0.34741
1995,5th Quintile,West,Seldom,0.25537,501,2131,0.23685,0.27389
1995,5th Quintile,West,Never,0.01423,39,2131,0.00920,0.01926
1995,5th Quintile,East,At least once per week,0.35728,116,321,0.30478,0.40979
1995,5th Quintile,East,At least once per month,0.43216,137,321,0.37788,0.48643
1995,5th Quintile,East,Seldom,0.18861,68,321,0.14574,0.23147
1998,1st Quintile,West,Daily,0.12161,261,1685,0.10600,0.13722
1998,1st Quintile,West,At least once per week,0.43151,771,1685,0.40786,0.45517
1998,1st Quintile,West,At least once per month,0.21471,327,1685,0.19510,0.23432
1998,1st Quintile,West,Seldom,0.19762,278,1685,0.17860,0.21664
1998,1st Quintile,West,Never,0.03454,48,1685,0.02582,0.04327
1998,1st Quintile,East,Daily,0.05801,42,620,0.03959,0.07642
1998,1st Quintile,East,At least once per week,0.47660,272,620,0.43725,0.51595
1998,1st Quintile,East,At least once per month,0.26202,176,620,0.22737,0.29666
1998,1st Quintile,East,Seldom,0.17913,130,620,0.14893,0.20934
1998,2nd Quintile,West,Daily,0.10412,191,1662,0.08943,0.11880
1998,2nd Quintile,West,At least once per week,0.41490,736,1662,0.39121,0.43860
1998,2nd Quintile,West,At least once per month,0.26394,409,1662,0.24274,0.28514
1998,2nd Quintile,West,Seldom,0.19348,293,1662,0.17449,0.21248
1998,2nd Quintile,West,Never,0.02356,33,1662,0.01626,0.03085
1998,2nd Quintile,East,Daily,0.10696,87,818,0.08577,0.12815
1998,2nd Quintile,East,At least once per week,0.38873,319,818,0.35531,0.42216
1998,2nd Quintile,East,At least once per month,0.32631,278,818,0.29416,0.35846
1998,2nd Quintile,East,Seldom,0.16381,134,818,0.13843,0.18919
1998,3rd Quintile,West,Daily,0.09296,159,1628,0.07885,0.10708
1998,3rd Quintile,West,At least once per week,0.38305,682,1628,0.35943,0.40667
1998,3rd Quintile,West,At least once per month,0.29053,436,1628,0.26847,0.31259
1998,3rd Quintile,West,Seldom,0.20828,314,1628,0.18855,0.22801
1998,3rd Quintile,West,Never,0.02518,37,1628,0.01757,0.03279
1998,3rd Quintile,East,Daily,0.06323,55,927,0.04755,0.07891
1998,3rd Quintile,East,At least once per week,0.39765,367,927,0.36613,0.42917
1998,3rd Quintile,East,At least once per month,0.38326,361,927,0.35195,0.41458
1998,3rd Quintile,East,Seldom,0.14652,144,927,0.12374,0.16929
1998,4th Quintile,West,Daily,0.06875,151,1886,0.05733,0.08017
1998,4th Quintile,West,At least once per week,0.38026,765,1886,0.35835,0.40218
1998,4th Quintile,West,At least once per month,0.30223,549,1886,0.28149,0.32296
1998,4th Quintile,West,Seldom,0.22798,382,1886,0.20904,0.24691
1998,4th Quintile,West,Never,0.02078,39,1886,0.01434,0.02722
1998,4th Quintile,East,Daily,0.06486,47,704,0.04666,0.08307
1998,4th Quintile,East,At least once per week,0.35533,252,704,0.31995,0.39071
1998,4th Quintile,East,At least once per month,0.41959,301,704,0.38311,0.45607
1998,4th Quintile,East,Seldom,0.13771,104,704,0.11223,0.16318
1998,5th Quintile,West,Daily,0.04145,88,1853,0.03237,0.05053
1998,5th Quintile,West,At least once per week,0.35442,696,1853,0.33263,0.37620
1998,5th Quintile,West,At least once per month,0.34287,641,1853,0.32125,0.36449
1998,5th Quintile,West,Seldom,0.24725,428,1853,0.22760,0.26690
1998,5th Quintile,East,At least once per week,0.29912,140,393,0.25379,0.34444
1998,5th Quintile,East,At least once per month,0.42178,170,393,0.37290,0.47067
1998,5th Quintile,East,Seldom,0.23463,83,393,0.19268,0.27658
2003,1st Quintile,West,Daily,0.09276,258,2363,0.08106,0.10446
2003,1st Quintile,West,At least once per week,0.39746,956,2363,0.37772,0.41720
2003,1st Quintile,West,At least once per month,0.24030,586,2363,0.22307,0.25753
2003,1st Quintile,West,Seldom,0.19579,422,2363,0.17978,0.21179
2003,1st Quintile,West,Never,0.07369,141,2363,0.06316,0.08423
2003,1st Quintile,East,Daily,0.09039,97,1021,0.07279,0.10798
2003,1st Quintile,East,At least once per week,0.37067,382,1021,0.34103,0.40031
2003,1st Quintile,East,At least once per month,0.30151,309,1021,0.27335,0.32968
2003,1st Quintile,East,Seldom,0.19585,198,1021,0.17149,0.22020
2003,1st Quintile,East,Never,0.04158,35,1021,0.02933,0.05383
2003,2nd Quintile,West,Daily,0.07914,210,2543,0.06864,0.08963
2003,2nd Quintile,West,At least once per week,0.41218,1124,2543,0.39305,0.43132
2003,2nd Quintile,West,At least once per month,0.27872,677,2543,0.26129,0.29615
2003,2nd Quintile,West,Seldom,0.20143,471,2543,0.18584,0.21702
2003,2nd Quintile,West,Never,0.02853,61,2543,0.02206,0.03500
2003,2nd Quintile,East,Daily,0.08608,114,1283,0.07072,0.10143
2003,2nd Quintile,East,At least once per week,0.42647,550,1283,0.39940,0.45354
2003,2nd Quintile,East,At least once per month,0.29370,401,1283,0.26877,0.31863
2003,2nd Quintile,East,Seldom,0.17465,218,1283,0.15387,0.19544
2003,3rd Quintile,West,Daily,0.07375,222,2852,0.06416,0.08334
2003,3rd Quintile,West,At least once per week,0.38624,1169,2852,0.36837,0.40411
2003,3rd Quintile,West,At least once per month,0.29325,823,2852,0.27654,0.30996
2003,3rd Quintile,West,Seldom,0.21366,569,2852,0.19862,0.22871
2003,3rd Quintile,West,Never,0.03310,69,2852,0.02653,0.03966
2003,3rd Quintile,East,Daily,0.07645,86,1179,0.06127,0.09162
2003,3rd Quintile,East,At least once per week,0.35851,454,1179,0.33112,0.38589
2003,3rd Quintile,East,At least once per month,0.35431,420,1179,0.32699,0.38162
2003,3rd Quintile,East,Seldom,0.19128,219,1179,0.16882,0.21374
2003,4th Quintile,West,Daily,0.06913,233,3443,0.06066,0.07761
2003,4th Quintile,West,At least once per week,0.41844,1439,3443,0.40196,0.43492
2003,4th Quintile,West,At least once per month,0.29722,1040,3443,0.28195,0.31249
2003,4th Quintile,West,Seldom,0.19027,647,3443,0.17716,0.20338
2003,4th Quintile,West,Never,0.02494,84,3443,0.01973,0.03015
2003,4th Quintile,East,Daily,0.05865,56,971,0.04386,0.07344
2003,4th Quintile,East,At least once per week,0.40356,388,971,0.37268,0.43443
2003,4th Quintile,East,At least once per month,0.35156,363,971,0.32151,0.38161
2003,4th Quintile,East,Seldom,0.16799,164,971,0.14446,0.19152
2003,5th Quintile,West,Daily,0.05288,291,5514,0.04697,0.05879
2003,5th Quintile,West,At least once per week,0.36216,1964,5514,0.34947,0.37485
2003,5th Quintile,West,At least once per month,0.32537,1847,5514,0.31300,0.33773
2003,5th Quintile,West,Seldom,0.23830,1320,5514,0.22706,0.24955
2003,5th Quintile,West,Never,0.02129,92,5514,0.01748,0.02510
2003,5th Quintile,East,At least once per week,0.35779,287,789,0.32432,0.39126
2003,5th Quintile,East,At least once per month,0.39978,340,789,0.36557,0.43398
2003,5th Quintile,East,Seldom,0.21760,162,789,0.18879,0.24641
2008,1st Quintile,West,Daily,0.11410,248,2024,0.10024,0.12795
2008,1st Quintile,West,At least once per week,0.39529,807,2024,0.37398,0.41660
2008,1st Quintile,West,At least once per month,0.21850,468,2024,0.20050,0.23651
2008,1st Quintile,West,Seldom,0.22095,412,2024,0.20288,0.23903
2008,1st Quintile,West,Never,0.05115,89,2024,0.04155,0.06076
2008,1st Quintile,East,Daily,0.11128,98,932,0.09108,0.13148
2008,1st Quintile,East,At least once per week,0.35714,366,932,0.32636,0.38792
2008,1st Quintile,East,At least once per month,0.28643,257,932,0.25739,0.31547
2008,1st Quintile,East,Seldom,0.20671,177,932,0.18070,0.23272
2008,1st Quintile,East,Never,0.03844,34,932,0.02609,0.05079
2008,2nd Quintile,West,Daily,0.07492,201,2277,0.06410,0.08573
2008,2nd Quintile,West,At least once per week,0.39028,931,2277,0.37024,0.41032
2008,2nd Quintile,West,At least once per month,0.27251,613,2277,0.25422,0.29080
2008,2nd Quintile,West,Seldom,0.22458,463,2277,0.20744,0.24173
2008,2nd Quintile,West,Never,0.03771,69,2277,0.02989,0.04554
2008,2nd Quintile,East,Daily,0.07620,81,1073,0.06031,0.09208
2008,2nd Quintile,East,At least once per week,0.40258,460,1073,0.37322,0.43194
2008,2nd Quintile,East,At least once per month,0.29544,325,1073,0.26813,0.32275
2008,2nd Quintile,East,Seldom,0.20484,207,1073,0.18068,0.22900
2008,3rd Quintile,West,Daily,0.07996,224,2601,0.06954,0.09039
2008,3rd Quintile,West,At least once per week,0.40025,1054,2601,0.38142,0.41908
2008,3rd Quintile,West,At least once per month,0.29215,759,2601,0.27467,0.30963
2008,3rd Quintile,West,Seldom,0.20518,521,2601,0.18966,0.22071
2008,3rd Quintile,West,Never,0.02246,43,2601,0.01676,0.02815
2008,3rd Quintile,East,Daily,0.07651,103,1187,0.06138,0.09164
2008,3rd Quintile,East,At least once per week,0.36944,430,1187,0.34197,0.39691
2008,3rd Quintile,East,At least once per month,0.34567,419,1187,0.31860,0.37274
2008,3rd Quintile,East,Seldom,0.19062,235,1187,0.16826,0.21297
2008,4th Quintile,West,Daily,0.07328,237,3049,0.06403,0.08253
2008,4th Quintile,West,At least once per week,0.38691,1239,3049,0.36962,0.40420
2008,4th Quintile,West,At least once per month,0.31186,919,3049,0.29541,0.32830
2008,4th Quintile,West,Seldom,0.20672,599,3049,0.19234,0.22109
2008,4th Quintile,West,Never,0.02123,55,3049,0.01612,0.02635
2008,4th Quintile,East,Daily,0.06639,60,796,0.04908,0.08369
2008,4th Quintile,East,At least once per week,0.37257,300,796,0.33896,0.40618
2008,4th Quintile,East,At least once per month,0.34715,300,796,0.31406,0.38025
2008,4th Quintile,East,Seldom,0.18807,136,796,0.16090,0.21523
2008,5th Quintile,West,Daily,0.05453,272,4527,0.04792,0.06115
2008,5th Quintile,West,At least once per week,0.32523,1496,4527,0.31158,0.33887
2008,5th Quintile,West,At least once per month,0.33612,1539,4527,0.32235,0.34988
2008,5th Quintile,West,Seldom,0.25931,1139,4527,0.24654,0.27208
2008,5th Quintile,West,Never,0.02482,81,4527,0.02028,0.02935
2008,5th Quintile,East,At least once per week,0.35356,239,688,0.31781,0.38931
2008,5th Quintile,East,At least once per month,0.38438,284,688,0.34801,0.42076
2008,5th Quintile,East,Seldom,0.22755,165,688,0.19620,0.25890
2013,1st Quintile,West,Daily,0.08756,348,3569,0.07829,0.09684
2013,1st Quintile,West,At least once per week,0.36783,1400,3569,0.35200,0.38365
2013,1st Quintile,West,At least once per month,0.23490,792,3569,0.22099,0.24881
2013,1st Quintile,West,Seldom,0.24323,832,3569,0.22915,0.25730
2013,1st Quintile,West,Never,0.06649,197,3569,0.05831,0.07466
2013,1st Quintile,East,Daily,0.10435,159,1529,0.08902,0.11968
2013,1st Quintile,East,At least once per week,0.36750,568,1529,0.34333,0.39168
2013,1st Quintile,East,At least once per month,0.25631,429,1529,0.23442,0.27820
2013,1st Quintile,East,Seldom,0.21069,303,1529,0.19025,0.23114
2013,1st Quintile,East,Never,0.06114,70,1529,0.04913,0.07316
2013,2nd Quintile,West,Daily,0.07831,315,3707,0.06966,0.08696
2013,2nd Quintile,West,At least once per week,0.37494,1516,3707,0.35935,0.39052
2013,2nd Quintile,West,At least once per month,0.25712,986,3707,0.24305,0.27119
2013,2nd Quintile,West,Seldom,0.24362,764,3707,0.22980,0.25744
2013,2nd Quintile,West,Never,0.04602,126,3707,0.03927,0.05276
2013,2nd Quintile,East,Daily,0.07207,114,1458,0.05879,0.08535
2013,2nd Quintile,East,At least once per week,0.36666,576,1458,0.34191,0.39140
2013,2nd Quintile,East,At least once per month,0.34932,510,1458,0.32483,0.37380
2013,2nd Quintile,East,Seldom,0.19590,258,1458,0.17552,0.21628
2013,3rd Quintile,West,Daily,0.08637,312,3699,0.07731,0.09542
2013,3rd Quintile,West,At least once per week,0.38905,1480,3699,0.37334,0.40476
2013,3rd Quintile,West,At least once per month,0.28043,1093,3699,0.26595,0.29491
2013,3rd Quintile,West,Seldom,0.21518,740,3699,0.20194,0.22843
2013,3rd Quintile,West,Never,0.02897,74,3699,0.02356,0.03438
2013,3rd Quintile,East,Daily,0.09043,99,1131,0.07370,0.10715
2013,3rd Quintile,East,At least once per week,0.36009,433,1131,0.33211,0.38808
2013,3rd Quintile,East,At least once per month,0.33388,366,1131,0.30638,0.36137
2013,3rd Quintile,East,Seldom,0.20325,233,1131,0.17979,0.22672
2013,4th Quintile,West,Daily,0.07418,300,3929,0.06599,0.08238
2013,4th Quintile,West,At least once per week,0.36520,1555,3929,0.35014,0.38025
2013,4th Quintile,West,At least once per month,0.32491,1242,3929,0.31026,0.33956
2013,4th Quintile,West,Seldom,0.21061,764,3929,0.19785,0.22336
2013,4th Quintile,West,Never,0.02511,68,3929,0.02021,0.03000
2013,4th Quintile,East,Daily,0.07810,68,879,0.06035,0.09585
2013,4th Quintile,East,At least once per week,0.34899,321,879,0.31746,0.38052
2013,4th Quintile,East,At least once per month,0.38536,337,879,0.35317,0.41755
2013,4th Quintile,East,Seldom,0.17868,153,879,0.15334,0.20402
2013,5th Quintile,West,Daily,0.05985,289,4813,0.05315,0.06656
2013,5th Quintile,West,At least once per week,0.31461,1577,4813,0.30149,0.32773
2013,5th Quintile,West,At least once per month,0.35795,1720,4813,0.34440,0.37149
2013,5th Quintile,West,Seldom,0.24805,1149,4813,0.23585,0.26025
2013,5th Quintile,West,Never,0.01954,78,4813,0.01563,0.02345
2013,5th Quintile,East,Daily,0.03819,31,645,0.02339,0.05299
2013,5th Quintile,East,At least once per week,0.34446,235,645,0.30776,0.38116
2013,5th Quintile,East,At least once per month,0.39192,245,645,0.35421,0.42962
2013,5th Quintile,East,Seldom,0.22132,134,645,0.18925,0.25338
2019,1st Quintile,West,Daily,0.09159,284,3235,0.08165,0.10153
2019,1st Quintile,West,At least once per week,0.35827,1149,3235,0.34174,0.37479
2019,1st Quintile,West,At least once per month,0.23670,789,3235,0.22205,0.25135
2019,1st Quintile,West,Seldom,0.23329,741,3235,0.21871,0.24786
2019,1st Quintile,West,Never,0.08016,272,3235,0.07080,0.08951
2019,1st Quintile,East,Daily,0.08707,104,1200,0.07111,0.10303
2019,1st Quintile,East,At least once per week,0.33132,398,1200,0.30468,0.35796
2019,1st Quintile,East,At least once per month,0.24727,323,1200,0.22285,0.27169
2019,1st Quintile,East,Seldom,0.23976,289,1200,0.21559,0.26392
2019,1st Quintile,East,Never,0.09459,86,1200,0.07802,0.11115
