year,quintil_oecd,sex,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,male,Daily,0.07410,72,852,0.05650,0.09170
1990,1st Quintile,male,At least once per week,0.36176,325,852,0.32947,0.39404
1990,1st Quintile,male,At least once per month,0.26074,199,852,0.23124,0.29024
1990,1st Quintile,male,Seldom,0.24926,196,852,0.22020,0.27833
1990,1st Quintile,male,Never,0.05414,60,852,0.03893,0.06934
1990,1st Quintile,female,Daily,0.11725,125,1045,0.09774,0.13677
1990,1st Quintile,female,At least once per week,0.36654,409,1045,0.33731,0.39577
1990,1st Quintile,female,At least once per month,0.25900,240,1045,0.23243,0.28558
1990,1st Quintile,female,Seldom,0.20906,212,1045,0.18440,0.23373
1990,1st Quintile,female,Never,0.04814,59,1045,0.03516,0.06113
1990,2nd Quintile,male,Daily,0.04723,51,892,0.03330,0.06116
1990,2nd Quintile,male,At least once per week,0.38472,365,892,0.35278,0.41667
1990,2nd Quintile,male,At least once per month,0.33907,266,892,0.30799,0.37016
1990,2nd Quintile,male,Seldom,0.20434,176,892,0.17787,0.23082
1990,2nd Quintile,male,Never,0.02463,34,892,0.01445,0.03481
1990,2nd Quintile,female,Daily,0.09365,97,992,0.07551,0.11178
1990,2nd Quintile,female,At least once per week,0.39242,402,992,0.36202,0.42282
1990,2nd Quintile,female,At least once per month,0.29631,278,992,0.26788,0.32474
1990,2nd Quintile,female,Seldom,0.19677,179,992,0.17202,0.22152
1990,2nd Quintile,female,Never,0.02086,36,992,0.01196,0.02976
1990,3rd Quintile,male,Daily,0.05951,62,939,0.04437,0.07465
1990,3rd Quintile,male,At least once per week,0.33853,339,939,0.30825,0.36881
1990,3rd Quintile,male,At least once per month,0.33575,276,939,0.30553,0.36597
1990,3rd Quintile,male,Seldom,0.23755,210,939,0.21032,0.26479
1990,3rd Quintile,male,Never,0.02866,52,939,0.01798,0.03934
1990,3rd Quintile,female,Daily,0.08940,84,944,0.07119,0.10761
1990,3rd Quintile,female,At least once per week,0.38870,380,944,0.35759,0.41981
1990,3rd Quintile,female,At least once per month,0.30941,263,944,0.27990,0.33891
1990,3rd Quintile,female,Seldom,0.19669,183,944,0.17132,0.22206
1990,3rd Quintile,female,Never,0.01581,34,944,0.00785,0.02377
1990,4th Quintile,male,Daily,0.04421,49,1007,0.03151,0.05691
1990,4th Quintile,male,At least once per week,0.33181,352,1007,0.30271,0.36091
1990,4th Quintile,male,At least once per month,0.34782,329,1007,0.31839,0.37725
1990,4th Quintile,male,Seldom,0.24537,234,1007,0.21878,0.27196
1990,4th Quintile,male,Never,0.03079,43,1007,0.02012,0.04147
1990,4th Quintile,female,Daily,0.06858,69,900,0.05206,0.08510
1990,4th Quintile,female,At least once per week,0.37405,359,900,0.34242,0.40568
1990,4th Quintile,female,At least once per month,0.32886,289,900,0.29815,0.35957
1990,4th Quintile,female,Seldom,0.20573,183,900,0.17930,0.23215
1990,5th Quintile,male,Daily,0.03057,37,938,0.01955,0.04159
1990,5th Quintile,male,At least once per week,0.30456,295,938,0.27510,0.33403
1990,5th Quintile,male,At least once per month,0.31957,298,938,0.28971,0.34942
