year,age_gr,migback,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,No migration background,Daily,0.07081,133,1754,0.05880,0.08281
1990,17-29 y.,No migration background,At least once per week,0.37256,659,1754,0.34993,0.39519
1990,17-29 y.,No migration background,At least once per month,0.31668,546,1754,0.29490,0.33845
1990,17-29 y.,No migration background,Seldom,0.21678,377,1754,0.19749,0.23607
1990,17-29 y.,No migration background,Never,0.02318,39,1754,0.01613,0.03022
1990,17-29 y.,Direct migration background,Daily,0.10546,98,692,0.08256,0.12836
1990,17-29 y.,Direct migration background,At least once per week,0.43683,320,692,0.39985,0.47381
1990,17-29 y.,Direct migration background,At least once per month,0.19405,107,692,0.16457,0.22354
1990,17-29 y.,Direct migration background,Seldom,0.20687,117,692,0.17667,0.23707
1990,17-29 y.,Direct migration background,Never,0.05679,50,692,0.03953,0.07404
1990,17-29 y.,Indirect migration background,At least once per week,0.33581,111,214,0.27238,0.39923
1990,17-29 y.,Indirect migration background,At least once per month,0.24179,50,214,0.18429,0.29929
1990,17-29 y.,Indirect migration background,Seldom,0.24114,53,214,0.18369,0.29859
1990,30-45 y.,No migration background,Daily,0.03995,79,1904,0.03115,0.04874
1990,30-45 y.,No migration background,At least once per week,0.38169,729,1904,0.35986,0.40351
1990,30-45 y.,No migration background,At least once per month,0.33626,651,1904,0.31503,0.35748
1990,30-45 y.,No migration background,Seldom,0.23249,445,1904,0.21351,0.25147
1990,30-45 y.,Direct migration background,Daily,0.05875,52,839,0.04283,0.07467
1990,30-45 y.,Direct migration background,At least once per week,0.36491,334,839,0.33232,0.39750
1990,30-45 y.,Direct migration background,At least once per month,0.24918,192,839,0.21989,0.27846
1990,30-45 y.,Direct migration background,Seldom,0.22472,168,839,0.19646,0.25298
1990,30-45 y.,Direct migration background,Never,0.10244,93,839,0.08191,0.12297
1990,46-65 y.,No migration background,Daily,0.06016,125,1986,0.04969,0.07062
1990,46-65 y.,No migration background,At least once per week,0.32836,645,1986,0.30770,0.34902
1990,46-65 y.,No migration background,At least once per month,0.34337,693,1986,0.32248,0.36426
1990,46-65 y.,No migration background,Seldom,0.24882,488,1986,0.22980,0.26784
1990,46-65 y.,No migration background,Never,0.01929,35,1986,0.01324,0.02535
1990,46-65 y.,Direct migration background,Daily,0.08833,95,903,0.06981,0.10685
1990,46-65 y.,Direct migration background,At least once per week,0.33469,341,903,0.30390,0.36549
1990,46-65 y.,Direct migration background,At least once per month,0.22779,168,903,0.20042,0.25516
1990,46-65 y.,Direct migration background,Seldom,0.26910,213,903,0.24016,0.29804
1990,46-65 y.,Direct migration background,Never,0.08009,86,903,0.06238,0.09781
1990,66 and older,No migration background,Daily,0.10643,94,950,0.08681,0.12605
1990,66 and older,No migration background,At least once per week,0.34614,329,950,0.31587,0.37641
1990,66 and older,No migration background,At least once per month,0.29305,290,950,0.26409,0.32201
1990,66 and older,No migration background,Seldom,0.21445,200,950,0.18834,0.24056
1990,66 and older,No migration background,Never,0.03993,37,950,0.02747,0.05238
1990,66 and older,Direct migration background,At least once per week,0.41676,37,37,0.25571,0.57782
1995,17-29 y.,No migration background,Daily,0.07298,178,2291,0.06233,0.08363
1995,17-29 y.,No migration background,At least once per week,0.39406,919,2291,0.37405,0.41408
1995,17-29 y.,No migration background,At least once per month,0.30107,682,2291,0.28228,0.31986
1995,17-29 y.,No migration background,Seldom,0.20918,467,2291,0.19252,0.22584
1995,17-29 y.,No migration background,Never,0.02271,45,2291,0.01661,0.02881
1995,17-29 y.,Direct migration background,Daily,0.14068,86,602,0.11288,0.16848
1995,17-29 y.,Direct migration background,At least once per week,0.41984,307,602,0.38038,0.45930
1995,17-29 y.,Direct migration background,At least once per month,0.21542,113,602,0.18256,0.24829
1995,17-29 y.,Direct migration background,Seldom,0.14356,63,602,0.11553,0.17159
1995,17-29 y.,Direct migration background,Never,0.08049,33,602,0.05874,0.10225
1995,17-29 y.,Indirect migration background,Daily,0.10119,54,439,0.07294,0.12943
1995,17-29 y.,Indirect migration background,At least once per week,0.35430,194,439,0.30950,0.39909
1995,17-29 y.,Indirect migration background,At least once per month,0.22547,89,439,0.18633,0.26460
1995,17-29 y.,Indirect migration background,Seldom,0.23781,71,439,0.19794,0.27768
1995,17-29 y.,Indirect migration background,Never,0.08124,31,439,0.05566,0.10683
1995,30-45 y.,No migration background,Daily,0.05245,190,3456,0.04502,0.05988
1995,30-45 y.,No migration background,At least once per week,0.38079,1289,3456,0.36460,0.39699
1995,30-45 y.,No migration background,At least once per month,0.33788,1207,3456,0.32211,0.35365
1995,30-45 y.,No migration background,Seldom,0.21305,716,3456,0.19940,0.22670
1995,30-45 y.,No migration background,Never,0.01583,54,3456,0.01167,0.01999
1995,30-45 y.,Direct migration background,Daily,0.06795,80,920,0.05168,0.08422
1995,30-45 y.,Direct migration background,At least once per week,0.40047,432,920,0.36879,0.43215
1995,30-45 y.,Direct migration background,At least once per month,0.25377,203,920,0.22563,0.28190
1995,30-45 y.,Direct migration background,Seldom,0.19022,139,920,0.16484,0.21559
1995,30-45 y.,Direct migration background,Never,0.08759,66,920,0.06932,0.10587
1995,46-65 y.,No migration background,Daily,0.06193,206,2901,0.05315,0.07070
1995,46-65 y.,No migration background,At least once per week,0.37713,1112,2901,0.35949,0.39477
1995,46-65 y.,No migration background,At least once per month,0.31831,936,2901,0.30136,0.33526
1995,46-65 y.,No migration background,Seldom,0.22420,603,2901,0.20902,0.23938
1995,46-65 y.,No migration background,Never,0.01843,44,2901,0.01353,0.02332
1995,46-65 y.,Direct migration background,Daily,0.09048,118,1036,0.07300,0.10796
1995,46-65 y.,Direct migration background,At least once per week,0.41189,456,1036,0.38190,0.44187
1995,46-65 y.,Direct migration background,At least once per month,0.20987,191,1036,0.18506,0.23468
1995,46-65 y.,Direct migration background,Seldom,0.24270,204,1036,0.21658,0.26882
1995,46-65 y.,Direct migration background,Never,0.04506,67,1036,0.03242,0.05770
1995,66 and older,No migration background,Daily,0.10965,130,1295,0.09262,0.12667
1995,66 and older,No migration background,At least once per week,0.37379,508,1295,0.34743,0.40015
1995,66 and older,No migration background,At least once per month,0.26615,349,1295,0.24207,0.29023
1995,66 and older,No migration background,Seldom,0.21133,260,1295,0.18909,0.23357
1995,66 and older,No migration background,Never,0.03908,48,1295,0.02852,0.04964
1995,66 and older,Direct migration background,Daily,0.19486,36,203,0.14024,0.24948
1995,66 and older,Direct migration background,At least once per week,0.38071,87,203,0.31375,0.44767
1995,66 and older,Direct migration background,At least once per month,0.22630,47,203,0.16859,0.28400
1995,66 and older,Direct migration background,Seldom,0.15776,33,203,0.10749,0.20803
1998,17-29 y.,No migration background,Daily,0.06761,162,2208,0.05713,0.07809
1998,17-29 y.,No migration background,At least once per week,0.40687,941,2208,0.38638,0.42737
1998,17-29 y.,No migration background,At least once per month,0.30567,662,2208,0.28645,0.32489
1998,17-29 y.,No migration background,Seldom,0.20477,443,2208,0.18794,0.22161
1998,17-29 y.,Direct migration background,Daily,0.13765,76,430,0.10505,0.17026
1998,17-29 y.,Direct migration background,At least once per week,0.49965,223,430,0.45233,0.54696
1998,17-29 y.,Direct migration background,At least once per month,0.14510,61,430,0.11177,0.17843
1998,17-29 y.,Direct migration background,Seldom,0.20290,70,430,0.16484,0.24096
1998,17-29 y.,Indirect migration background,Daily,0.15782,92,468,0.12475,0.19088
1998,17-29 y.,Indirect migration background,At least once per week,0.38660,201,468,0.34243,0.43076
1998,17-29 y.,Indirect migration background,At least once per month,0.22167,96,468,0.18400,0.25934
1998,17-29 y.,Indirect migration background,Seldom,0.21148,79,468,0.17445,0.24852
1998,30-45 y.,No migration background,Daily,0.06092,243,3929,0.05344,0.06840
1998,30-45 y.,No migration background,At least once per week,0.38002,1521,3929,0.36484,0.39520
1998,30-45 y.,No migration background,At least once per month,0.35497,1398,3929,0.34001,0.36993
1998,30-45 y.,No migration background,Seldom,0.19347,731,3929,0.18111,0.20582
1998,30-45 y.,No migration background,Never,0.01063,36,3929,0.00742,0.01384
1998,30-45 y.,Direct migration background,Daily,0.07999,81,761,0.06071,0.09928
1998,30-45 y.,Direct migration background,At least once per week,0.51265,419,761,0.47712,0.54819
1998,30-45 y.,Direct migration background,At least once per month,0.18747,145,761,0.15972,0.21522
1998,30-45 y.,Direct migration background,Seldom,0.18127,116,761,0.15388,0.20866
1998,30-45 y.,Indirect migration background,At least once per week,0.31787,32,32,0.15395,0.48179
1998,46-65 y.,No migration background,Daily,0.07160,257,3425,0.06297,0.08024
1998,46-65 y.,No migration background,At least once per week,0.37609,1302,3425,0.35987,0.39232
1998,46-65 y.,No migration background,At least once per month,0.30618,1105,3425,0.29074,0.32161
1998,46-65 y.,No migration background,Seldom,0.22935,717,3425,0.21527,0.24343
1998,46-65 y.,No migration background,Never,0.01678,44,3425,0.01247,0.02108
1998,46-65 y.,Direct migration background,Daily,0.10473,124,925,0.08499,0.12448
1998,46-65 y.,Direct migration background,At least once per week,0.39582,414,925,0.36429,0.42735
1998,46-65 y.,Direct migration background,At least once per month,0.22839,183,925,0.20132,0.25545
1998,46-65 y.,Direct migration background,Seldom,0.22113,151,925,0.19437,0.24789
1998,46-65 y.,Direct migration background,Never,0.04993,53,925,0.03589,0.06397
1998,66 and older,No migration background,Daily,0.11100,179,1586,0.09554,0.12647
1998,66 and older,No migration background,At least once per week,0.41079,665,1586,0.38657,0.43501
1998,66 and older,No migration background,At least once per month,0.26615,437,1586,0.24440,0.28791
1998,66 and older,No migration background,Seldom,0.17803,261,1586,0.15920,0.19686
1998,66 and older,No migration background,Never,0.03402,44,1586,0.02510,0.04295
1998,66 and older,Direct migration background,Daily,0.13680,40,242,0.09341,0.18019
1998,66 and older,Direct migration background,At least once per week,0.40557,106,242,0.34358,0.46756
1998,66 and older,Direct migration background,At least once per month,0.27279,56,242,0.21655,0.32902
1998,66 and older,Direct migration background,Seldom,0.15646,40,242,0.11060,0.20233
2003,17-29 y.,No migration background,Daily,0.07084,201,3106,0.06181,0.07986
2003,17-29 y.,No migration background,At least once per week,0.37353,1168,3106,0.35652,0.39055
2003,17-29 y.,No migration background,At least once per month,0.32157,1027,3106,0.30514,0.33800
2003,17-29 y.,No migration background,Seldom,0.21618,665,3106,0.20170,0.23066
2003,17-29 y.,No migration background,Never,0.01788,45,3106,0.01322,0.02254
2003,17-29 y.,Direct migration background,Daily,0.07012,32,355,0.04352,0.09672
2003,17-29 y.,Direct migration background,At least once per week,0.45238,183,355,0.40053,0.50423
2003,17-29 y.,Direct migration background,At least once per month,0.19813,65,355,0.15660,0.23965
2003,17-29 y.,Direct migration background,Seldom,0.21802,75,355,0.17500,0.26103
2003,17-29 y.,Indirect migration background,Daily,0.10750,56,491,0.08008,0.13493
2003,17-29 y.,Indirect migration background,At least once per week,0.45987,244,491,0.41574,0.50400
2003,17-29 y.,Indirect migration background,At least once per month,0.17723,94,491,0.14342,0.21104
