year,pgisced97,regtyp,pli0081,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1990,Pre-primary Level,Urban regions,At least once per week,0.0022799011490712865,33,8959,0.002266649820475378,0.002293152477667195
1990,Pre-primary Level,Urban regions,At least once per month,0.0045332035197254575,44,8959,0.00451453916189078,0.004551867877560135
1990,Pre-primary Level,Urban regions,Seldom,0.003928702287830084,36,8959,0.003911321605300428,0.003946082970359739
1990,Primary Level,Urban regions,Daily,0.002288173542576446,65,8959,0.002274898250222445,0.0023014488349304475
1990,Primary Level,Urban regions,At least once per week,0.007725692123888004,241,8959,0.00770136551201899,0.007750018735757019
1990,Primary Level,Urban regions,At least once per month,0.003661148522106085,98,8959,0.0036443678535075263,0.0036779291907046434
1990,Primary Level,Urban regions,Seldom,0.0037173072369234596,87,8959,0.003700398834496093,0.003734215639350826
1990,Primary Level,Urban regions,Never,0.0021862621638481187,54,8959,0.002173285205430183,0.0021992391222660545
1990,Lower Secondary Level,Urban regions,Daily,0.020883216425137578,208,8959,0.02084348693456763,0.020922945915707526
1990,Lower Secondary Level,Urban regions,At least once per week,0.07063231127584368,755,8959,0.07056112561064848,0.07070349694103889
1990,Lower Secondary Level,Urban regions,At least once per month,0.05056179285782543,465,8959,0.05050091748431021,0.05062266823134065
1990,Lower Secondary Level,Urban regions,Seldom,0.037137869634427396,371,8959,0.03708532993294752,0.037190409335907275
1990,Lower Secondary Level,Urban regions,Never,0.0073041165469695775,112,8959,0.007280457948596616,0.007327775145342539
1990,Lower Secondary Level,Rural regions,Daily,0.00468986396864224,39,8959,0.004670881338301294,0.004708846598983186
1990,Lower Secondary Level,Rural regions,At least once per week,0.021127458707738044,191,8959,0.021087502546409495,0.021167414869066592
1990,Lower Secondary Level,Rural regions,At least once per month,0.024001073840954228,180,8959,0.023958549551994904,0.02404359812991355
1990,Lower Secondary Level,Rural regions,Seldom,0.01315500422237698,109,8959,0.013123347421708871,0.013186661023045087
1990,Upper Secondary Level,Urban regions,Daily,0.02598245526032199,251,8959,0.025938255436518575,0.026026655084125407
1990,Upper Secondary Level,Urban regions,At least once per week,0.15937326710290892,1373,8959,0.15927157051299393,0.1594749636928239
1990,Upper Secondary Level,Urban regions,At least once per month,0.13018595654565845,1038,8959,0.13009246069637195,0.13027945239494496
1990,Upper Secondary Level,Urban regions,Seldom,0.09207782720698958,737,8959,0.09199749329862134,0.09215816111535782
1990,Upper Secondary Level,Urban regions,Never,0.009942189004843994,103,8959,0.009914623348419041,0.009969754661268947
1990,Upper Secondary Level,Rural regions,Daily,0.0076830909149614175,55,8959,0.0076588309462634774,0.0077073508836593575
1990,Upper Secondary Level,Rural regions,At least once per week,0.04298826137213784,347,8959,0.04293190660923778,0.043044616135037905
1990,Upper Secondary Level,Rural regions,At least once per month,0.04491589283081038,340,8959,0.0448583464676929,0.04497343919392786
1990,Upper Secondary Level,Rural regions,Seldom,0.033569779962969476,255,8959,0.033519735440175995,0.03361982448576296
1990,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.009955051233412464,97,8959,0.00992746793105451,0.009982634535770418
1990,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.008945191265773717,73,8959,0.008919031087079346,0.008971351444468088
1990,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.006220408884129359,61,8959,0.006198563908859384,0.006242253859399334
1990,First Stage of Tertiary Education,Urban regions,At least once per week,0.016579601515129532,125,8959,0.01654412395829797,0.016615079071961095
1990,First Stage of Tertiary Education,Urban regions,At least once per month,0.019431663855142677,147,8959,0.01939331159334362,0.019470016116941734
