year,migback,pgisced97,pli0081,proportion,n,lower_confidence,upper_confidence
1990,kein Migrationshintergrund,middle vocational,Min 1x pro Woche,0.1490929081913139,18165,0.14391316849759916,0.15427264788502865
1990,kein Migrationshintergrund,middle vocational,Min 1x pro Monat,0.13106102253985707,18165,0.12615341544628456,0.1359686296334296
1990,kein Migrationshintergrund,middle vocational,Seltener,0.08697086311159978,18165,0.08287290439581321,0.09106882182738635
1990,kein Migrationshintergrund,general elemantary,Min 1x pro Woche,0.05695437053326003,18165,0.05358407292820794,0.060324668138312124
1990,kein Migrationshintergrund,general elemantary,Min 1x pro Monat,0.050247388675096205,18165,0.0470705119216733,0.05342426542851911
1990,direkter Migrationshintergrund,general elemantary,Min 1x pro Woche,0.040021990104452995,18165,0.03717150777698808,0.04287247243191791
1990,direkter Migrationshintergrund,middle vocational,Min 1x pro Woche,0.034634414513468936,18165,0.03197529288959306,0.03729353613734481
1990,kein Migrationshintergrund,general elemantary,Seltener,0.03210555250137438,18165,0.029541998658163225,0.03466910634458554
1990,direkter Migrationshintergrund,inadequately,Min 1x pro Woche,0.025948323254535458,18165,0.023636343540273448,0.028260302968797467
1990,kein Migrationshintergrund,middle vocational,Taeglich,0.025068719076415613,18165,0.022795237471618497,0.02734220068121273
1990,kein Migrationshintergrund,higher education,Min 1x pro Monat,0.02199010445299615,18165,0.01985743454593312,0.024122774360059183
1990,kein Migrationshintergrund,higher education,Min 1x pro Woche,0.020890599230346345,18165,0.018810761611326596,0.022970436849366095
1990,kein Migrationshintergrund,higher education,Seltener,0.020670698185816384,18165,0.018601603726957294,0.022739792644675474
1990,direkter Migrationshintergrund,middle vocational,Seltener,0.02045079714128642,18165,0.01839250688365257,0.02250908739892027
1990,kein Migrationshintergrund,higher vocational,Min 1x pro Monat,0.019131390874106653,18165,0.017139263695096857,0.02112351805311645
1990,direkter Migrationshintergrund,middle vocational,Min 1x pro Monat,0.018251786695986805,18165,0.016305122136177755,0.020198451255795856
1990,direkter Migrationshintergrund,general elemantary,Min 1x pro Monat,0.016822429906542057,18165,0.01495218399066332,0.018692675822420794
1990,direkter Migrationshintergrund,general elemantary,Seltener,0.015722924683892248,18165,0.013913819898770387,0.01753202946901411
1990,kein Migrationshintergrund,general elemantary,Taeglich,0.015283122594832325,18165,0.013499100990084119,0.017067144199580532
1990,kein Migrationshintergrund,higher vocational,Min 1x pro Woche,0.015173172072567345,18165,0.013395480157858523,0.016950863987276167
1990,kein Migrationshintergrund,higher vocational,Seltener,0.012644310060472787,18165,0.011019424589698418,0.014269195531247156
1990,direkter Migrationshintergrund,inadequately,Min 1x pro Monat,0.010445299615173173,18165,0.008966808482311734,0.011923790748034612
1990,direkter Migrationshintergrund,general elemantary,Taeglich,0.009895547003848268,18165,0.008456089724918797,0.01133500428277774
1990,direkter Migrationshintergrund,general elemantary,Nie,0.009235843870258383,18165,0.007844732806238982,0.010626954934277785
1990,direkter Migrationshintergrund,inadequately,Seltener,0.009015942825728422,18165,0.0076413398536342965,0.010390545797822549
1990,kein Migrationshintergrund,vocational + Abi,Min 1x pro Woche,0.0078064870808136335,18165,0.006526621427167263,0.009086352734460004
1990,direkter Migrationshintergrund,middle vocational,Taeglich,0.0075865860362836724,18165,0.006324735615663449,0.008848436456903896
1990,kein Migrationshintergrund,vocational + Abi,Min 1x pro Monat,0.0075865860362836724,18165,0.006324735615663449,0.008848436456903896
