year,age_gr,sampreg,plh0244,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,17-29 y.,West,Optimistic,0.42258,915,2097,0.40144,0.44373
1999,17-29 y.,West,More optimistic than pessimistic,0.46379,961,2097,0.44244,0.48514
1999,17-29 y.,West,More pessimistic than optimistic,0.10198,221,2097,0.08902,0.11493
1999,17-29 y.,East,Optimistic,0.32745,271,817,0.29525,0.35965
1999,17-29 y.,East,More optimistic than pessimistic,0.53438,439,817,0.50015,0.56861
1999,17-29 y.,East,More pessimistic than optimistic,0.12162,107,817,0.09920,0.14405
1999,30-45 y.,West,Optimistic,0.31002,1111,3465,0.29462,0.32543
1999,30-45 y.,West,More optimistic than pessimistic,0.50909,1753,3465,0.49244,0.52574
1999,30-45 y.,West,More pessimistic than optimistic,0.15508,515,3465,0.14302,0.16713
1999,30-45 y.,West,Pessimistic,0.02581,86,3465,0.02052,0.03109
1999,30-45 y.,East,Optimistic,0.23782,270,1221,0.21393,0.26171
1999,30-45 y.,East,More optimistic than pessimistic,0.50527,643,1221,0.47721,0.53332
1999,30-45 y.,East,More pessimistic than optimistic,0.22154,268,1221,0.19824,0.24485
1999,30-45 y.,East,Pessimistic,0.03537,40,1221,0.02500,0.04573
1999,46-65 y.,West,Optimistic,0.25700,742,2929,0.24117,0.27283
1999,46-65 y.,West,More optimistic than pessimistic,0.46033,1332,2929,0.44228,0.47838
1999,46-65 y.,West,More pessimistic than optimistic,0.24127,719,2929,0.22578,0.25677
1999,46-65 y.,West,Pessimistic,0.04140,136,2929,0.03418,0.04861
1999,46-65 y.,East,Optimistic,0.18361,214,1235,0.16201,0.20521
1999,46-65 y.,East,More optimistic than pessimistic,0.45942,577,1235,0.43162,0.48723
1999,46-65 y.,East,More pessimistic than optimistic,0.29500,368,1235,0.26956,0.32045
1999,46-65 y.,East,Pessimistic,0.06196,76,1235,0.04851,0.07542
1999,66 and older,West,Optimistic,0.20251,265,1300,0.18065,0.22436
1999,66 and older,West,More optimistic than pessimistic,0.43246,568,1300,0.40552,0.45940
1999,66 and older,West,More pessimistic than optimistic,0.28242,363,1300,0.25794,0.30690
1999,66 and older,West,Pessimistic,0.08261,104,1300,0.06764,0.09758
1999,66 and older,East,Optimistic,0.19863,90,459,0.16209,0.23517
1999,66 and older,East,More optimistic than pessimistic,0.44466,217,459,0.39915,0.49017
1999,66 and older,East,More pessimistic than optimistic,0.30706,152,459,0.26482,0.34931
2005,17-29 y.,West,Optimistic,0.33344,950,2801,0.31598,0.35090
2005,17-29 y.,West,More optimistic than pessimistic,0.46288,1360,2801,0.44441,0.48135
2005,17-29 y.,West,More pessimistic than optimistic,0.16922,421,2801,0.15534,0.18311
2005,17-29 y.,West,Pessimistic,0.03446,70,2801,0.02770,0.04122
2005,17-29 y.,East,Optimistic,0.23372,270,1014,0.20766,0.25979
2005,17-29 y.,East,More optimistic than pessimistic,0.51537,511,1014,0.48459,0.54614
2005,17-29 y.,East,More pessimistic than optimistic,0.21344,200,1014,0.18821,0.23868
2005,17-29 y.,East,Pessimistic,0.03746,33,1014,0.02577,0.04916
2005,30-45 y.,West,Optimistic,0.22069,1133,4762,0.20891,0.23247
2005,30-45 y.,West,More optimistic than pessimistic,0.52011,2512,4762,0.50592,0.53430
2005,30-45 y.,West,More pessimistic than optimistic,0.22737,974,4762,0.21546,0.23928
2005,30-45 y.,West,Pessimistic,0.03183,143,4762,0.02684,0.03682
2005,30-45 y.,East,Optimistic,0.14767,194,1290,0.12830,0.16704
2005,30-45 y.,East,More optimistic than pessimistic,0.47601,636,1290,0.44875,0.50328
