year,plh0244,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Optimistic,0.27967,3878,13585,0.27212,0.28722
1999,More optimistic than pessimistic,0.47302,6490,13585,0.46462,0.48142
1999,More pessimistic than optimistic,0.20708,2713,13585,0.20026,0.21389
1999,Pessimistic,0.04023,504,13585,0.03693,0.04354
2005,Optimistic,0.19458,4159,20576,0.18917,0.19998
2005,More optimistic than pessimistic,0.46081,9808,20576,0.45400,0.46763
2005,More pessimistic than optimistic,0.28114,5462,20576,0.27500,0.28729
2005,Pessimistic,0.06347,1147,20576,0.06014,0.06680
2009,Optimistic,0.17052,2973,17950,0.16502,0.17603
2009,More optimistic than pessimistic,0.46445,8615,17950,0.45716,0.47175
2009,More pessimistic than optimistic,0.30150,5266,17950,0.29479,0.30822
2009,Pessimistic,0.06352,1096,17950,0.05995,0.06709
2014,Optimistic,0.29578,8338,26897,0.29033,0.30123
2014,More optimistic than pessimistic,0.51252,13809,26897,0.50655,0.51850
2014,More pessimistic than optimistic,0.16312,4030,26897,0.15871,0.16754
2014,Pessimistic,0.02857,720,26897,0.02658,0.03056
2019,Optimistic,0.26603,7262,25498,0.26060,0.27145
2019,More optimistic than pessimistic,0.52036,13196,25498,0.51423,0.52649
2019,More pessimistic than optimistic,0.18174,4338,25498,0.17701,0.18647
2019,Pessimistic,0.03188,702,25498,0.02972,0.03403
