year,quintil_oecd,sampreg,plh0244,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,1st Quintile,West,Optimistic,0.30036,539,1768,0.27898,0.32173
1999,1st Quintile,West,More optimistic than pessimistic,0.43135,772,1768,0.40826,0.45445
1999,1st Quintile,West,More pessimistic than optimistic,0.20638,359,1768,0.18751,0.22525
1999,1st Quintile,West,Pessimistic,0.06191,98,1768,0.05067,0.07315
1999,1st Quintile,East,Optimistic,0.22998,181,799,0.20078,0.25918
1999,1st Quintile,East,More optimistic than pessimistic,0.44507,355,799,0.41059,0.47956
1999,1st Quintile,East,More pessimistic than optimistic,0.26374,213,799,0.23316,0.29431
1999,1st Quintile,East,Pessimistic,0.06121,50,799,0.04458,0.07784
1999,2nd Quintile,West,Optimistic,0.28998,586,1833,0.26920,0.31076
1999,2nd Quintile,West,More optimistic than pessimistic,0.44592,819,1833,0.42316,0.46868
1999,2nd Quintile,West,More pessimistic than optimistic,0.21116,352,1833,0.19247,0.22985
1999,2nd Quintile,West,Pessimistic,0.05294,76,1833,0.04269,0.06320
1999,2nd Quintile,East,Optimistic,0.21848,219,1019,0.19310,0.24386
1999,2nd Quintile,East,More optimistic than pessimistic,0.47725,488,1019,0.44657,0.50793
1999,2nd Quintile,East,More pessimistic than optimistic,0.25735,263,1019,0.23050,0.28421
1999,2nd Quintile,East,Pessimistic,0.04692,49,1019,0.03393,0.05991
1999,3rd Quintile,West,Optimistic,0.27516,574,1890,0.25502,0.29530
1999,3rd Quintile,West,More optimistic than pessimistic,0.49716,890,1890,0.47461,0.51971
1999,3rd Quintile,West,More pessimistic than optimistic,0.18677,355,1890,0.16920,0.20435
1999,3rd Quintile,West,Pessimistic,0.04091,71,1890,0.03197,0.04984
1999,3rd Quintile,East,Optimistic,0.23038,204,896,0.20279,0.25796
1999,3rd Quintile,East,More optimistic than pessimistic,0.48221,480,896,0.44948,0.51495
1999,3rd Quintile,East,More pessimistic than optimistic,0.24097,212,896,0.21295,0.26899
1999,4th Quintile,West,Optimistic,0.29623,668,2116,0.27677,0.31569
1999,4th Quintile,West,More optimistic than pessimistic,0.45911,1003,2116,0.43787,0.48034
1999,4th Quintile,West,More pessimistic than optimistic,0.21179,380,2116,0.19437,0.22920
1999,4th Quintile,West,Pessimistic,0.03288,65,2116,0.02528,0.04048
1999,4th Quintile,East,Optimistic,0.22057,138,613,0.18772,0.25342
1999,4th Quintile,East,More optimistic than pessimistic,0.52746,342,613,0.48790,0.56701
1999,4th Quintile,East,More pessimistic than optimistic,0.22718,133,613,0.19398,0.26038
1999,5th Quintile,West,Optimistic,0.29530,666,2210,0.27627,0.31432
1999,5th Quintile,West,More optimistic than pessimistic,0.50450,1130,2210,0.48365,0.52535
1999,5th Quintile,West,More pessimistic than optimistic,0.18109,372,2210,0.16503,0.19715
1999,5th Quintile,West,Pessimistic,0.01912,42,2210,0.01341,0.02483
1999,5th Quintile,East,Optimistic,0.26564,103,388,0.22164,0.30965
1999,5th Quintile,East,More optimistic than pessimistic,0.52599,211,388,0.47624,0.57574
1999,5th Quintile,East,More pessimistic than optimistic,0.19323,74,388,0.15389,0.23257
2005,1st Quintile,West,Optimistic,0.21111,435,2106,0.19367,0.22854
2005,1st Quintile,West,More optimistic than pessimistic,0.39469,853,2106,0.37381,0.41557
2005,1st Quintile,West,More pessimistic than optimistic,0.30987,642,2106,0.29011,0.32963
2005,1st Quintile,West,Pessimistic,0.08433,176,2106,0.07246,0.09620
2005,1st Quintile,East,Optimistic,0.13927,159,1016,0.11797,0.16057
2005,1st Quintile,East,More optimistic than pessimistic,0.37526,383,1016,0.34548,0.40505
2005,1st Quintile,East,More pessimistic than optimistic,0.34441,345,1016,0.31518,0.37365
2005,1st Quintile,East,Pessimistic,0.14105,129,1016,0.11963,0.16246
2005,2nd Quintile,West,Optimistic,0.19732,510,2390,0.18136,0.21328
2005,2nd Quintile,West,More optimistic than pessimistic,0.43655,1066,2390,0.41666,0.45644
2005,2nd Quintile,West,More pessimistic than optimistic,0.29216,649,2390,0.27393,0.31040
2005,2nd Quintile,West,Pessimistic,0.07396,165,2390,0.06347,0.08446
2005,2nd Quintile,East,Optimistic,0.11887,159,1214,0.10066,0.13708
2005,2nd Quintile,East,More optimistic than pessimistic,0.43447,521,1214,0.40658,0.46237
2005,2nd Quintile,East,More pessimistic than optimistic,0.36031,429,1214,0.33329,0.38733
2005,2nd Quintile,East,Pessimistic,0.08635,105,1214,0.07054,0.10216
2005,3rd Quintile,West,Optimistic,0.20574,581,2663,0.19039,0.22110
2005,3rd Quintile,West,More optimistic than pessimistic,0.46631,1241,2663,0.44736,0.48526
2005,3rd Quintile,West,More pessimistic than optimistic,0.26768,705,2663,0.25086,0.28450
2005,3rd Quintile,West,Pessimistic,0.06026,136,2663,0.05122,0.06930
2005,3rd Quintile,East,Optimistic,0.12666,135,1076,0.10677,0.14654
2005,3rd Quintile,East,More optimistic than pessimistic,0.44484,489,1076,0.41513,0.47455
2005,3rd Quintile,East,More pessimistic than optimistic,0.34701,364,1076,0.31855,0.37546
2005,3rd Quintile,East,Pessimistic,0.08150,88,1076,0.06514,0.09785
2005,4th Quintile,West,Optimistic,0.20544,732,3295,0.19164,0.21924
2005,4th Quintile,West,More optimistic than pessimistic,0.48294,1610,3295,0.46588,0.50001
2005,4th Quintile,West,More pessimistic than optimistic,0.26107,798,3295,0.24607,0.27607
2005,4th Quintile,West,Pessimistic,0.05055,155,3295,0.04307,0.05803
2005,4th Quintile,East,Optimistic,0.16522,163,983,0.14199,0.18845
2005,4th Quintile,East,More optimistic than pessimistic,0.45474,439,983,0.42360,0.48588
2005,4th Quintile,East,More pessimistic than optimistic,0.32561,319,983,0.29630,0.35492
2005,4th Quintile,East,Pessimistic,0.05443,62,983,0.04024,0.06862
2005,5th Quintile,West,Optimistic,0.21670,1150,5100,0.20539,0.22800
2005,5th Quintile,West,More optimistic than pessimistic,0.52903,2801,5100,0.51533,0.54273
2005,5th Quintile,West,More pessimistic than optimistic,0.22442,1038,5100,0.21297,0.23587
2005,5th Quintile,West,Pessimistic,0.02986,111,5100,0.02519,0.03453
2005,5th Quintile,East,Optimistic,0.15616,135,710,0.12944,0.18288
2005,5th Quintile,East,More optimistic than pessimistic,0.50683,404,710,0.47003,0.54363
2005,5th Quintile,East,More pessimistic than optimistic,0.28734,171,710,0.25403,0.32065
2009,1st Quintile,West,Optimistic,0.20292,374,1923,0.18494,0.22090
2009,1st Quintile,West,More optimistic than pessimistic,0.40721,801,1923,0.38524,0.42917
2009,1st Quintile,West,More pessimistic than optimistic,0.29682,570,1923,0.27640,0.31725
2009,1st Quintile,West,Pessimistic,0.09305,178,1923,0.08006,0.10604
2009,1st Quintile,East,Optimistic,0.13858,145,925,0.11630,0.16085
2009,1st Quintile,East,More optimistic than pessimistic,0.36548,333,925,0.33443,0.39653
2009,1st Quintile,East,More pessimistic than optimistic,0.38298,339,925,0.35164,0.41433
2009,1st Quintile,East,Pessimistic,0.11296,108,925,0.09255,0.13337
2009,2nd Quintile,West,Optimistic,0.17954,369,2077,0.16303,0.19605
2009,2nd Quintile,West,More optimistic than pessimistic,0.41917,903,2077,0.39794,0.44039
2009,2nd Quintile,West,More pessimistic than optimistic,0.32939,669,2077,0.30917,0.34960
2009,2nd Quintile,West,Pessimistic,0.07191,136,2077,0.06080,0.08302
2009,2nd Quintile,East,Optimistic,0.09906,125,1067,0.08113,0.11700
2009,2nd Quintile,East,More optimistic than pessimistic,0.43477,437,1067,0.40501,0.46452
2009,2nd Quintile,East,More pessimistic than optimistic,0.38395,407,1067,0.35475,0.41314
