year,bula_h,migback,plh0244,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Schleswig-Holstein,No migration background,Optimistic,0.34540,110,292,0.29076,0.40003
1999,Schleswig-Holstein,No migration background,More optimistic than pessimistic,0.51342,146,292,0.45600,0.57085
1999,Schleswig-Holstein,No migration background,More pessimistic than optimistic,0.13077,36,292,0.09203,0.16950
1999,Hamburg,No migration background,Optimistic,0.39746,43,80,0.28954,0.50537
1999,Hamburg,No migration background,More optimistic than pessimistic,0.30199,37,80,0.20074,0.40323
1999,Lower Saxony,No migration background,Optimistic,0.34385,331,910,0.31297,0.37473
1999,Lower Saxony,No migration background,More optimistic than pessimistic,0.44084,430,910,0.40857,0.47312
1999,Lower Saxony,No migration background,More pessimistic than optimistic,0.19211,149,910,0.16650,0.21772
1999,Lower Saxony,Direct migration background,Optimistic,0.35101,64,151,0.27463,0.42740
1999,Lower Saxony,Direct migration background,More optimistic than pessimistic,0.48448,87,151,0.40450,0.56445
1999,North Rhine-Westphalia,No migration background,Optimistic,0.27862,574,1948,0.25871,0.29854
1999,North Rhine-Westphalia,No migration background,More optimistic than pessimistic,0.48931,943,1948,0.46710,0.51151
1999,North Rhine-Westphalia,No migration background,More pessimistic than optimistic,0.19125,362,1948,0.17378,0.20872
1999,North Rhine-Westphalia,No migration background,Pessimistic,0.04082,69,1948,0.03203,0.04961
1999,North Rhine-Westphalia,Direct migration background,Optimistic,0.31908,179,526,0.27920,0.35895
1999,North Rhine-Westphalia,Direct migration background,More optimistic than pessimistic,0.44612,236,526,0.40360,0.48864
1999,North Rhine-Westphalia,Direct migration background,More pessimistic than optimistic,0.18101,111,526,0.14808,0.21395
1999,North Rhine-Westphalia,Indirect migration background,Optimistic,0.33824,64,141,0.25987,0.41661
1999,North Rhine-Westphalia,Indirect migration background,More optimistic than pessimistic,0.50350,77,141,0.42068,0.58633
1999,Hesse,No migration background,Optimistic,0.28975,174,604,0.25354,0.32596
1999,Hesse,No migration background,More optimistic than pessimistic,0.46414,288,604,0.42433,0.50395
1999,Hesse,No migration background,More pessimistic than optimistic,0.18389,109,604,0.15297,0.21481
1999,Hesse,No migration background,Pessimistic,0.06222,33,604,0.04294,0.08150
1999,Hesse,Direct migration background,Optimistic,0.42524,100,211,0.35837,0.49211
1999,Hesse,Direct migration background,More optimistic than pessimistic,0.35399,74,211,0.28931,0.41867
1999,Hesse,Direct migration background,More pessimistic than optimistic,0.12895,37,211,0.08362,0.17428
1999,"Rhineland-Palatinate, Saarland",No migration background,Optimistic,0.29890,185,578,0.26155,0.33626
1999,"Rhineland-Palatinate, Saarland",No migration background,More optimistic than pessimistic,0.43571,273,578,0.39526,0.47617
1999,"Rhineland-Palatinate, Saarland",No migration background,More pessimistic than optimistic,0.22416,120,578,0.19013,0.25819
1999,"Rhineland-Palatinate, Saarland",Direct migration background,Optimistic,0.39400,56,116,0.30469,0.48331
1999,"Rhineland-Palatinate, Saarland",Direct migration background,More optimistic than pessimistic,0.40396,60,116,0.31428,0.49365
1999,Baden-Wuerttemberg,No migration background,Optimistic,0.25094,265,1013,0.22423,0.27765
1999,Baden-Wuerttemberg,No migration background,More optimistic than pessimistic,0.47715,516,1013,0.44638,0.50793
1999,Baden-Wuerttemberg,No migration background,More pessimistic than optimistic,0.22996,192,1013,0.20403,0.25588
1999,Baden-Wuerttemberg,No migration background,Pessimistic,0.04195,40,1013,0.02960,0.05430
1999,Baden-Wuerttemberg,Direct migration background,Optimistic,0.23378,148,545,0.19822,0.26935
1999,Baden-Wuerttemberg,Direct migration background,More optimistic than pessimistic,0.46544,235,545,0.42353,0.50736
1999,Baden-Wuerttemberg,Direct migration background,More pessimistic than optimistic,0.23970,123,545,0.20383,0.27558
1999,Baden-Wuerttemberg,Direct migration background,Pessimistic,0.06107,39,545,0.04094,0.08119
1999,Baden-Wuerttemberg,Indirect migration background,Optimistic,0.35708,70,143,0.27827,0.43588
1999,Baden-Wuerttemberg,Indirect migration background,More optimistic than pessimistic,0.52820,73,143,0.44609,0.61031
1999,Bavaria,No migration background,Optimistic,0.24090,374,1382,0.21834,0.26345
1999,Bavaria,No migration background,More optimistic than pessimistic,0.51366,692,1382,0.48730,0.54003
1999,Bavaria,No migration background,More pessimistic than optimistic,0.21180,282,1382,0.19025,0.23335
1999,Bavaria,No migration background,Pessimistic,0.03364,34,1382,0.02413,0.04315
1999,Bavaria,Direct migration background,Optimistic,0.25442,79,307,0.20562,0.30322
1999,Bavaria,Direct migration background,More optimistic than pessimistic,0.54144,161,307,0.48561,0.59727
1999,Bavaria,Direct migration background,More pessimistic than optimistic,0.17874,67,307,0.13581,0.22166
1999,Bavaria,Indirect migration background,Optimistic,0.35070,31,69,0.23728,0.46412
1999,Bavaria,Indirect migration background,More optimistic than pessimistic,0.51999,38,69,0.40125,0.63874
1999,Berlin,No migration background,Optimistic,0.21692,97,417,0.17732,0.25653
1999,Berlin,No migration background,More optimistic than pessimistic,0.43252,197,417,0.38491,0.48013
