year,sampreg,sex,plh0244,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,West,male,Optimistic,0.31077,1572,4760,0.29763,0.32392
1999,West,male,More optimistic than pessimistic,0.46059,2160,4760,0.44643,0.47475
1999,West,male,More pessimistic than optimistic,0.18949,858,4760,0.17836,0.20063
1999,West,male,Pessimistic,0.03914,170,4760,0.03363,0.04465
1999,West,female,Optimistic,0.27354,1461,5057,0.26126,0.28583
1999,West,female,More optimistic than pessimistic,0.47986,2454,5057,0.46609,0.49363
1999,West,female,More pessimistic than optimistic,0.20684,960,5057,0.19568,0.21801
1999,West,female,Pessimistic,0.03975,182,5057,0.03437,0.04514
1999,East,male,Optimistic,0.23387,416,1814,0.21438,0.25335
1999,East,male,More optimistic than pessimistic,0.48165,899,1814,0.45865,0.50465
1999,East,male,More pessimistic than optimistic,0.23220,415,1814,0.21277,0.25164
1999,East,male,Pessimistic,0.05228,84,1814,0.04203,0.06252
1999,East,female,Optimistic,0.22386,429,1954,0.20538,0.24235
1999,East,female,More optimistic than pessimistic,0.48566,977,1954,0.46349,0.50783
1999,East,female,More pessimistic than optimistic,0.25521,480,1954,0.23587,0.27455
1999,East,female,Pessimistic,0.03527,68,1954,0.02709,0.04345
2005,West,male,Optimistic,0.21697,1695,7432,0.20759,0.22634
2005,West,male,More optimistic than pessimistic,0.46442,3573,7432,0.45308,0.47576
2005,West,male,More pessimistic than optimistic,0.25955,1797,7432,0.24959,0.26952
2005,West,male,Pessimistic,0.05906,367,7432,0.05370,0.06442
2005,West,female,Optimistic,0.19901,1713,8124,0.19033,0.20769
2005,West,female,More optimistic than pessimistic,0.47031,3999,8124,0.45945,0.48116
2005,West,female,More pessimistic than optimistic,0.27492,2036,8124,0.26521,0.28463
2005,West,female,Pessimistic,0.05576,376,8124,0.05077,0.06075
2005,East,male,Optimistic,0.15006,389,2417,0.13582,0.16430
2005,East,male,More optimistic than pessimistic,0.42638,1071,2417,0.40666,0.44610
2005,East,male,More pessimistic than optimistic,0.32717,745,2417,0.30846,0.34588
2005,East,male,Pessimistic,0.09639,212,2417,0.08462,0.10816
2005,East,female,Optimistic,0.12542,362,2603,0.11269,0.13815
2005,East,female,More optimistic than pessimistic,0.43750,1165,2603,0.41844,0.45656
2005,East,female,More pessimistic than optimistic,0.35338,884,2603,0.33501,0.37175
2005,East,female,Pessimistic,0.08370,192,2603,0.07306,0.09434
2009,West,male,Optimistic,0.18840,1165,6383,0.17880,0.19799
2009,West,male,More optimistic than pessimistic,0.46053,3067,6383,0.44830,0.47275
2009,West,male,More pessimistic than optimistic,0.28208,1765,6383,0.27104,0.29312
2009,West,male,Pessimistic,0.06899,386,6383,0.06277,0.07521
2009,West,female,Optimistic,0.17347,1213,7030,0.16462,0.18232
2009,West,female,More optimistic than pessimistic,0.47694,3491,7030,0.46526,0.48862
2009,West,female,More pessimistic than optimistic,0.29698,1952,7030,0.28630,0.30766
2009,West,female,Pessimistic,0.05261,374,7030,0.04739,0.05783
2009,East,male,Optimistic,0.12710,291,2185,0.11313,0.14107
2009,East,male,More optimistic than pessimistic,0.43615,966,2185,0.41535,0.45694
2009,East,male,More pessimistic than optimistic,0.34616,741,2185,0.32621,0.36611
2009,East,male,Pessimistic,0.09059,187,2185,0.07855,0.10263
2009,East,female,Optimistic,0.12629,304,2352,0.11286,0.13972
2009,East,female,More optimistic than pessimistic,0.45377,1091,2352,0.43365,0.47390
2009,East,female,More pessimistic than optimistic,0.35776,808,2352,0.33838,0.37714
2009,East,female,Pessimistic,0.06218,149,2352,0.05242,0.07194
2014,West,male,Optimistic,0.32410,3325,9822,0.31484,0.33336
2014,West,male,More optimistic than pessimistic,0.51100,4933,9822,0.50112,0.52089
2014,West,male,More pessimistic than optimistic,0.13959,1328,9822,0.13273,0.14644
2014,West,male,Pessimistic,0.02531,236,9822,0.02220,0.02842
2014,West,female,Optimistic,0.28857,3525,11522,0.28029,0.29684
2014,West,female,More optimistic than pessimistic,0.51721,6035,11522,0.50809,0.52634
2014,West,female,More pessimistic than optimistic,0.16908,1699,11522,0.16224,0.17593
2014,West,female,Pessimistic,0.02514,263,11522,0.02228,0.02800
2014,East,male,Optimistic,0.24902,687,2528,0.23216,0.26588
2014,East,male,More optimistic than pessimistic,0.50699,1296,2528,0.48750,0.52648
2014,East,male,More pessimistic than optimistic,0.19565,436,2528,0.18019,0.21112
2014,East,male,Pessimistic,0.04834,109,2528,0.03997,0.05670
2014,East,female,Optimistic,0.24949,801,3025,0.23407,0.26491
2014,East,female,More optimistic than pessimistic,0.50292,1545,3025,0.48510,0.52074
2014,East,female,More pessimistic than optimistic,0.20782,567,3025,0.19336,0.22228
2014,East,female,Pessimistic,0.03977,112,3025,0.03280,0.04673
2019,West,male,Optimistic,0.28486,2949,9521,0.27580,0.29393
2019,West,male,More optimistic than pessimistic,0.50991,4786,9521,0.49987,0.51995
2019,West,male,More pessimistic than optimistic,0.17585,1532,9521,0.16820,0.18350
2019,West,male,Pessimistic,0.02938,254,9521,0.02598,0.03277
2019,West,female,Optimistic,0.26264,2900,10399,0.25418,0.27110
2019,West,female,More optimistic than pessimistic,0.53636,5604,10399,0.52677,0.54594
2019,West,female,More pessimistic than optimistic,0.17053,1643,10399,0.16330,0.17776
2019,West,female,Pessimistic,0.03047,252,10399,0.02716,0.03377
2019,East,male,Optimistic,0.22549,668,2619,0.20948,0.24149
2019,East,male,More optimistic than pessimistic,0.49563,1314,2619,0.47648,0.51478
2019,East,male,More pessimistic than optimistic,0.23018,530,2619,0.21406,0.24631
2019,East,male,Pessimistic,0.04870,107,2619,0.04046,0.05695
2019,East,female,Optimistic,0.23383,726,2880,0.21837,0.24929
2019,East,female,More optimistic than pessimistic,0.51588,1457,2880,0.49762,0.53413
2019,East,female,More pessimistic than optimistic,0.21575,610,2880,0.20073,0.23078
2019,East,female,Pessimistic,0.03454,87,2880,0.02787,0.04121
