year,sampreg,plh0244,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,West,Optimistic,0.29160,3033,9817,0.28260,0.30059
1999,West,More optimistic than pessimistic,0.47052,4614,9817,0.46064,0.48039
1999,West,More pessimistic than optimistic,0.19843,1818,9817,0.19054,0.20632
1999,West,Pessimistic,0.03946,352,9817,0.03560,0.04331
1999,East,Optimistic,0.22873,845,3768,0.21532,0.24214
1999,East,More optimistic than pessimistic,0.48371,1876,3768,0.46775,0.49967
1999,East,More pessimistic than optimistic,0.24401,895,3768,0.23030,0.25773
1999,East,Pessimistic,0.04354,152,3768,0.03703,0.05006
2005,West,Optimistic,0.20771,3408,15556,0.20134,0.21409
2005,West,More optimistic than pessimistic,0.46746,7572,15556,0.45961,0.47530
2005,West,More pessimistic than optimistic,0.26748,3833,15556,0.26052,0.27443
2005,West,Pessimistic,0.05736,743,15556,0.05370,0.06101
2005,East,Optimistic,0.13759,751,5020,0.12806,0.14712
2005,East,More optimistic than pessimistic,0.43201,2236,5020,0.41830,0.44571
2005,East,More pessimistic than optimistic,0.34043,1629,5020,0.32732,0.35354
2005,East,Pessimistic,0.08997,404,5020,0.08205,0.09789
2009,West,Optimistic,0.18073,2378,13413,0.17421,0.18724
2009,West,More optimistic than pessimistic,0.46896,6558,13413,0.46052,0.47741
2009,West,More pessimistic than optimistic,0.28974,3717,13413,0.28206,0.29742
2009,West,Pessimistic,0.06057,760,13413,0.05654,0.06461
2009,East,Optimistic,0.12669,595,4537,0.11701,0.13637
2009,East,More optimistic than pessimistic,0.44508,2057,4537,0.43062,0.45955
2009,East,More pessimistic than optimistic,0.35204,1549,4537,0.33814,0.36594
2009,East,Pessimistic,0.07618,336,4537,0.06846,0.08390
2014,West,Optimistic,0.30591,6850,21344,0.29973,0.31210
2014,West,More optimistic than pessimistic,0.51418,10968,21344,0.50748,0.52089
2014,West,More pessimistic than optimistic,0.15468,3027,21344,0.14983,0.15953
2014,West,Pessimistic,0.02522,499,21344,0.02312,0.02733
2014,East,Optimistic,0.24926,1488,5553,0.23788,0.26064
2014,East,More optimistic than pessimistic,0.50491,2841,5553,0.49176,0.51806
2014,East,More pessimistic than optimistic,0.20187,1003,5553,0.19131,0.21243
2014,East,Pessimistic,0.04396,221,5553,0.03857,0.04935
2019,Does not apply,More optimistic than pessimistic,0.44234,32,32,0.26750,0.61718
2019,West,Optimistic,0.27355,5849,19922,0.26736,0.27974
2019,West,More optimistic than pessimistic,0.52339,10392,19922,0.51646,0.53033
2019,West,More pessimistic than optimistic,0.17313,3175,19922,0.16788,0.17839
2019,West,Pessimistic,0.02993,506,19922,0.02756,0.03229
2019,East,Optimistic,0.22968,1394,5500,0.21857,0.24080
2019,East,More optimistic than pessimistic,0.50636,2772,5500,0.49314,0.51957
2019,East,More pessimistic than optimistic,0.22260,1140,5500,0.21161,0.23360
2019,East,Pessimistic,0.04136,194,5500,0.03609,0.04662
