year,migback,pgisced97,plh0244,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No migration background,No answer / don't know,Optimistic,0.31169,51,108,0.22393,0.39946
1999,No migration background,No answer / don't know,More optimistic than pessimistic,0.45219,57,108,0.35788,0.54650
1999,No migration background,Pre-primary Level,Optimistic,0.40636,88,202,0.33846,0.47426
1999,No migration background,Pre-primary Level,More optimistic than pessimistic,0.46374,114,202,0.39479,0.53268
1999,No migration background,Lower Secondary Level,Optimistic,0.27566,468,1623,0.25391,0.29741
1999,No migration background,Lower Secondary Level,More optimistic than pessimistic,0.42067,691,1623,0.39665,0.44470
1999,No migration background,Lower Secondary Level,More pessimistic than optimistic,0.24333,377,1623,0.22245,0.26421
1999,No migration background,Lower Secondary Level,Pessimistic,0.06034,87,1623,0.04875,0.07193
1999,No migration background,Upper Secondary Level,Optimistic,0.26790,1581,5899,0.25660,0.27921
1999,No migration background,Upper Secondary Level,More optimistic than pessimistic,0.47675,2882,5899,0.46401,0.48950
1999,No migration background,Upper Secondary Level,More pessimistic than optimistic,0.21210,1204,5899,0.20167,0.22254
1999,No migration background,Upper Secondary Level,Pessimistic,0.04324,232,5899,0.03805,0.04843
1999,No migration background,Post-secondary Non-tertiary Level,Optimistic,0.28650,98,354,0.23934,0.33367
1999,No migration background,Post-secondary Non-tertiary Level,More optimistic than pessimistic,0.55849,196,354,0.50668,0.61029
1999,No migration background,Post-secondary Non-tertiary Level,More pessimistic than optimistic,0.14323,60,354,0.10669,0.17978
1999,No migration background,First Stage of Tertiary Education,Optimistic,0.27430,211,726,0.24182,0.30678
1999,No migration background,First Stage of Tertiary Education,More optimistic than pessimistic,0.44935,340,726,0.41314,0.48556
1999,No migration background,First Stage of Tertiary Education,More pessimistic than optimistic,0.24736,175,726,0.21596,0.27877
1999,No migration background,Second Stage of Tertiary Education,Optimistic,0.25742,424,1719,0.23675,0.27810
1999,No migration background,Second Stage of Tertiary Education,More optimistic than pessimistic,0.53906,969,1719,0.51549,0.56264
1999,No migration background,Second Stage of Tertiary Education,More pessimistic than optimistic,0.18830,326,1719,0.16981,0.20679
1999,Direct migration background,No answer / don't know,More optimistic than pessimistic,0.31447,32,32,0.15102,0.47792
1999,Direct migration background,Primary Level,Optimistic,0.23556,75,306,0.18794,0.28319
1999,Direct migration background,Primary Level,More optimistic than pessimistic,0.47051,149,306,0.41449,0.52653
1999,Direct migration background,Primary Level,More pessimistic than optimistic,0.22206,82,306,0.17541,0.26870
1999,Direct migration background,Lower Secondary Level,Optimistic,0.27248,183,606,0.23700,0.30796
1999,Direct migration background,Lower Secondary Level,More optimistic than pessimistic,0.45284,258,606,0.41318,0.49251
1999,Direct migration background,Lower Secondary Level,More pessimistic than optimistic,0.20816,134,606,0.17580,0.24051
1999,Direct migration background,Lower Secondary Level,Pessimistic,0.06652,31,606,0.04666,0.08638
