year,migback,sampreg,plh0244,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No migration background,West,Optimistic,0.28483,2136,7173,0.27439,0.29528
1999,No migration background,West,More optimistic than pessimistic,0.47314,3452,7173,0.46159,0.48470
1999,No migration background,West,More pessimistic than optimistic,0.20302,1340,7173,0.19372,0.21233
1999,No migration background,West,Pessimistic,0.03900,245,7173,0.03452,0.04348
1999,No migration background,East,Optimistic,0.22585,807,3638,0.21226,0.23944
1999,No migration background,East,More optimistic than pessimistic,0.48689,1819,3638,0.47064,0.50313
1999,No migration background,East,More pessimistic than optimistic,0.24501,867,3638,0.23103,0.25899
1999,No migration background,East,Pessimistic,0.04225,145,3638,0.03571,0.04878
1999,Direct migration background,West,Optimistic,0.30287,650,2067,0.28305,0.32268
1999,Direct migration background,West,More optimistic than pessimistic,0.45648,906,2067,0.43500,0.47796
1999,Direct migration background,West,More pessimistic than optimistic,0.19076,408,2067,0.17381,0.20770
1999,Direct migration background,West,Pessimistic,0.04990,103,2067,0.04051,0.05929
1999,Direct migration background,East,More optimistic than pessimistic,0.42286,49,49,0.28310,0.56262
1999,Indirect migration background,West,Optimistic,0.40301,247,573,0.36281,0.44321
1999,Indirect migration background,West,More optimistic than pessimistic,0.47070,256,573,0.42979,0.51160
1999,Indirect migration background,West,More pessimistic than optimistic,0.12285,70,573,0.09595,0.14975
2005,No migration background,West,Optimistic,0.19413,2632,12535,0.18720,0.20105
2005,No migration background,West,More optimistic than pessimistic,0.47485,6172,12535,0.46611,0.48360
2005,No migration background,West,More pessimistic than optimistic,0.27237,3141,12535,0.26458,0.28016
2005,No migration background,West,Pessimistic,0.05865,590,12535,0.05454,0.06276
2005,No migration background,East,Optimistic,0.13720,733,4887,0.12756,0.14685
2005,No migration background,East,More optimistic than pessimistic,0.43225,2183,4887,0.41836,0.44614
2005,No migration background,East,More pessimistic than optimistic,0.34184,1583,4887,0.32854,0.35514
2005,No migration background,East,Pessimistic,0.08871,388,4887,0.08073,0.09668
2005,Direct migration background,West,Optimistic,0.23696,518,2235,0.21933,0.25460
2005,Direct migration background,West,More optimistic than pessimistic,0.43200,1017,2235,0.41146,0.45254
2005,Direct migration background,West,More pessimistic than optimistic,0.27436,570,2235,0.25586,0.29286
2005,Direct migration background,West,Pessimistic,0.05668,130,2235,0.04709,0.06626
2005,Direct migration background,East,More optimistic than pessimistic,0.45505,40,76,0.34235,0.56775
2005,Direct migration background,East,More pessimistic than optimistic,0.28897,36,76,0.18638,0.39156
2005,Indirect migration background,West,Optimistic,0.34719,258,763,0.31339,0.38100
2005,Indirect migration background,West,More optimistic than pessimistic,0.45664,383,763,0.42127,0.49201
2005,Indirect migration background,West,More pessimistic than optimistic,0.15907,122,763,0.13310,0.18504
2009,No migration background,West,Optimistic,0.16329,1863,11174,0.15644,0.17015
2009,No migration background,West,More optimistic than pessimistic,0.47532,5505,11174,0.46606,0.48458
2009,No migration background,West,More pessimistic than optimistic,0.29877,3169,11174,0.29029,0.30726
2009,No migration background,West,Pessimistic,0.06262,637,11174,0.05812,0.06711
2009,No migration background,East,Optimistic,0.12467,574,4422,0.11493,0.13441
2009,No migration background,East,More optimistic than pessimistic,0.44605,2009,4422,0.43140,0.46071
2009,No migration background,East,More pessimistic than optimistic,0.35385,1516,4422,0.33975,0.36795
