year,migback,plh0244,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No migration background,Optimistic,0.27210,2943,10811,0.26371,0.28049
1999,No migration background,More optimistic than pessimistic,0.47611,5271,10811,0.46670,0.48553
1999,No migration background,More pessimistic than optimistic,0.21209,2207,10811,0.20438,0.21979
1999,No migration background,Pessimistic,0.03970,390,10811,0.03602,0.04338
1999,Direct migration background,Optimistic,0.30046,678,2176,0.28119,0.31972
1999,Direct migration background,More optimistic than pessimistic,0.45458,955,2176,0.43365,0.47550
1999,Direct migration background,More pessimistic than optimistic,0.19337,433,2176,0.17677,0.20997
1999,Direct migration background,Pessimistic,0.05160,110,2176,0.04230,0.06089
1999,Indirect migration background,Optimistic,0.40834,257,594,0.36878,0.44790
1999,Indirect migration background,More optimistic than pessimistic,0.46666,264,594,0.42650,0.50681
1999,Indirect migration background,More pessimistic than optimistic,0.12166,73,594,0.09535,0.14797
2005,No migration background,Optimistic,0.18174,3365,17422,0.17601,0.18746
2005,No migration background,More optimistic than pessimistic,0.46558,8355,17422,0.45817,0.47299
2005,No migration background,More pessimistic than optimistic,0.28749,4724,17422,0.28077,0.29421
2005,No migration background,Pessimistic,0.06519,978,17422,0.06153,0.06886
2005,Direct migration background,Optimistic,0.23269,529,2333,0.21554,0.24984
2005,Direct migration background,More optimistic than pessimistic,0.43289,1057,2333,0.41278,0.45300
2005,Direct migration background,More pessimistic than optimistic,0.27493,606,2333,0.25680,0.29305
2005,Direct migration background,Pessimistic,0.05950,141,2333,0.04990,0.06910
2005,Indirect migration background,Optimistic,0.34379,265,793,0.31071,0.37687
2005,Indirect migration background,More optimistic than pessimistic,0.45172,396,793,0.41706,0.48638
2005,Indirect migration background,More pessimistic than optimistic,0.16493,132,793,0.13908,0.19078
2009,No migration background,Optimistic,0.15476,2437,15596,0.14908,0.16043
2009,No migration background,More optimistic than pessimistic,0.46885,7514,15596,0.46102,0.47668
2009,No migration background,More pessimistic than optimistic,0.31095,4685,15596,0.30368,0.31821
2009,No migration background,Pessimistic,0.06545,960,15596,0.06157,0.06933
2009,Direct migration background,Optimistic,0.22872,335,1649,0.20844,0.24899
2009,Direct migration background,More optimistic than pessimistic,0.42893,751,1649,0.40503,0.45282
2009,Direct migration background,More pessimistic than optimistic,0.27761,447,1649,0.25599,0.29923
2009,Direct migration background,Pessimistic,0.06474,116,1649,0.05286,0.07663
2009,Indirect migration background,Optimistic,0.29158,201,685,0.25752,0.32564
2009,Indirect migration background,More optimistic than pessimistic,0.47790,350,685,0.44046,0.51533
2009,Indirect migration background,More pessimistic than optimistic,0.20218,134,685,0.17208,0.23228
2014,No migration background,Optimistic,0.27408,5615,19972,0.26789,0.28026
2014,No migration background,More optimistic than pessimistic,0.52978,10686,19972,0.52286,0.53670
2014,No migration background,More pessimistic than optimistic,0.16763,3129,19972,0.16245,0.17281
2014,No migration background,Pessimistic,0.02852,542,19972,0.02621,0.03082
2014,Direct migration background,Optimistic,0.38025,2057,5239,0.36710,0.39340
2014,Direct migration background,More optimistic than pessimistic,0.43585,2336,5239,0.42243,0.44928
2014,Direct migration background,More pessimistic than optimistic,0.15149,705,5239,0.14178,0.16120
2014,Direct migration background,Pessimistic,0.03241,141,5239,0.02761,0.03720
2014,Indirect migration background,Optimistic,0.40920,666,1686,0.38572,0.43268
2014,Indirect migration background,More optimistic than pessimistic,0.44996,787,1686,0.42621,0.47372
2014,Indirect migration background,More pessimistic than optimistic,0.12245,196,1686,0.10679,0.13810
2014,Indirect migration background,Pessimistic,0.01839,37,1686,0.01198,0.02481
2019,No migration background,Optimistic,0.23996,5195,19968,0.23404,0.24589
2019,No migration background,More optimistic than pessimistic,0.53610,10648,19968,0.52918,0.54302
2019,No migration background,More pessimistic than optimistic,0.19246,3578,19968,0.18699,0.19793
2019,No migration background,Pessimistic,0.03148,547,19968,0.02906,0.03390
2019,Direct migration background,Optimistic,0.36664,1504,3974,0.35165,0.38162
2019,Direct migration background,More optimistic than pessimistic,0.45409,1820,3974,0.43861,0.46957
2019,Direct migration background,More pessimistic than optimistic,0.14240,536,3974,0.13154,0.15327
2019,Direct migration background,Pessimistic,0.03687,114,3974,0.03101,0.04273
2019,Indirect migration background,Optimistic,0.35661,563,1556,0.33280,0.38042
2019,Indirect migration background,More optimistic than pessimistic,0.47973,728,1556,0.45490,0.50456
2019,Indirect migration background,More pessimistic than optimistic,0.13924,224,1556,0.12203,0.15645
2019,Indirect migration background,Pessimistic,0.02441,41,1556,0.01674,0.03209
