year,bula_h,pgisced97,plh0244,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Schleswig-Holstein,Upper Secondary Level,Optimistic,0.29840,63,158,0.22682,0.36997
1999,Schleswig-Holstein,Upper Secondary Level,More optimistic than pessimistic,0.54476,95,158,0.46687,0.62266
1999,Lower Saxony,Lower Secondary Level,Optimistic,0.37784,91,226,0.31449,0.44120
1999,Lower Saxony,Lower Secondary Level,More optimistic than pessimistic,0.38147,90,226,0.31800,0.44494
1999,Lower Saxony,Lower Secondary Level,More pessimistic than optimistic,0.19960,45,226,0.14737,0.25182
1999,Lower Saxony,Upper Secondary Level,Optimistic,0.37434,220,573,0.33468,0.41400
1999,Lower Saxony,Upper Secondary Level,More optimistic than pessimistic,0.43486,271,573,0.39423,0.47548
1999,Lower Saxony,Upper Secondary Level,More pessimistic than optimistic,0.17477,82,573,0.14365,0.20589
1999,Lower Saxony,Post-secondary Non-tertiary Level,More optimistic than pessimistic,0.60163,36,36,0.43944,0.76383
1999,Lower Saxony,First Stage of Tertiary Education,More optimistic than pessimistic,0.47546,32,32,0.29966,0.65127
1999,Lower Saxony,Second Stage of Tertiary Education,Optimistic,0.29669,41,114,0.21246,0.38091
1999,Lower Saxony,Second Stage of Tertiary Education,More optimistic than pessimistic,0.54834,73,114,0.45659,0.64010
1999,North Rhine-Westphalia,Pre-primary Level,Optimistic,0.58665,40,71,0.47129,0.70201
1999,North Rhine-Westphalia,Pre-primary Level,More optimistic than pessimistic,0.36684,31,71,0.25394,0.47974
1999,North Rhine-Westphalia,Primary Level,More optimistic than pessimistic,0.45049,50,50,0.31118,0.58981
1999,North Rhine-Westphalia,Lower Secondary Level,Optimistic,0.25458,139,463,0.21485,0.29430
1999,North Rhine-Westphalia,Lower Secondary Level,More optimistic than pessimistic,0.44703,217,463,0.40170,0.49237
1999,North Rhine-Westphalia,Lower Secondary Level,More pessimistic than optimistic,0.22552,107,463,0.18741,0.26362
1999,North Rhine-Westphalia,Upper Secondary Level,Optimistic,0.28706,408,1312,0.26257,0.31155
1999,North Rhine-Westphalia,Upper Secondary Level,More optimistic than pessimistic,0.47885,616,1312,0.45181,0.50590
1999,North Rhine-Westphalia,Upper Secondary Level,More pessimistic than optimistic,0.19128,241,1312,0.16999,0.21257
1999,North Rhine-Westphalia,Upper Secondary Level,Pessimistic,0.04280,47,1312,0.03185,0.05376
1999,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Optimistic,0.28937,40,112,0.20501,0.37374
1999,North Rhine-Westphalia,Post-secondary Non-tertiary Level,More optimistic than pessimistic,0.56140,72,112,0.46908,0.65371
1999,North Rhine-Westphalia,First Stage of Tertiary Education,Optimistic,0.23715,43,160,0.17104,0.30327
1999,North Rhine-Westphalia,First Stage of Tertiary Education,More optimistic than pessimistic,0.48854,77,160,0.41084,0.56624
1999,North Rhine-Westphalia,First Stage of Tertiary Education,More pessimistic than optimistic,0.26189,40,160,0.19355,0.33024
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,Optimistic,0.30173,94,302,0.24988,0.35359
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,More optimistic than pessimistic,0.54848,164,302,0.49226,0.60470
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,More pessimistic than optimistic,0.13704,44,302,0.09819,0.17588
1999,Hesse,Lower Secondary Level,Optimistic,0.42479,82,172,0.35070,0.49888
1999,Hesse,Lower Secondary Level,More optimistic than pessimistic,0.31431,57,172,0.24472,0.38389
1999,Hesse,Lower Secondary Level,More pessimistic than optimistic,0.14940,33,172,0.09597,0.20283
1999,Hesse,Upper Secondary Level,Optimistic,0.28472,134,400,0.24043,0.32900
1999,Hesse,Upper Secondary Level,More optimistic than pessimistic,0.44065,184,400,0.39193,0.48936
1999,Hesse,Upper Secondary Level,More pessimistic than optimistic,0.20792,82,400,0.16810,0.24774
1999,Hesse,Second Stage of Tertiary Education,Optimistic,0.30975,34,102,0.21957,0.39993
