year,pgisced97,sampreg,plh0244,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No answer / don't know,West,Optimistic,0.32991,82,224,0.26819,0.39162
1999,No answer / don't know,West,More optimistic than pessimistic,0.43522,101,224,0.37015,0.50029
1999,No answer / don't know,West,More pessimistic than optimistic,0.17495,41,224,0.12509,0.22482
1999,Pre-primary Level,West,Optimistic,0.47248,98,191,0.40149,0.54347
1999,Pre-primary Level,West,More optimistic than pessimistic,0.41406,93,191,0.34402,0.48410
1999,Pre-primary Level,East,Optimistic,0.35576,36,92,0.25740,0.45413
1999,Pre-primary Level,East,More optimistic than pessimistic,0.55374,56,92,0.45161,0.65588
1999,Primary Level,West,Optimistic,0.26364,98,400,0.22041,0.30688
1999,Primary Level,West,More optimistic than pessimistic,0.42694,171,400,0.37840,0.47547
1999,Primary Level,West,More pessimistic than optimistic,0.23141,96,400,0.19003,0.27280
1999,Primary Level,West,Pessimistic,0.07801,35,400,0.05169,0.10432
1999,Lower Secondary Level,West,Optimistic,0.28599,627,2049,0.26642,0.30556
1999,Lower Secondary Level,West,More optimistic than pessimistic,0.42584,868,2049,0.40442,0.44725
1999,Lower Secondary Level,West,More pessimistic than optimistic,0.22741,449,2049,0.20925,0.24556
1999,Lower Secondary Level,West,Pessimistic,0.06076,105,2049,0.05042,0.07111
1999,Lower Secondary Level,East,Optimistic,0.28360,107,355,0.23665,0.33056
1999,Lower Secondary Level,East,More optimistic than pessimistic,0.42381,160,355,0.37234,0.47529
1999,Lower Secondary Level,East,More pessimistic than optimistic,0.25343,88,355,0.20812,0.29875
1999,Upper Secondary Level,West,Optimistic,0.28582,1479,4827,0.27307,0.29856
1999,Upper Secondary Level,West,More optimistic than pessimistic,0.47195,2289,4827,0.45787,0.48604
1999,Upper Secondary Level,West,More pessimistic than optimistic,0.20277,894,4827,0.19142,0.21411
1999,Upper Secondary Level,West,Pessimistic,0.03946,165,4827,0.03397,0.04496
1999,Upper Secondary Level,East,Optimistic,0.22557,456,2067,0.20754,0.24359
1999,Upper Secondary Level,East,More optimistic than pessimistic,0.48523,1023,2067,0.46368,0.50679
1999,Upper Secondary Level,East,More pessimistic than optimistic,0.23515,484,2067,0.21686,0.25344
1999,Upper Secondary Level,East,Pessimistic,0.05405,104,2067,0.04430,0.06380
1999,Post-secondary Non-tertiary Level,West,Optimistic,0.29456,136,424,0.25112,0.33800
1999,Post-secondary Non-tertiary Level,West,More optimistic than pessimistic,0.56840,230,424,0.52120,0.61560
1999,Post-secondary Non-tertiary Level,West,More pessimistic than optimistic,0.12646,58,424,0.09479,0.15814
1999,Post-secondary Non-tertiary Level,East,More optimistic than pessimistic,0.49604,39,39,0.33706,0.65501
1999,First Stage of Tertiary Education,West,Optimistic,0.27667,168,555,0.23941,0.31392
1999,First Stage of Tertiary Education,West,More optimistic than pessimistic,0.46461,274,555,0.42308,0.50614
1999,First Stage of Tertiary Education,West,More pessimistic than optimistic,0.23289,113,555,0.19770,0.26809
1999,First Stage of Tertiary Education,East,Optimistic,0.26751,61,236,0.21091,0.32411
1999,First Stage of Tertiary Education,East,More optimistic than pessimistic,0.39095,102,236,0.32856,0.45334
1999,First Stage of Tertiary Education,East,More pessimistic than optimistic,0.30285,73,236,0.24410,0.36160
1999,Second Stage of Tertiary Education,West,Optimistic,0.30377,345,1080,0.27633,0.33121
1999,Second Stage of Tertiary Education,West,More optimistic than pessimistic,0.52800,588,1080,0.49821,0.55779
1999,Second Stage of Tertiary Education,West,More pessimistic than optimistic,0.15111,147,1080,0.12974,0.17248
1999,Second Stage of Tertiary Education,East,Optimistic,0.18354,151,833,0.15723,0.20984
1999,Second Stage of Tertiary Education,East,More optimistic than pessimistic,0.53020,474,833,0.49629,0.56411
1999,Second Stage of Tertiary Education,East,More pessimistic than optimistic,0.26418,208,833,0.23422,0.29414
2005,No answer / don't know,West,Optimistic,0.36574,84,219,0.30181,0.42968
2005,No answer / don't know,West,More optimistic than pessimistic,0.46212,102,219,0.39594,0.52830
2005,No answer / don't know,West,More pessimistic than optimistic,0.12944,33,219,0.08488,0.17400
2005,No answer / don't know,East,More optimistic than pessimistic,0.45049,32,32,0.27534,0.62564
2005,Pre-primary Level,West,Optimistic,0.35358,183,495,0.31142,0.39574
2005,Pre-primary Level,West,More optimistic than pessimistic,0.49299,254,495,0.44890,0.53708
2005,Pre-primary Level,West,More pessimistic than optimistic,0.14321,58,495,0.11232,0.17410
2005,Pre-primary Level,East,Optimistic,0.34151,50,121,0.25666,0.42635
2005,Pre-primary Level,East,More optimistic than pessimistic,0.44531,71,121,0.35639,0.53424
2005,Primary Level,West,Optimistic,0.18678,39,193,0.13165,0.24191
2005,Primary Level,West,More optimistic than pessimistic,0.36592,83,193,0.29779,0.43406
2005,Primary Level,West,More pessimistic than optimistic,0.35683,71,193,0.28907,0.42460
2005,Lower Secondary Level,West,Optimistic,0.21156,426,2023,0.19376,0.22936
2005,Lower Secondary Level,West,More optimistic than pessimistic,0.39427,829,2023,0.37297,0.41557
2005,Lower Secondary Level,West,More pessimistic than optimistic,0.30717,590,2023,0.28707,0.32728
2005,Lower Secondary Level,West,Pessimistic,0.08699,178,2023,0.07471,0.09928
2005,Lower Secondary Level,East,Optimistic,0.18863,71,335,0.14668,0.23059
2005,Lower Secondary Level,East,More optimistic than pessimistic,0.38056,131,335,0.32849,0.43263
2005,Lower Secondary Level,East,More pessimistic than optimistic,0.33065,99,335,0.28020,0.38111
2005,Lower Secondary Level,East,Pessimistic,0.10015,34,335,0.06796,0.13235
2005,Upper Secondary Level,West,Optimistic,0.19366,1586,7580,0.18476,0.20255
2005,Upper Secondary Level,West,More optimistic than pessimistic,0.45275,3537,7580,0.44154,0.46396
