year,age_gr,migback,plh0244,proportion,n,lower_confidence,upper_confidence
1999,30-45 J.,kein Migrationshintergrund,Eher optimistisch als pessimistisch,0.14894890401735617,17396,0.14365802482259726,0.15423978321211507
1999,46-65 J.,kein Migrationshintergrund,Eher optimistisch als pessimistisch,0.11618164135557717,17396,0.11141972640014916,0.12094355631100517
1999,30-45 J.,kein Migrationshintergrund,Optimistisch,0.08311513428592804,17396,0.07901282094451989,0.08721744762733619
1999,18-29 J.,kein Migrationshintergrund,Eher optimistisch als pessimistisch,0.07294082441834368,17396,0.06907652798565672,0.07680512085103064
1999,46-65 J.,kein Migrationshintergrund,Eher pessimistisch als optimistisch,0.0659833919353632,17396,0.062294244689161726,0.06967253918156469
1999,18-29 J.,kein Migrationshintergrund,Optimistisch,0.055584648761876264,17396,0.052179858817696816,0.05898943870605571
1999,46-65 J.,kein Migrationshintergrund,Optimistisch,0.05371437121268796,17396,0.050364040008933984,0.05706470241644194
1999,66 und älter,kein Migrationshintergrund,Eher optimistisch als pessimistisch,0.05117079374579188,17396,0.04789635801356527,0.05444522947801849
1999,30-45 J.,kein Migrationshintergrund,Eher pessimistisch als optimistisch,0.049225705094636044,17396,0.046010815518960524,0.05244059467031156
1999,66 und älter,kein Migrationshintergrund,Eher pessimistisch als optimistisch,0.0329916959676816,17396,0.030337403379586486,0.03564598855577672
1999,30-45 J.,direkter Migrationshintergrund,Eher optimistisch als pessimistisch,0.02603426348470113,17396,0.023667930490129396,0.02840059647927286
1999,46-65 J.,direkter Migrationshintergrund,Eher optimistisch als pessimistisch,0.0259594523827336,17396,0.02359643099029317,0.02832247377517403
1999,66 und älter,kein Migrationshintergrund,Optimistisch,0.022218897284356998,17396,0.0200285476617669,0.024409246906947096
1999,30-45 J.,direkter Migrationshintergrund,Optimistisch,0.018179097778110272,17396,0.016193763360881044,0.0201644321953395
1999,46-65 J.,direkter Migrationshintergrund,Optimistisch,0.017505797860402485,17396,0.01555690787183726,0.01945468784896771
1999,18-29 J.,kein Migrationshintergrund,Eher pessimistisch als optimistisch,0.015411087005311588,17396,0.013580562789232378,0.0172416112213908
1999,18-29 J.,indirekter Migrationshintergrund,Optimistisch,0.014962220393506396,17396,0.013158140196336083,0.016766300590676707
1999,46-65 J.,direkter Migrationshintergrund,Eher pessimistisch als optimistisch,0.014887409291538865,17396,0.013087776611891628,0.0166870419711861
1999,18-29 J.,indirekter Migrationshintergrund,Eher optimistisch als pessimistisch,0.01324156504825316,17396,0.011542905069334124,0.014940225027172196
1999,46-65 J.,kein Migrationshintergrund,Pessimistisch,0.011745343008902521,17396,0.010144315998504527,0.013346370019300516
1999,18-29 J.,direkter Migrationshintergrund,Eher optimistisch als pessimistisch,0.011670531906934989,17396,0.010074551449148022,0.013266512364721955
1999,18-29 J.,direkter Migrationshintergrund,Optimistisch,0.010398743173486946,17396,0.008891261930602853,0.011906224416371038
1999,30-45 J.,direkter Migrationshintergrund,Eher pessimistisch als optimistisch,0.00830403231839605,17396,0.006955488194746041,0.009652576442046059
1999,66 und älter,kein Migrationshintergrund,Pessimistisch,0.008004787910525921,17396,0.006680565069220877,0.009329010751830966
1999,66 und älter,direkter Migrationshintergrund,Eher optimistisch als pessimistisch,0.007406299094785666,17396,0.006132157327204795,0.008680440862366537
1999,30-45 J.,kein Migrationshintergrund,Pessimistisch,0.007331487992818134,17396,0.006063749845838765,0.008599226139797505
1999,66 und älter,direkter Migrationshintergrund,Eher pessimistisch als optimistisch,0.005311588239694771,17396,0.004231430700133156,0.006391745779256386
1999,66 und älter,direkter Migrationshintergrund,Optimistisch,0.004264232812149323,17396,0.0032959017143363916,0.005232563909962255
1999,30-45 J.,indirekter Migrationshintergrund,Eher optimistisch als pessimistisch,0.004264232812149323,17396,0.0032959017143363916,0.005232563909962255
1999,46-65 J.,direkter Migrationshintergrund,Pessimistisch,0.004114610608214259,17396,0.0031633480065916737,0.005065873209836844
1999,18-29 J.,direkter Migrationshintergrund,Eher pessimistisch als optimistisch,0.003815366200344131,17396,0.0028992102532654574,0.004731522147422805
1999,18-29 J.,indirekter Migrationshintergrund,Eher pessimistisch als optimistisch,0.003740555098376599,17396,0.0028333914773940156,0.004647718719359183
1999,30-45 J.,indirekter Migrationshintergrund,Optimistisch,0.0020947108550908953,17396,0.0014152912481337548,0.0027741304620480358
1999,30-45 J.,direkter Migrationshintergrund,Pessimistisch,0.0020947108550908953,17396,0.0014152912481337548,0.0027741304620480358
1999,18-29 J.,kein Migrationshintergrund,Pessimistisch,0.0020198997531233635,17396,0.0013526979356221196,0.0026871015706246074
1999,66 und älter,direkter Migrationshintergrund,Pessimistisch,0.0014214109373831077,17396,0.0008615472202243423,0.001981274654541873
1999,30-45 J.,indirekter Migrationshintergrund,Eher pessimistisch als optimistisch,0.0010473554275454476,17396,0.0005666811677999162,0.001528029687290979
1999,46-65 J.,indirekter Migrationshintergrund,Eher optimistisch als pessimistisch,0.0006732999177077878,17396,0.0002878309701458934,0.0010587688652696822
1999,18-29 J.,direkter Migrationshintergrund,Pessimistisch,0.0005984888157402558,17396,0.00023505160376497726,0.0009619260277155344
1999,46-65 J.,indirekter Migrationshintergrund,Eher pessimistisch als optimistisch,0.00044886661180519187,17396,0.00013409719385052684,0.000763636029759857
1999,18-29 J.,indirekter Migrationshintergrund,Pessimistisch,0.0002992444078701279,17396,4.221701935188131e-05,0.0005562717963883745
1999,66 und älter,indirekter Migrationshintergrund,Eher pessimistisch als optimistisch,0.00022443330590259594,17396,1.8327294552431493e-06,0.00044703388234994875
1999,46-65 J.,indirekter Migrationshintergrund,Optimistisch,0.00022443330590259594,17396,1.8327294552431493e-06,0.00044703388234994875
1999,66 und älter,indirekter Migrationshintergrund,Eher optimistisch als pessimistisch,0.00014962220393506396,17396,-3.213720560220549e-05,0.00033138161347233343
1999,66 und älter,indirekter Migrationshintergrund,Optimistisch,7.481110196753198e-05,17396,-5.3717017175474666e-05,0.00020333922111053862
2005,46-65 J.,kein Migrationshintergrund,Eher optimistisch als pessimistisch,0.13900835434277523,25520,0.13476376522759537,0.14325294345795508
