year,bula_h,regtyp,plh0244,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1999,Schleswig-Holstein,Urban regions,Optimistic,0.005810938764214617,58,13033,0.00579227901470732,0.005829598513721914
1999,Schleswig-Holstein,Urban regions,More optimistic than pessimistic,0.008757717407384805,79,13033,0.008734843858957179,0.00878059095581243
1999,Schleswig-Holstein,Rural regions,Optimistic,0.007391785662689998,58,13033,0.007370756993702263,0.007412814331677733
1999,Schleswig-Holstein,Rural regions,More optimistic than pessimistic,0.010906294899307969,84,13033,0.010880796935111268,0.01093179286350467
1999,Hamburg,Urban regions,Optimistic,0.007346126972541062,52,13033,0.007325162868530992,0.007367091076551132
1999,Hamburg,Urban regions,More optimistic than pessimistic,0.005726101089585665,52,13033,0.005707577263514951,0.005744624915656379
1999,Lower Saxony,Urban regions,Optimistic,0.017254074971968344,211,13033,0.017222107033105227,0.01728604291083146
1999,Lower Saxony,Urban regions,More optimistic than pessimistic,0.022291490282447052,261,13033,0.022255247425964613,0.022327733138929492
1999,Lower Saxony,Urban regions,More pessimistic than optimistic,0.0101599248042002,90,13033,0.010135305491017984,0.010184544117382417
1999,Lower Saxony,Rural regions,Optimistic,0.017544037800059437,209,13033,0.017511807118210283,0.017576268481908592
1999,Lower Saxony,Rural regions,More optimistic than pessimistic,0.021751790511038538,275,13033,0.02171597920116255,0.021787601820914524
1999,Lower Saxony,Rural regions,More pessimistic than optimistic,0.008171123625444879,84,13033,0.008149022853940438,0.00819322439694932
1999,Bremen,Urban regions,More optimistic than pessimistic,0.0032769201333482513,36,13033,0.0032628897881799507,0.003290950478516552
1999,North Rhine-Westphalia,Urban regions,Optimistic,0.06316439661958603,794,13033,0.06310467713658761,0.06322411610258445
1999,North Rhine-Westphalia,Urban regions,More optimistic than pessimistic,0.1062958009004463,1225,13033,0.10622013449150207,0.10637146730939052
1999,North Rhine-Westphalia,Urban regions,More pessimistic than optimistic,0.041686107202184366,487,13033,0.04163703927271143,0.0417351751316573
1999,North Rhine-Westphalia,Urban regions,Pessimistic,0.008883768407286203,89,13033,0.00886073230075677,0.008906804513815637
1999,North Rhine-Westphalia,Rural regions,More optimistic than pessimistic,0.0025768717286353375,31,13033,0.002564425599939944,0.002589317857330731
1999,Hesse,Urban regions,Optimistic,0.021649053555515857,257,13033,0.021613325040838793,0.02168478207019292
1999,Hesse,Urban regions,More optimistic than pessimistic,0.029419763626383585,320,13033,0.02937827935362259,0.02946124789914458
1999,Hesse,Urban regions,More pessimistic than optimistic,0.011715452812072879,134,13033,0.01168903671136017,0.011741868912785587
1999,Hesse,Urban regions,Pessimistic,0.0040005602706640365,39,13033,0.0039850636099140885,0.004016056931413985
1999,Hesse,Rural regions,Optimistic,0.004103419911040551,47,13033,0.004087726105357652,0.0041191137167234495
1999,Hesse,Rural regions,More optimistic than pessimistic,0.005288210920539961,62,13033,0.005270405543004698,0.0053060162980752236
1999,"Rhineland-Palatinate, Saarland",Urban regions,Optimistic,0.01618368978507415,198,13033,0.016152712457276126,0.016214667112872172
1999,"Rhineland-Palatinate, Saarland",Urban regions,More optimistic than pessimistic,0.022146747413568073,259,13033,0.02211061974065406,0.022182875086482087
1999,"Rhineland-Palatinate, Saarland",Urban regions,More pessimistic than optimistic,0.00971626907456826,110,13033,0.009692187894869574,0.009740350254266944
1999,"Rhineland-Palatinate, Saarland",Rural regions,Optimistic,0.0046927753572797845,53,13033,0.004675997301630396,0.004709553412929173
1999,"Rhineland-Palatinate, Saarland",Rural regions,More optimistic than pessimistic,0.0061240043112392685,80,13033,0.006104851522671834,0.006143157099806703
1999,"Rhineland-Palatinate, Saarland",Rural regions,More pessimistic than optimistic,0.004443244248397444,40,13033,0.004426916312927324,0.004459572183867564
1999,Baden-Wuerttemberg,Urban regions,Optimistic,0.028874428195998777,432,13033,0.028833318661308265,0.02891553773068929
1999,Baden-Wuerttemberg,Urban regions,More optimistic than pessimistic,0.054269464361258846,712,13033,0.05421384709437596,0.05432508162814173
1999,Baden-Wuerttemberg,Urban regions,More pessimistic than optimistic,0.027330567800120616,300,13033,0.027290540607536242,0.02737059499270499
1999,Baden-Wuerttemberg,Urban regions,Pessimistic,0.005736814520913911,77,13033,0.0057182734739616575,0.005755355567866164
1999,Baden-Wuerttemberg,Rural regions,Optimistic,0.004975674393115221,51,13033,0.004958400469490021,0.004992948316740422
1999,Baden-Wuerttemberg,Rural regions,More optimistic than pessimistic,0.009721869591080028,112,13033,0.009697781540226904,0.009745957641933152
1999,Baden-Wuerttemberg,Rural regions,More pessimistic than optimistic,0.0030093887089866727,32,13033,0.002995941478535993,0.0030228359394373523
1999,Bavaria,Urban regions,Optimistic,0.01903529118163073,233,13033,0.019001744109399983,0.019068838253861478
1999,Bavaria,Urban regions,More optimistic than pessimistic,0.03946489886481683,441,13033,0.03941710080296924,0.03951269692666441
1999,Bavaria,Urban regions,More pessimistic than optimistic,0.0158523189361817,172,13033,0.0158216552255998,0.015882982646763598
1999,Bavaria,Rural regions,Optimistic,0.018227331877923747,251,13033,0.018194490967437554,0.01826017278840994
1999,Bavaria,Rural regions,More optimistic than pessimistic,0.0388778366212739,450,13033,0.03883038090738325,0.03892529233516455
1999,Bavaria,Rural regions,More pessimistic than optimistic,0.01504829166635153,192,13033,0.015018403502274458,0.015078179830428601
1999,Berlin,Urban regions,Optimistic,0.009762232751105757,121,13033,0.00973809523971428,0.009786370262497233
