,Unnamed: 0,year,bula_h,sampreg,plh0244,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,1999,Schleswig-Holstein,West,Optimistic,0.34583,116,13361,0.30903,0.38862
1,1,1999,Schleswig-Holstein,West,More optimistic than pessimistic,0.51507,163,13361,0.47319,0.56563
2,2,1999,Schleswig-Holstein,West,More pessimistic than optimistic,0.1391,42,13361,0.1193,0.15607
3,3,1999,Hamburg,West,Optimistic,0.56196,52,13361,0.47625,0.6397
4,4,1999,Hamburg,West,More optimistic than pessimistic,0.43804,52,13361,0.35198,0.52647
5,5,1999,Lower Saxony,West,Optimistic,0.35015,420,13361,0.32155,0.37385
6,6,1999,Lower Saxony,West,More optimistic than pessimistic,0.44318,536,13361,0.41577,0.46323
7,7,1999,Lower Saxony,West,More pessimistic than optimistic,0.18446,174,13361,0.17139,0.20233
8,8,1999,Lower Saxony,West,Pessimistic,0.02221,31,13361,0.01814,0.02607
9,9,1999,Bremen,West,More optimistic than pessimistic,1.0,36,13361,0.82207,1.17222
10,10,1999,North Rhine-Westphalia,West,Optimistic,0.28671,817,13361,0.2739,0.29949
11,11,1999,North Rhine-Westphalia,West,More optimistic than pessimistic,0.4834,1256,13361,0.46292,0.50353
12,12,1999,North Rhine-Westphalia,West,More pessimistic than optimistic,0.18856,494,13361,0.17773,0.19964
13,13,1999,North Rhine-Westphalia,West,Pessimistic,0.04134,94,13361,0.03623,0.04773
14,14,1999,Hesse,West,Optimistic,0.32495,304,13361,0.29758,0.3498
15,15,1999,Hesse,West,More optimistic than pessimistic,0.43795,382,13361,0.40922,0.46944
16,16,1999,Hesse,West,More pessimistic than optimistic,0.17138,154,13361,0.15541,0.18983
17,17,1999,Hesse,West,Pessimistic,0.06572,50,13361,0.05755,0.07732
18,18,1999,"Rhineland-Palatinate, Saarland",West,Optimistic,0.32977,251,13361,0.30271,0.35036
19,19,1999,"Rhineland-Palatinate, Saarland",West,More optimistic than pessimistic,0.44657,339,13361,0.4182,0.47603
20,20,1999,"Rhineland-Palatinate, Saarland",West,More pessimistic than optimistic,0.22367,150,13361,0.19761,0.24794
21,21,1999,Baden-Wuerttemberg,West,Optimistic,0.25232,483,13361,0.23342,0.26924
22,22,1999,Baden-Wuerttemberg,West,More optimistic than pessimistic,0.47699,824,13361,0.44904,0.50342
23,23,1999,Baden-Wuerttemberg,West,More pessimistic than optimistic,0.22615,332,13361,0.20726,0.24272
24,24,1999,Baden-Wuerttemberg,West,Pessimistic,0.04454,81,13361,0.03769,0.05417
25,25,1999,Bavaria,West,Optimistic,0.24637,484,13361,0.23194,0.2652
26,26,1999,Bavaria,West,More optimistic than pessimistic,0.51797,891,13361,0.49411,0.53903
27,27,1999,Bavaria,West,More pessimistic than optimistic,0.2043,364,13361,0.19005,0.21857
28,28,1999,Bavaria,West,Pessimistic,0.03136,43,13361,0.02554,0.0379
29,29,1999,Berlin,West,Optimistic,0.25286,76,13361,0.21579,0.29931
30,30,1999,Berlin,West,More optimistic than pessimistic,0.48232,135,13361,0.436,0.53089
31,31,1999,Berlin,West,More pessimistic than optimistic,0.26482,66,13361,0.22703,0.29842
32,32,1999,Berlin,East,Optimistic,0.21041,45,13361,0.17402,0.2466
33,33,1999,Berlin,East,More optimistic than pessimistic,0.45525,99,13361,0.41262,0.50136
34,34,1999,Berlin,East,More pessimistic than optimistic,0.33434,66,13361,0.29334,0.38664
35,35,1999,Brandenburg,East,Optimistic,0.23551,123,13361,0.20917,0.26824
36,36,1999,Brandenburg,East,More optimistic than pessimistic,0.47998,289,13361,0.44496,0.52162
37,37,1999,Brandenburg,East,More pessimistic than optimistic,0.28451,162,13361,0.26336,0.31253
38,38,1999,Mecklenburg-Western Pomerania,East,Optimistic,0.28753,115,13361,0.24968,0.32156
39,39,1999,Mecklenburg-Western Pomerania,East,More optimistic than pessimistic,0.52686,198,13361,0.47267,0.56823
40,40,1999,Mecklenburg-Western Pomerania,East,More pessimistic than optimistic,0.18561,74,13361,0.16211,0.20957
41,41,1999,Saxony,East,Optimistic,0.22409,256,13361,0.20733,0.24091
42,42,1999,Saxony,East,More optimistic than pessimistic,0.48886,563,13361,0.4622,0.51506
43,43,1999,Saxony,East,More pessimistic than optimistic,0.23795,277,13361,0.22219,0.25404
44,44,1999,Saxony,East,Pessimistic,0.0491,53,13361,0.04128,0.0569
45,45,1999,Saxony-Anhalt,East,Optimistic,0.24736,155,13361,0.22002,0.27281
46,46,1999,Saxony-Anhalt,East,More optimistic than pessimistic,0.48713,346,13361,0.45184,0.52088
47,47,1999,Saxony-Anhalt,East,More pessimistic than optimistic,0.26551,161,13361,0.23686,0.29281
48,48,1999,Thuringa,East,Optimistic,0.21905,151,13361,0.19688,0.24746
49,49,1999,Thuringa,East,More optimistic than pessimistic,0.54845,381,13361,0.50798,0.58276
50,50,1999,Thuringa,East,More pessimistic than optimistic,0.2325,155,13361,0.21033,0.26114
51,51,2005,Schleswig-Holstein,West,Optimistic,0.28311,187,20483,0.25318,0.31221
52,52,2005,Schleswig-Holstein,West,More optimistic than pessimistic,0.48085,298,20483,0.4398,0.52123
53,53,2005,Schleswig-Holstein,West,More pessimistic than optimistic,0.23604,134,20483,0.20703,0.26458
54,54,2005,Hamburg,West,Optimistic,0.24659,72,20483,0.19538,0.30482
55,55,2005,Hamburg,West,More optimistic than pessimistic,0.51829,151,20483,0.44262,0.57469
56,56,2005,Hamburg,West,More pessimistic than optimistic,0.23512,59,20483,0.19033,0.28266
57,57,2005,Lower Saxony,West,Optimistic,0.24726,471,20483,0.22815,0.26736
58,58,2005,Lower Saxony,West,More optimistic than pessimistic,0.46864,854,20483,0.44174,0.49887
59,59,2005,Lower Saxony,West,More pessimistic than optimistic,0.22646,365,20483,0.20991,0.2429
60,60,2005,Lower Saxony,West,Pessimistic,0.05764,84,20483,0.04742,0.06708
61,61,2005,Bremen,West,Optimistic,0.3122,37,20483,0.24753,0.39062
62,62,2005,Bremen,West,More optimistic than pessimistic,0.6878,80,20483,0.57777,0.7813
63,63,2005,North Rhine-Westphalia,West,Optimistic,0.19652,901,20483,0.18602,0.20685
64,64,2005,North Rhine-Westphalia,West,More optimistic than pessimistic,0.45421,2017,20483,0.43803,0.47066
65,65,2005,North Rhine-Westphalia,West,More pessimistic than optimistic,0.28715,1184,20483,0.27447,0.29934
66,66,2005,North Rhine-Westphalia,West,Pessimistic,0.06212,223,20483,0.05684,0.06792
67,67,2005,Hesse,West,Optimistic,0.16835,267,20483,0.154,0.18522
68,68,2005,Hesse,West,More optimistic than pessimistic,0.48294,677,20483,0.45339,0.51094
69,69,2005,Hesse,West,More pessimistic than optimistic,0.27953,336,20483,0.25686,0.30297
70,70,2005,Hesse,West,Pessimistic,0.06919,77,20483,0.05729,0.08094
71,71,2005,"Rhineland-Palatinate, Saarland",West,Optimistic,0.215,262,20483,0.1911,0.23895
72,72,2005,"Rhineland-Palatinate, Saarland",West,More optimistic than pessimistic,0.46361,610,20483,0.43679,0.48992
73,73,2005,"Rhineland-Palatinate, Saarland",West,More pessimistic than optimistic,0.2571,287,20483,0.23227,0.28274
74,74,2005,"Rhineland-Palatinate, Saarland",West,Pessimistic,0.06428,76,20483,0.05563,0.07536
75,75,2005,Baden-Wuerttemberg,West,Optimistic,0.20036,523,20483,0.18365,0.21823
76,76,2005,Baden-Wuerttemberg,West,More optimistic than pessimistic,0.47969,1244,20483,0.45407,0.49873
77,77,2005,Baden-Wuerttemberg,West,More pessimistic than optimistic,0.27123,614,20483,0.25236,0.29091
78,78,2005,Baden-Wuerttemberg,West,Pessimistic,0.04872,120,20483,0.04197,0.05561
79,79,2005,Bavaria,West,Optimistic,0.1877,580,20483,0.17358,0.20249
80,80,2005,Bavaria,West,More optimistic than pessimistic,0.47075,1463,20483,0.44845,0.49311
81,81,2005,Bavaria,West,More pessimistic than optimistic,0.28415,724,20483,0.26937,0.29763
82,82,2005,Bavaria,West,Pessimistic,0.05741,115,20483,0.0494,0.06474
83,83,2005,Berlin,West,Optimistic,0.2836,108,20483,0.2456,0.3305
84,84,2005,Berlin,West,More optimistic than pessimistic,0.42736,178,20483,0.38275,0.4796
85,85,2005,Berlin,West,More pessimistic than optimistic,0.28905,110,20483,0.24938,0.32969
86,86,2005,Berlin,East,Optimistic,0.11839,48,20483,0.09383,0.14609
87,87,2005,Berlin,East,More optimistic than pessimistic,0.46074,158,20483,0.41073,0.51316
88,88,2005,Berlin,East,More pessimistic than optimistic,0.28688,98,20483,0.24264,0.33929
89,89,2005,Berlin,East,Pessimistic,0.13399,36,20483,0.11073,0.15507
90,90,2005,Brandenburg,East,Optimistic,0.10755,118,20483,0.09271,0.12325
91,91,2005,Brandenburg,East,More optimistic than pessimistic,0.43518,391,20483,0.40186,0.4686
92,92,2005,Brandenburg,East,More pessimistic than optimistic,0.36215,295,20483,0.33674,0.39381
93,93,2005,Brandenburg,East,Pessimistic,0.09511,78,20483,0.07647,0.11633
94,94,2005,Mecklenburg-Western Pomerania,East,Optimistic,0.15987,80,20483,0.13624,0.18895
95,95,2005,Mecklenburg-Western Pomerania,East,More optimistic than pessimistic,0.49373,248,20483,0.44877,0.53731
96,96,2005,Mecklenburg-Western Pomerania,East,More pessimistic than optimistic,0.34639,147,20483,0.29855,0.39194
97,97,2005,Saxony,East,Optimistic,0.14837,226,20483,0.13416,0.16395
98,98,2005,Saxony,East,More optimistic than pessimistic,0.41593,654,20483,0.38983,0.44378
99,99,2005,Saxony,East,More pessimistic than optimistic,0.36147,528,20483,0.33786,0.38386
100,100,2005,Saxony,East,Pessimistic,0.07422,112,20483,0.06429,0.08686
101,101,2005,Saxony-Anhalt,East,Optimistic,0.13979,138,20483,0.12143,0.1606
102,102,2005,Saxony-Anhalt,East,More optimistic than pessimistic,0.42258,394,20483,0.38637,0.45729
103,103,2005,Saxony-Anhalt,East,More pessimistic than optimistic,0.3344,287,20483,0.31027,0.36373
104,104,2005,Saxony-Anhalt,East,Pessimistic,0.10323,71,20483,0.08547,0.12116
105,105,2005,Thuringa,East,Optimistic,0.15023,141,20483,0.12631,0.1754
106,106,2005,Thuringa,East,More optimistic than pessimistic,0.42683,391,20483,0.38813,0.46083
107,107,2005,Thuringa,East,More pessimistic than optimistic,0.32351,274,20483,0.29148,0.35172
108,108,2005,Thuringa,East,Pessimistic,0.09942,82,20483,0.08621,0.10996
109,109,2009,Schleswig-Holstein,West,Optimistic,0.20637,104,17847,0.17363,0.24017
110,110,2009,Schleswig-Holstein,West,More optimistic than pessimistic,0.46907,251,17847,0.42477,0.51401
111,111,2009,Schleswig-Holstein,West,More pessimistic than optimistic,0.32456,126,17847,0.2741,0.3692
112,112,2009,Hamburg,West,Optimistic,0.18178,52,17847,0.13919,0.2355
113,113,2009,Hamburg,West,More optimistic than pessimistic,0.54671,147,17847,0.46621,0.61588
114,114,2009,Hamburg,West,More pessimistic than optimistic,0.2715,60,17847,0.22679,0.32428
115,115,2009,Lower Saxony,West,Optimistic,0.21475,352,17847,0.19369,0.23427
116,116,2009,Lower Saxony,West,More optimistic than pessimistic,0.45933,768,17847,0.42735,0.48992
117,117,2009,Lower Saxony,West,More pessimistic than optimistic,0.26925,418,17847,0.24963,0.29258
118,118,2009,Lower Saxony,West,Pessimistic,0.05666,85,17847,0.0449,0.06817
119,119,2009,Bremen,West,Optimistic,0.38898,31,17847,0.30435,0.4969
120,120,2009,Bremen,West,More optimistic than pessimistic,0.61102,57,17847,0.46866,0.78201
121,121,2009,North Rhine-Westphalia,West,Optimistic,0.16995,623,17847,0.15788,0.18427
122,122,2009,North Rhine-Westphalia,West,More optimistic than pessimistic,0.45596,1663,17847,0.43618,0.47505
123,123,2009,North Rhine-Westphalia,West,More pessimistic than optimistic,0.30125,1050,17847,0.28417,0.31873
124,124,2009,North Rhine-Westphalia,West,Pessimistic,0.07284,280,17847,0.06646,0.08012
125,125,2009,Hesse,West,Optimistic,0.1656,212,17847,0.14703,0.18632
126,126,2009,Hesse,West,More optimistic than pessimistic,0.47808,607,17847,0.44916,0.51438
127,127,2009,Hesse,West,More pessimistic than optimistic,0.30717,339,17847,0.28302,0.3382
128,128,2009,Hesse,West,Pessimistic,0.04915,52,17847,0.03983,0.05953
129,129,2009,"Rhineland-Palatinate, Saarland",West,Optimistic,0.17825,177,17847,0.15472,0.19985
130,130,2009,"Rhineland-Palatinate, Saarland",West,More optimistic than pessimistic,0.46602,497,17847,0.43037,0.50014
131,131,2009,"Rhineland-Palatinate, Saarland",West,More pessimistic than optimistic,0.29171,283,17847,0.26083,0.31958
132,132,2009,"Rhineland-Palatinate, Saarland",West,Pessimistic,0.06402,63,17847,0.05397,0.07397
133,133,2009,Baden-Wuerttemberg,West,Optimistic,0.16895,347,17847,0.15055,0.18483
134,134,2009,Baden-Wuerttemberg,West,More optimistic than pessimistic,0.4939,1100,17847,0.46857,0.52273
135,135,2009,Baden-Wuerttemberg,West,More pessimistic than optimistic,0.28592,558,17847,0.26719,0.30859
136,136,2009,Baden-Wuerttemberg,West,Pessimistic,0.05123,95,17847,0.04369,0.06031
137,137,2009,Bavaria,West,Optimistic,0.1898,429,17847,0.17321,0.20827
138,138,2009,Bavaria,West,More optimistic than pessimistic,0.46945,1299,17847,0.44312,0.49394
139,139,2009,Bavaria,West,More pessimistic than optimistic,0.27806,741,17847,0.25691,0.29603
140,140,2009,Bavaria,West,Pessimistic,0.06269,125,17847,0.05506,0.07349
141,141,2009,Berlin,West,Optimistic,0.16301,51,17847,0.1169,0.20806
142,142,2009,Berlin,West,More optimistic than pessimistic,0.50568,169,17847,0.43181,0.5732
143,143,2009,Berlin,West,More pessimistic than optimistic,0.33131,116,17847,0.28966,0.3798
144,144,2009,Berlin,East,Optimistic,0.14972,41,17847,0.11791,0.19289
145,145,2009,Berlin,East,More optimistic than pessimistic,0.52037,160,17847,0.45026,0.58349
146,146,2009,Berlin,East,More pessimistic than optimistic,0.3299,103,17847,0.28224,0.3825
147,147,2009,Brandenburg,East,Optimistic,0.10747,99,17847,0.09013,0.13421
148,148,2009,Brandenburg,East,More optimistic than pessimistic,0.45011,350,17847,0.40813,0.4976
149,149,2009,Brandenburg,East,More pessimistic than optimistic,0.36938,275,17847,0.31999,0.40772
150,150,2009,Brandenburg,East,Pessimistic,0.07304,64,17847,0.06238,0.08518
151,151,2009,Mecklenburg-Western Pomerania,East,Optimistic,0.0995,53,17847,0.07744,0.12372
152,152,2009,Mecklenburg-Western Pomerania,East,More optimistic than pessimistic,0.51956,234,17847,0.45696,0.59329
153,153,2009,Mecklenburg-Western Pomerania,East,More pessimistic than optimistic,0.31812,147,17847,0.28063,0.35176
154,154,2009,Mecklenburg-Western Pomerania,East,Pessimistic,0.06282,36,17847,0.05069,0.07852
155,155,2009,Saxony,East,Optimistic,0.13956,177,17847,0.11455,0.16651
156,156,2009,Saxony,East,More optimistic than pessimistic,0.40282,600,17847,0.37102,0.43378
157,157,2009,Saxony,East,More pessimistic than optimistic,0.38117,492,17847,0.35197,0.41344
158,158,2009,Saxony,East,Pessimistic,0.07645,98,17847,0.06294,0.09201
159,159,2009,Saxony-Anhalt,East,Optimistic,0.14697,114,17847,0.12211,0.1805
160,160,2009,Saxony-Anhalt,East,More optimistic than pessimistic,0.43917,348,17847,0.39835,0.48477
161,161,2009,Saxony-Anhalt,East,More pessimistic than optimistic,0.31518,252,17847,0.27469,0.35435
162,162,2009,Saxony-Anhalt,East,Pessimistic,0.09868,55,17847,0.07743,0.11807
163,163,2009,Thuringa,East,Optimistic,0.10947,111,17847,0.09133,0.12819
164,164,2009,Thuringa,East,More optimistic than pessimistic,0.44242,365,17847,0.38724,0.50595
165,165,2009,Thuringa,East,More pessimistic than optimistic,0.36724,280,17847,0.33103,0.41908
166,166,2009,Thuringa,East,Pessimistic,0.08088,66,17847,0.07011,0.09304
167,167,2014,Schleswig-Holstein,West,Optimistic,0.29626,322,26788,0.26979,0.33389
168,168,2014,Schleswig-Holstein,West,More optimistic than pessimistic,0.59961,497,26788,0.53861,0.65796
169,169,2014,Schleswig-Holstein,West,More pessimistic than optimistic,0.10414,82,26788,0.08324,0.12813
170,170,2014,Hamburg,West,Optimistic,0.30553,135,26788,0.25771,0.36789
171,171,2014,Hamburg,West,More optimistic than pessimistic,0.56953,260,26788,0.49961,0.64649
172,172,2014,Hamburg,West,More pessimistic than optimistic,0.12494,46,26788,0.09129,0.16291
173,173,2014,Lower Saxony,West,Optimistic,0.33599,892,26788,0.3095,0.35909
174,174,2014,Lower Saxony,West,More optimistic than pessimistic,0.50799,1290,26788,0.47565,0.538
175,175,2014,Lower Saxony,West,More pessimistic than optimistic,0.12334,334,26788,0.10876,0.13749
176,176,2014,Lower Saxony,West,Pessimistic,0.03268,76,26788,0.02724,0.0404
177,177,2014,Bremen,West,Optimistic,0.4484,79,26788,0.34328,0.57827
178,178,2014,Bremen,West,More optimistic than pessimistic,0.5516,97,26788,0.40734,0.72173
179,179,2014,North Rhine-Westphalia,West,Optimistic,0.31092,1816,26788,0.29269,0.32873
180,180,2014,North Rhine-Westphalia,West,More optimistic than pessimistic,0.50989,2823,26788,0.48806,0.53615
181,181,2014,North Rhine-Westphalia,West,More pessimistic than optimistic,0.15469,822,26788,0.14514,0.16627
182,182,2014,North Rhine-Westphalia,West,Pessimistic,0.0245,129,26788,0.02081,0.02852
183,183,2014,Hesse,West,Optimistic,0.30768,577,26788,0.27384,0.33362
184,184,2014,Hesse,West,More optimistic than pessimistic,0.49497,988,26788,0.45818,0.53348
185,185,2014,Hesse,West,More pessimistic than optimistic,0.16511,268,26788,0.144,0.18673
186,186,2014,Hesse,West,Pessimistic,0.03224,43,26788,0.02486,0.04025
187,187,2014,"Rhineland-Palatinate, Saarland",West,Optimistic,0.28549,544,26788,0.26385,0.31105
188,188,2014,"Rhineland-Palatinate, Saarland",West,More optimistic than pessimistic,0.53372,777,26788,0.49362,0.56991
189,189,2014,"Rhineland-Palatinate, Saarland",West,More pessimistic than optimistic,0.15526,216,26788,0.13361,0.17075
190,190,2014,"Rhineland-Palatinate, Saarland",West,Pessimistic,0.02553,34,26788,0.01944,0.03458
191,191,2014,Baden-Wuerttemberg,West,Optimistic,0.3239,1035,26788,0.30214,0.34709
192,192,2014,Baden-Wuerttemberg,West,More optimistic than pessimistic,0.4776,1612,26788,0.45049,0.50489
193,193,2014,Baden-Wuerttemberg,West,More pessimistic than optimistic,0.17292,474,26788,0.15815,0.19141
194,194,2014,Baden-Wuerttemberg,West,Pessimistic,0.02558,81,26788,0.02148,0.02991
195,195,2014,Bavaria,West,Optimistic,0.28046,1300,26788,0.26223,0.30042
196,196,2014,Bavaria,West,More optimistic than pessimistic,0.53399,2316,26788,0.50581,0.55814
197,197,2014,Bavaria,West,More pessimistic than optimistic,0.16613,663,26788,0.15135,0.1777
198,198,2014,Bavaria,West,Pessimistic,0.01943,92,26788,0.01573,0.02402
199,199,2014,Berlin,West,Optimistic,0.27228,150,26788,0.23434,0.31754
200,200,2014,Berlin,West,More optimistic than pessimistic,0.54531,308,26788,0.4917,0.60741
201,201,2014,Berlin,West,More pessimistic than optimistic,0.18241,93,26788,0.14953,0.22162
202,202,2014,Berlin,East,Optimistic,0.234,97,26788,0.18252,0.27815
203,203,2014,Berlin,East,More optimistic than pessimistic,0.52423,219,26788,0.43751,0.5957
204,204,2014,Berlin,East,More pessimistic than optimistic,0.24177,87,26788,0.18621,0.29758
205,205,2014,Brandenburg,East,Optimistic,0.17487,230,26788,0.15311,0.20025
206,206,2014,Brandenburg,East,More optimistic than pessimistic,0.55788,538,26788,0.51308,0.6083
207,207,2014,Brandenburg,East,More pessimistic than optimistic,0.18462,180,26788,0.15329,0.21458
208,208,2014,Brandenburg,East,Pessimistic,0.08263,71,26788,0.05883,0.11654
209,209,2014,Mecklenburg-Western Pomerania,East,Optimistic,0.28041,154,26788,0.23469,0.32434
210,210,2014,Mecklenburg-Western Pomerania,East,More optimistic than pessimistic,0.54901,297,26788,0.48356,0.64074
