"plh0177","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","83","0.00893826936487111","0.00695288639174755","0.0109236523379947"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","178","0.0407341850369136","0.0340965858461154","0.0473717842277117"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","68","0.00779250050165073","0.00593765862378168","0.00964734237951979"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","76","0.0202045037847838","0.0154800257080878","0.0249289818614798"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","108","0.0116709978331154","0.00940545652766787","0.013936539138563"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","130","0.0326488564073976","0.0266814160666672","0.0386162967481279"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","206","0.0220492292466804","0.0189516500162669","0.0251468084770939"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
