year,bula_h,hhtyp,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,Single-person household,Yes,0.60537,32,32,0.43331,0.77743
1984,Schleswig-Holstein,Couple with children,Yes,0.77452,62,62,0.66965,0.87939
1984,Hamburg,Single-person household,Yes,0.64588,34,34,0.48271,0.80906
1984,Hamburg,Couple without children,Yes,0.82484,33,33,0.69314,0.95654
1984,Hamburg,Couple with children,Yes,0.69863,32,32,0.53710,0.86016
1984,Lower Saxony,Single-person household,Yes,0.41254,46,117,0.32295,0.50213
1984,Lower Saxony,Single-person household,No,0.58746,71,117,0.49787,0.67705
1984,Lower Saxony,Couple without children,Yes,0.67007,91,141,0.59218,0.74795
1984,Lower Saxony,Couple without children,No,0.32993,50,141,0.25205,0.40782
1984,Lower Saxony,Couple with children,Yes,0.73501,176,253,0.68052,0.78950
1984,Lower Saxony,Couple with children,No,0.26011,77,253,0.20594,0.31427
1984,North Rhine-Westphalia,Single-person household,Yes,0.43084,145,360,0.37962,0.48207
1984,North Rhine-Westphalia,Single-person household,No,0.54668,215,360,0.49519,0.59818
1984,North Rhine-Westphalia,Couple without children,Yes,0.67769,219,350,0.62865,0.72672
1984,North Rhine-Westphalia,Couple without children,No,0.31101,131,350,0.26244,0.35957
1984,North Rhine-Westphalia,Single parent,Yes,0.63836,49,85,0.53560,0.74111
1984,North Rhine-Westphalia,Single parent,No,0.35913,36,85,0.25654,0.46173
1984,North Rhine-Westphalia,Couple with children,Yes,0.71461,434,714,0.68146,0.74776
1984,North Rhine-Westphalia,Couple with children,No,0.27440,280,714,0.24165,0.30715
1984,Hesse,Single-person household,Yes,0.41410,48,118,0.32485,0.50336
1984,Hesse,Single-person household,No,0.56408,70,118,0.47423,0.65393
1984,Hesse,Couple without children,Yes,0.65050,84,137,0.57036,0.73064
1984,Hesse,Couple without children,No,0.30432,53,137,0.22699,0.38165
1984,Hesse,Couple with children,Yes,0.67719,157,261,0.62035,0.73402
1984,Hesse,Couple with children,No,0.30616,104,261,0.25014,0.36219
1984,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.47304,36,72,0.35690,0.58917
1984,"Rhineland-Palatinate, Saarland",Single-person household,No,0.45688,36,72,0.34100,0.57275
1984,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.68303,69,101,0.59183,0.77423
1984,"Rhineland-Palatinate, Saarland",Couple without children,No,0.29791,32,101,0.20827,0.38755
1984,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.68544,100,160,0.61327,0.75762
1984,"Rhineland-Palatinate, Saarland",Couple with children,No,0.29136,60,160,0.22073,0.36198
1984,Baden-Wuerttemberg,Single-person household,Yes,0.57852,108,206,0.51092,0.64611
1984,Baden-Wuerttemberg,Single-person household,No,0.41032,98,206,0.34299,0.47766
1984,Baden-Wuerttemberg,Couple without children,Yes,0.69881,124,200,0.63507,0.76255
1984,Baden-Wuerttemberg,Couple without children,No,0.28304,76,200,0.22045,0.34562
1984,Baden-Wuerttemberg,Single parent,Yes,0.61378,33,33,0.44509,0.78248
1984,Baden-Wuerttemberg,Couple with children,Yes,0.71574,330,533,0.67741,0.75407
1984,Baden-Wuerttemberg,Couple with children,No,0.26311,203,533,0.22570,0.30053
1984,Bavaria,Single-person household,Yes,0.55540,102,185,0.48360,0.62720
1984,Bavaria,Single-person household,No,0.41122,83,185,0.34013,0.48232
1984,Bavaria,Couple without children,Yes,0.74218,170,235,0.68613,0.79823
1984,Bavaria,Couple without children,No,0.23111,65,235,0.17710,0.28512
1984,Bavaria,Couple with children,Yes,0.80635,330,446,0.76964,0.84307
1984,Bavaria,Couple with children,No,0.16541,116,446,0.13089,0.19993
1984,Berlin,Single-person household,Yes,0.73573,52,52,0.61472,0.85675
1984,Berlin,Couple without children,Yes,0.87922,43,43,0.78066,0.97777
1984,Berlin,Couple with children,Yes,0.84064,56,56,0.74390,0.93737
1985,Schleswig-Holstein,Couple with children,Yes,0.75770,56,56,0.64445,0.87094
1985,Hamburg,Single-person household,Yes,0.68483,38,38,0.53513,0.83453
1985,Hamburg,Couple without children,Yes,0.80101,33,33,0.66269,0.93934
1985,Lower Saxony,Single-person household,Yes,0.44630,44,103,0.34982,0.54277
1985,Lower Saxony,Single-person household,No,0.55200,59,103,0.45549,0.64851
1985,Lower Saxony,Couple without children,Yes,0.64659,84,131,0.56442,0.72877
1985,Lower Saxony,Couple without children,No,0.34632,47,131,0.26453,0.42811
1985,Lower Saxony,Couple with children,Yes,0.74117,153,217,0.68276,0.79958
1985,Lower Saxony,Couple with children,No,0.24778,64,217,0.19021,0.30536
1985,North Rhine-Westphalia,Single-person household,Yes,0.43324,130,318,0.37870,0.48779
1985,North Rhine-Westphalia,Single-person household,No,0.54658,188,318,0.49178,0.60139
1985,North Rhine-Westphalia,Couple without children,Yes,0.66806,194,311,0.61564,0.72048
1985,North Rhine-Westphalia,Couple without children,No,0.32168,117,311,0.26968,0.37368
1985,North Rhine-Westphalia,Single parent,Yes,0.60526,40,73,0.49236,0.71817
1985,North Rhine-Westphalia,Single parent,No,0.39188,33,73,0.27912,0.50464
1985,North Rhine-Westphalia,Couple with children,Yes,0.73711,415,645,0.70311,0.77111
1985,North Rhine-Westphalia,Couple with children,No,0.25040,230,645,0.21694,0.28387
1985,Hesse,Single-person household,Yes,0.43679,43,97,0.33757,0.53600
1985,Hesse,Single-person household,No,0.53535,54,97,0.43558,0.63512
1985,Hesse,Couple without children,Yes,0.63917,82,133,0.55724,0.72109
1985,Hesse,Couple without children,No,0.31207,51,133,0.23303,0.39111
1985,Hesse,Couple with children,Yes,0.69232,143,233,0.63293,0.75171
1985,Hesse,Couple with children,No,0.27765,90,233,0.22002,0.33528
1985,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.51988,35,67,0.39935,0.64042
1985,"Rhineland-Palatinate, Saarland",Single-person household,No,0.44846,32,67,0.32848,0.56845
1985,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.68329,60,60,0.56458,0.80199
1985,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.72550,95,143,0.65210,0.79890
1985,"Rhineland-Palatinate, Saarland",Couple with children,No,0.24953,48,143,0.17835,0.32070
1985,Baden-Wuerttemberg,Single-person household,Yes,0.58645,92,172,0.51264,0.66027
1985,Baden-Wuerttemberg,Single-person household,No,0.38861,80,172,0.31555,0.46167
1985,Baden-Wuerttemberg,Couple without children,Yes,0.68495,109,176,0.61612,0.75377
1985,Baden-Wuerttemberg,Couple without children,No,0.29386,67,176,0.22637,0.36135
1985,Baden-Wuerttemberg,Couple with children,Yes,0.72119,308,489,0.68140,0.76097
1985,Baden-Wuerttemberg,Couple with children,No,0.25719,181,489,0.21841,0.29597
1985,Bavaria,Single-person household,Yes,0.58383,95,163,0.50792,0.65973
1985,Bavaria,Single-person household,No,0.37777,68,163,0.30311,0.45243
1985,Bavaria,Couple without children,Yes,0.75436,158,213,0.69641,0.81230
1985,Bavaria,Couple without children,No,0.21569,55,213,0.16032,0.27105
1985,Bavaria,Couple with children,Yes,0.80833,302,400,0.76970,0.84695
1985,Bavaria,Couple with children,No,0.15940,98,400,0.12348,0.19532
1985,Berlin,Single-person household,Yes,0.70105,52,52,0.57540,0.82669
1985,Berlin,Couple without children,Yes,0.85720,35,35,0.73960,0.97481
1985,Berlin,Couple with children,Yes,0.84790,49,49,0.74631,0.94950
1986,Schleswig-Holstein,Couple with children,Yes,0.76776,52,52,0.65186,0.88365
1986,Hamburg,Single-person household,Yes,0.69775,38,38,0.54977,0.84572
1986,Lower Saxony,Single-person household,Yes,0.48677,42,97,0.38679,0.58676
1986,Lower Saxony,Single-person household,No,0.51133,55,97,0.41133,0.61132
1986,Lower Saxony,Couple without children,Yes,0.64555,92,142,0.56659,0.72451
1986,Lower Saxony,Couple without children,No,0.34734,50,142,0.26875,0.42593
1986,Lower Saxony,Couple with children,Yes,0.70745,139,204,0.64487,0.77003
1986,Lower Saxony,Couple with children,No,0.27351,65,204,0.21219,0.33483
1986,North Rhine-Westphalia,Single-person household,Yes,0.47357,130,286,0.41561,0.53154
1986,North Rhine-Westphalia,Single-person household,No,0.51261,156,286,0.45457,0.57064
1986,North Rhine-Westphalia,Couple without children,Yes,0.66749,202,320,0.61579,0.71919
1986,North Rhine-Westphalia,Couple without children,No,0.31756,118,320,0.26647,0.36865
1986,North Rhine-Westphalia,Single parent,Yes,0.59548,38,38,0.43733,0.75362
1986,North Rhine-Westphalia,Couple with children,Yes,0.74254,402,610,0.70781,0.77727
1986,North Rhine-Westphalia,Couple with children,No,0.24315,208,610,0.20908,0.27722
1986,Hesse,Single-person household,Yes,0.45854,44,97,0.35887,0.55822
1986,Hesse,Single-person household,No,0.47319,53,97,0.37332,0.57307
1986,Hesse,Couple without children,Yes,0.63570,73,120,0.54924,0.72217
1986,Hesse,Couple without children,No,0.30166,47,120,0.21919,0.38413
1986,Hesse,Couple with children,Yes,0.70851,134,216,0.64776,0.76925
1986,Hesse,Couple with children,No,0.26302,82,216,0.20417,0.32187
1986,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.53478,35,35,0.36712,0.70244
1986,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.67595,63,94,0.58083,0.77107
1986,"Rhineland-Palatinate, Saarland",Couple without children,No,0.28864,31,94,0.19654,0.38073
1986,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.71293,94,142,0.63826,0.78761
1986,"Rhineland-Palatinate, Saarland",Couple with children,No,0.27066,48,142,0.19732,0.34399
