"hgeqpter","year","hhtyp","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1995","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","1-Pers.- Haushalt","2","225","0.608148602204435","0.560487824513773","0.655809379895097"
"Ja","1995","1-Pers.- Haushalt","3","139","0.679615577312725","0.617814877626219","0.74141627699923"
"Ja","1995","1-Pers.- Haushalt","4","92","0.681270233592198","0.602954385372552","0.759586081811844"
"Ja","1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","(Ehe-)Paar ohne Kind(er)","2","524","0.700686455665097","0.669717005555038","0.731655905775157"
"Ja","1995","(Ehe-)Paar ohne Kind(er)","3","526","0.715358213305385","0.68412821079108","0.746588215819689"
"Ja","1995","(Ehe-)Paar ohne Kind(er)","4","510","0.776396619180965","0.744987500997318","0.807805737364611"
"Ja","1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","Alleinerziehende","2","113","0.638609566679897","0.571694867194383","0.705524266165412"
"Ja","1995","Alleinerziehende","3","67","0.577843080328189","0.487178515789129","0.668507644867249"
"Ja","1995","Alleinerziehende","4","49","0.897367207502497","0.817882743882391","0.976851671122604"
"Ja","1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","Paar mit Kind(ern)","2","2070","0.782234229436781","0.767509351968116","0.796959106905445"
"Ja","1995","Paar mit Kind(ern)","3","1274","0.86693546429995","0.850177581927102","0.883693346672798"
"Ja","1995","Paar mit Kind(ern)","4","632","0.865642134474949","0.841553983197376","0.889730285752523"
"Ja","1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","Sonstige","2","214","0.686018522190452","0.635638398849935","0.736398645530968"
"Ja","1995","Sonstige","3","162","0.799292236883235","0.745248951057702","0.853335522708768"
"Ja","1995","Sonstige","4","84","0.889593845664487","0.829933236328321","0.949254455000652"
"Ja","1995","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","1-Pers.- Haushalt","2","178","0.391851397795565","0.344190620104903","0.439512175486227"
"Nein","1995","1-Pers.- Haushalt","3","80","0.320384422687275","0.25858372300077","0.382185122373781"
"Nein","1995","1-Pers.- Haushalt","4","44","0.318729766407802","0.240413918188156","0.397045614627448"
"Nein","1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","(Ehe-)Paar ohne Kind(er)","2","316","0.299313544334903","0.268344094224843","0.330282994444962"
"Nein","1995","(Ehe-)Paar ohne Kind(er)","3","276","0.284641786694615","0.253411784180311","0.31587178920892"
"Nein","1995","(Ehe-)Paar ohne Kind(er)","4","166","0.223603380819035","0.192194262635389","0.255012499002682"
"Nein","1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Alleinerziehende","2","85","0.361390433320103","0.294475733834588","0.428305132805617"
"Nein","1995","Alleinerziehende","3","47","0.422156919671811","0.331492355132751","0.512821484210871"
"Nein","1995","Alleinerziehende","4","7","","",""
"Nein","1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Paar mit Kind(ern)","2","948","0.217765770563219","0.203040893094555","0.232490648031884"
"Nein","1995","Paar mit Kind(ern)","3","304","0.13306453570005","0.116306653327202","0.149822418072898"
"Nein","1995","Paar mit Kind(ern)","4","138","0.134357865525051","0.110269714247477","0.158446016802624"
"Nein","1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Sonstige","2","112","0.313981477809548","0.263601354469032","0.364361601150065"
"Nein","1995","Sonstige","3","49","0.200707763116765","0.146664477291232","0.254751048942298"
"Nein","1995","Sonstige","4","22","","",""
"Nein","1995","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","1-Pers.- Haushalt","2","218","0.602715013158067","0.554150071751635","0.651279954564499"
"Ja","1996","1-Pers.- Haushalt","3","133","0.622124820304056","0.559051149087251","0.685198491520862"
"Ja","1996","1-Pers.- Haushalt","4","101","0.673742307044063","0.598461850035855","0.749022764052272"
"Ja","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","(Ehe-)Paar ohne Kind(er)","2","514","0.689927347018534","0.658611836648941","0.721242857388127"
"Ja","1996","(Ehe-)Paar ohne Kind(er)","3","542","0.716938575643827","0.685953583198796","0.747923568088859"
"Ja","1996","(Ehe-)Paar ohne Kind(er)","4","528","0.820155015996505","0.791498678518485","0.848811353474526"
"Ja","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Alleinerziehende","2","119","0.667701938641864","0.599079835228009","0.736324042055718"
"Ja","1996","Alleinerziehende","3","78","0.667047731185509","0.5834224443005","0.750673018070518"
"Ja","1996","Alleinerziehende","4","55","0.774924138530489","0.677780811862684","0.872067465198295"
"Ja","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Paar mit Kind(ern)","2","2167","0.763103093149279","0.74816004490587","0.778046141392687"
"Ja","1996","Paar mit Kind(ern)","3","1314","0.849060244516113","0.832047788770643","0.866072700261583"
"Ja","1996","Paar mit Kind(ern)","4","702","0.904104902302478","0.883988246348307","0.924221558256648"
"Ja","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Sonstige","2","161","0.706327192212818","0.650536347222129","0.762118037203507"
"Ja","1996","Sonstige","3","145","0.805355631925269","0.749206095049899","0.861505168800639"
"Ja","1996","Sonstige","4","88","0.908619975846006","0.853504924546706","0.963735027145305"
"Ja","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","1-Pers.- Haushalt","2","172","0.397284986841933","0.348720045435501","0.445849928248365"
"Nein","1996","1-Pers.- Haushalt","3","94","0.377875179695944","0.314801508479138","0.44094885091275"
"Nein","1996","1-Pers.- Haushalt","4","48","0.326257692955937","0.250977235947728","0.401538149964146"
"Nein","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","(Ehe-)Paar ohne Kind(er)","2","324","0.310072652981466","0.278757142611873","0.341388163351059"
"Nein","1996","(Ehe-)Paar ohne Kind(er)","3","270","0.283061424356173","0.252076431911141","0.314046416801204"
"Nein","1996","(Ehe-)Paar ohne Kind(er)","4","162","0.179844984003495","0.151188646525474","0.208501321481515"
"Nein","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Alleinerziehende","2","62","0.332298061358136","0.263675957944282","0.400920164771991"
"Nein","1996","Alleinerziehende","3","44","0.332952268814491","0.249326981929482","0.4165775556995"
"Nein","1996","Alleinerziehende","4","16","","",""
"Nein","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Paar mit Kind(ern)","2","943","0.236896906850721","0.221953858607313","0.25183995509413"
"Nein","1996","Paar mit Kind(ern)","3","387","0.150939755483887","0.133927299738417","0.167952211229357"
"Nein","1996","Paar mit Kind(ern)","4","121","0.0958950976975223","0.0757784417433517","0.116011753651693"
"Nein","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Sonstige","2","95","0.293672807787182","0.237881962796493","0.349463652777871"
"Nein","1996","Sonstige","3","46","0.194644368074731","0.138494831199362","0.250793904950101"
"Nein","1996","Sonstige","4","17","","",""
"Nein","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","1-Pers.- Haushalt","2","222","0.621166188187964","0.573266989185121","0.669065387190806"
"Ja","1997","1-Pers.- Haushalt","3","146","0.645762449760489","0.585252587833526","0.706272311687452"
"Ja","1997","1-Pers.- Haushalt","4","112","0.727773188788116","0.657473855756352","0.79807252181988"
"Ja","1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","(Ehe-)Paar ohne Kind(er)","2","510","0.646535052572983","0.614878380918941","0.678191724227025"
"Ja","1997","(Ehe-)Paar ohne Kind(er)","3","600","0.728335651194643","0.699111951502255","0.757559350887031"
"Ja","1997","(Ehe-)Paar ohne Kind(er)","4","554","0.805931190637043","0.777043774648625","0.834818606625462"
"Ja","1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Alleinerziehende","2","132","0.728741637166511","0.667428891280206","0.790054383052816"
"Ja","1997","Alleinerziehende","3","95","0.69734714934376","0.620136796665625","0.774557502021894"
"Ja","1997","Alleinerziehende","4","57","0.872223496207527","0.795111626395247","0.949335366019807"
"Ja","1997","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Paar mit Kind(ern)","2","2061","0.766563353731922","0.751220179750841","0.781906527713003"
"Ja","1997","Paar mit Kind(ern)","3","1336","0.872712662357424","0.8567845857669","0.888640738947949"
"Ja","1997","Paar mit Kind(ern)","4","738","0.931125823428001","0.913897562513647","0.948354084342354"
"Ja","1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Sonstige","2","164","0.674276101314548","0.618376346289594","0.730175856339501"
"Ja","1997","Sonstige","3","163","0.7570769160932","0.699886189976276","0.814267642210124"
"Ja","1997","Sonstige","4","82","0.810208594882679","0.734843870554934","0.885573319210424"
"Ja","1997","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","1-Pers.- Haushalt","2","172","0.378833811812036","0.330934612809194","0.426733010814879"
"Nein","1997","1-Pers.- Haushalt","3","94","0.354237550239511","0.293727688312548","0.414747412166474"
"Nein","1997","1-Pers.- Haushalt","4","42","0.272226811211884","0.20192747818012","0.342526144243648"
"Nein","1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","(Ehe-)Paar ohne Kind(er)","2","366","0.353464947427017","0.321808275772975","0.385121619081059"
"Nein","1997","(Ehe-)Paar ohne Kind(er)","3","290","0.271664348805357","0.242440649112968","0.300888048497745"
"Nein","1997","(Ehe-)Paar ohne Kind(er)","4","166","0.194068809362957","0.165181393374538","0.222956225351375"
"Nein","1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Alleinerziehende","2","70","0.271258362833489","0.209945616947184","0.332571108719794"
"Nein","1997","Alleinerziehende","3","41","0.30265285065624","0.225442497978106","0.379863203334375"
"Nein","1997","Alleinerziehende","4","15","","",""
"Nein","1997","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Paar mit Kind(ern)","2","859","0.233436646268078","0.218093472286997","0.248779820249159"
"Nein","1997","Paar mit Kind(ern)","3","346","0.127287337642576","0.111359261052051","0.1432154142331"
"Nein","1997","Paar mit Kind(ern)","4","92","0.0688741765719995","0.0516459156576458","0.0861024374863533"
"Nein","1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Sonstige","2","106","0.325723898685452","0.269824143660499","0.381623653710406"
"Nein","1997","Sonstige","3","53","0.2429230839068","0.185732357789876","0.300113810023724"
"Nein","1997","Sonstige","4","22","","",""
"Nein","1997","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","1-Pers.- Haushalt","2","284","0.620973423957656","0.577796812070088","0.664150035845223"
"Ja","1998","1-Pers.- Haushalt","3","191","0.658425550011596","0.604939485231983","0.711911614791209"
"Ja","1998","1-Pers.- Haushalt","4","156","0.756696748092737","0.699607658844402","0.813785837341073"
"Ja","1998","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","(Ehe-)Paar ohne Kind(er)","2","608","0.698070376291719","0.66827470743625","0.727866045147188"
"Ja","1998","(Ehe-)Paar ohne Kind(er)","3","746","0.74275273102718","0.7170840820667","0.76842137998766"
