"year","bildungsniveau","sex","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2005","(Fach-)Abitur","maennlich","5.78","5.5","1024","5.71","5.85"
"2005","(Fach-)Abitur","weiblich","5.8","5.5","1261","5.73","5.87"
"2005","(noch) kein Abschluss","maennlich","5.73","5.5","416","5.61","5.85"
"2005","(noch) kein Abschluss","weiblich","5.85","5.5","477","5.74","5.96"
"2005","AkademikerIn","maennlich","5.85","5.5","2299","5.81","5.89"
"2005","AkademikerIn","weiblich","5.93","5.5","1852","5.88","5.98"
"2005","Hauptschule","maennlich","5.95","5.5","3629","5.91","5.99"
"2005","Hauptschule","weiblich","5.9","5.5","3879","5.86","5.94"
"2005","Realschule","maennlich","5.97","5.5","2281","5.92","6.02"
"2005","Realschule","weiblich","5.87","5.5","3081","5.83","5.91"
"2006","(Fach-)Abitur","maennlich","","","","",""
"2006","(Fach-)Abitur","weiblich","","","","",""
"2006","(noch) kein Abschluss","maennlich","","","","",""
"2006","(noch) kein Abschluss","weiblich","","","","",""
"2006","AkademikerIn","maennlich","","","","",""
"2006","AkademikerIn","weiblich","","","","",""
"2006","Hauptschule","maennlich","","","","",""
"2006","Hauptschule","weiblich","","","","",""
"2006","Realschule","maennlich","","","","",""
"2006","Realschule","weiblich","","","","",""
"2007","(Fach-)Abitur","maennlich","","","","",""
"2007","(Fach-)Abitur","weiblich","","","","",""
"2007","(noch) kein Abschluss","maennlich","","","","",""
"2007","(noch) kein Abschluss","weiblich","","","","",""
"2007","AkademikerIn","maennlich","","","","",""
"2007","AkademikerIn","weiblich","","","","",""
"2007","Hauptschule","maennlich","","","","",""
"2007","Hauptschule","weiblich","","","","",""
"2007","Realschule","maennlich","","","","",""
"2007","Realschule","weiblich","","","","",""
"2008","(Fach-)Abitur","maennlich","","","","",""
"2008","(Fach-)Abitur","weiblich","","","","",""
"2008","(noch) kein Abschluss","maennlich","","","","",""
"2008","(noch) kein Abschluss","weiblich","","","","",""
"2008","AkademikerIn","maennlich","","","","",""
"2008","AkademikerIn","weiblich","","","","",""
"2008","Hauptschule","maennlich","","","","",""
"2008","Hauptschule","weiblich","","","","",""
"2008","Realschule","maennlich","","","","",""
"2008","Realschule","weiblich","","","","",""
"2009","(Fach-)Abitur","maennlich","","","","",""
"2009","(Fach-)Abitur","weiblich","","","","",""
"2009","(noch) kein Abschluss","maennlich","","","","",""
"2009","(noch) kein Abschluss","weiblich","","","","",""
"2009","AkademikerIn","maennlich","","","","",""
"2009","AkademikerIn","weiblich","","","","",""
"2009","Hauptschule","maennlich","","","","",""
"2009","Hauptschule","weiblich","","","","",""
"2009","Realschule","maennlich","","","","",""
"2009","Realschule","weiblich","","","","",""
"2010","(Fach-)Abitur","maennlich","5.73","5.5","848","5.66","5.8"
"2010","(Fach-)Abitur","weiblich","5.69","5.5","1047","5.62","5.76"
"2010","(noch) kein Abschluss","maennlich","5.75","5.5","213","5.56","5.94"
"2010","(noch) kein Abschluss","weiblich","5.85","5.5","196","5.69","6.01"
"2010","AkademikerIn","maennlich","5.74","5.5","2056","5.69","5.79"
"2010","AkademikerIn","weiblich","5.87","5.5","1761","5.82","5.92"
"2010","Hauptschule","maennlich","5.88","5.5","2683","5.83","5.93"
"2010","Hauptschule","weiblich","5.89","5.5","2882","5.84","5.94"
"2010","Realschule","maennlich","5.86","5.5","1879","5.81","5.91"
"2010","Realschule","weiblich","5.83","5.5","2578","5.78","5.88"
"2011","(Fach-)Abitur","maennlich","","","","",""
"2011","(Fach-)Abitur","weiblich","","","","",""
"2011","(noch) kein Abschluss","maennlich","","","","",""
"2011","(noch) kein Abschluss","weiblich","","","","",""
"2011","AkademikerIn","maennlich","","","","",""
"2011","AkademikerIn","weiblich","","","","",""
"2011","Hauptschule","maennlich","","","","",""
"2011","Hauptschule","weiblich","","","","",""
"2011","Realschule","maennlich","","","","",""
"2011","Realschule","weiblich","","","","",""
"2012","(Fach-)Abitur","maennlich","","","","",""
"2012","(Fach-)Abitur","weiblich","","","","",""
"2012","(noch) kein Abschluss","maennlich","","","","",""
"2012","(noch) kein Abschluss","weiblich","","","","",""
"2012","AkademikerIn","maennlich","","","","",""
"2012","AkademikerIn","weiblich","","","","",""
"2012","Hauptschule","maennlich","","","","",""
"2012","Hauptschule","weiblich","","","","",""
"2012","Realschule","maennlich","","","","",""
"2012","Realschule","weiblich","","","","",""
"2013","(Fach-)Abitur","maennlich","","","","",""
"2013","(Fach-)Abitur","weiblich","","","","",""
"2013","(noch) kein Abschluss","maennlich","","","","",""
"2013","(noch) kein Abschluss","weiblich","","","","",""
"2013","AkademikerIn","maennlich","","","","",""
"2013","AkademikerIn","weiblich","","","","",""
"2013","Hauptschule","maennlich","","","","",""
"2013","Hauptschule","weiblich","","","","",""
"2013","Realschule","maennlich","","","","",""
"2013","Realschule","weiblich","","","","",""
"2014","(Fach-)Abitur","maennlich","","","","",""
"2014","(Fach-)Abitur","weiblich","","","","",""
"2014","(noch) kein Abschluss","maennlich","","","","",""
"2014","(noch) kein Abschluss","weiblich","","","","",""
"2014","AkademikerIn","maennlich","","","","",""
"2014","AkademikerIn","weiblich","","","","",""
"2014","Hauptschule","maennlich","","","","",""
"2014","Hauptschule","weiblich","","","","",""
"2014","Realschule","maennlich","","","","",""
"2014","Realschule","weiblich","","","","",""
"2015","(Fach-)Abitur","maennlich","5.85","5.5","1750","5.8","5.9"
"2015","(Fach-)Abitur","weiblich","5.84","5.5","2367","5.79","5.89"
"2015","(noch) kein Abschluss","maennlich","5.86","5.5","409","5.75","5.97"
"2015","(noch) kein Abschluss","weiblich","5.9","5.5","530","5.79","6.01"
"2015","AkademikerIn","maennlich","5.79","5.5","3181","5.75","5.83"
"2015","AkademikerIn","weiblich","5.81","5.5","3202","5.77","5.85"
"2015","Hauptschule","maennlich","5.99","5.5","3830","5.95","6.03"
"2015","Hauptschule","weiblich","5.94","5.5","3910","5.9","5.98"
"2015","Realschule","maennlich","5.92","5.5","2631","5.88","5.96"
"2015","Realschule","weiblich","5.82","5.5","3919","5.78","5.86"
"2016","(Fach-)Abitur","maennlich","6.72","6.5","311","6.63","6.81"
"2016","(Fach-)Abitur","weiblich","5.8","5.5","210","5.71","5.89"
"2016","(noch) kein Abschluss","maennlich","6.32","6.5","548","6.27","6.37"
"2016","(noch) kein Abschluss","weiblich","6.5","6.5","471","6.45","6.55"
"2016","AkademikerIn","maennlich","6.37","6.5","372","6.32","6.42"
"2016","AkademikerIn","weiblich","6.32","6.5","228","6.2","6.44"
"2016","Hauptschule","maennlich","6.46","6.5","406","6.4","6.52"
"2016","Hauptschule","weiblich","6.6","6.5","239","6.5","6.7"
"2016","Realschule","maennlich","","","","",""
"2016","Realschule","weiblich","","","","",""
"2017","(Fach-)Abitur","maennlich","6.64","6.5","137","6.53","6.75"
"2017","(Fach-)Abitur","weiblich","6.69","6.5","165","6.56","6.82"
"2017","(noch) kein Abschluss","maennlich","6.73","6.5","357","6.67","6.79"
"2017","(noch) kein Abschluss","weiblich","6.83","6.5","369","6.76","6.9"
"2017","AkademikerIn","maennlich","6.88","6.5","199","6.8","6.96"
"2017","AkademikerIn","weiblich","6.81","6.5","115","6.71","6.91"
"2017","Hauptschule","maennlich","6.56","6.5","216","6.45","6.67"
"2017","Hauptschule","weiblich","6.7","6.5","189","6.59","6.81"
"2017","Realschule","maennlich","","","","",""
"2017","Realschule","weiblich","","","","",""
"2018","(Fach-)Abitur","maennlich","6.86","6.5","31","6.68","7.04"
"2018","(Fach-)Abitur","weiblich","","","","",""
"2018","(noch) kein Abschluss","maennlich","6.5","6.5","65","6.26","6.74"
"2018","(noch) kein Abschluss","weiblich","6.5","6.5","81","6.22","6.78"
"2018","AkademikerIn","maennlich","","","","",""
"2018","AkademikerIn","weiblich","6.79","6.5","30","6.62","6.96"
"2018","Hauptschule","maennlich","6.9","6.5","41","6.58","7.22"
"2018","Hauptschule","weiblich","6.92","6.5","47","6.72","7.12"
"2018","Realschule","maennlich","","","","",""
"2018","Realschule","weiblich","","","","",""
"2019","(Fach-)Abitur","maennlich","","","","",""
"2019","(Fach-)Abitur","weiblich","","","","",""
"2019","(noch) kein Abschluss","maennlich","5.76","6.5","59","5.37","6.15"
"2019","(noch) kein Abschluss","weiblich","6.55","6.5","69","6.26","6.84"
"2019","AkademikerIn","maennlich","","","","",""
"2019","AkademikerIn","weiblich","","","","",""
"2019","Hauptschule","maennlich","","","","",""
"2019","Hauptschule","weiblich","","","","",""
"2019","Realschule","maennlich","","","","",""
"2019","Realschule","weiblich","","","","",""
"2020","(Fach-)Abitur","maennlich","5.91","5.5","2344","5.86","5.96"
"2020","(Fach-)Abitur","weiblich","5.84","5.5","2710","5.8","5.88"
"2020","(noch) kein Abschluss","maennlich","5.97","5.5","1250","5.9","6.04"
"2020","(noch) kein Abschluss","weiblich","6.03","5.5","1001","5.96","6.1"
"2020","AkademikerIn","maennlich","5.81","5.5","4101","5.78","5.84"
"2020","AkademikerIn","weiblich","5.81","5.5","3668","5.77","5.85"
"2020","Hauptschule","maennlich","5.95","5.5","3524","5.91","5.99"
"2020","Hauptschule","weiblich","5.83","5.5","3199","5.79","5.87"
"2020","Realschule","maennlich","5.93","5.5","2595","5.89","5.97"
"2020","Realschule","weiblich","5.78","5.5","3643","5.74","5.82"
