year,quintil_oecd,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1999,5. Quintil,,,,,,,,,,,,
2000,-6,,,,,,,,,,,,
2000,1. Quintil,,,,,,,,,,,,
2000,2. Quintil,,,,,,,,,,,,
2000,3. Quintil,,,,,,,,,,,,
2000,4. Quintil,,,,,,,,,,,,
2000,5. Quintil,,,,,,,,,,,,
2001,-6,,,,,,,,,,,,
2001,1. Quintil,,,,,,,,,,,,
2001,2. Quintil,,,,,,,,,,,,
2001,3. Quintil,,,,,,,,,,,,
2001,4. Quintil,,,,,,,,,,,,
2001,5. Quintil,,,,,,,,,,,,
2002,-6,,,,,,,,,,,,
2002,1. Quintil,,,,,,,,,,,,
2002,2. Quintil,,,,,,,,,,,,
2002,3. Quintil,,,,,,,,,,,,
2002,4. Quintil,,,,,,,,,,,,
2002,5. Quintil,,,,,,,,,,,,
2003,-6,,,,,,,,,,,,
2003,1. Quintil,,,,,,,,,,,,
2003,2. Quintil,,,,,,,,,,,,
2003,3. Quintil,,,,,,,,,,,,
2003,4. Quintil,,,,,,,,,,,,
2003,5. Quintil,,,,,,,,,,,,
2004,-6,,,,,,,,,,,,
2004,1. Quintil,,,,,,,,,,,,
2004,2. Quintil,,,,,,,,,,,,
2004,3. Quintil,,,,,,,,,,,,
2004,4. Quintil,,,,,,,,,,,,
2004,5. Quintil,,,,,,,,,,,,
2005,-6,,,,,,,,,,,,
2005,1. Quintil,5.889503963020895,5.864099005467831,5.91490892057396,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,2347.0
2005,2. Quintil,5.915334794773832,5.895192951052341,5.935476638495324,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,3441.0
2005,3. Quintil,5.927313509565472,5.910318080328466,5.944308938802479,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,4297.0
2005,4. Quintil,5.838003471494278,5.821588243432146,5.85441869955641,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,4773.0
2005,5. Quintil,5.924267845945546,5.90987315579754,5.938662536093552,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,5361.0
2006,-6,,,,,,,,,,,,
2006,1. Quintil,,,,,,,,,,,,
2006,2. Quintil,,,,,,,,,,,,
2006,3. Quintil,,,,,,,,,,,,
2006,4. Quintil,,,,,,,,,,,,
2006,5. Quintil,,,,,,,,,,,,
2007,-6,,,,,,,,,,,,
2007,1. Quintil,,,,,,,,,,,,
2007,2. Quintil,,,,,,,,,,,,
2007,3. Quintil,,,,,,,,,,,,
2007,4. Quintil,,,,,,,,,,,,
2007,5. Quintil,,,,,,,,,,,,
2008,-6,,,,,,,,,,,,
2008,1. Quintil,,,,,,,,,,,,
2008,2. Quintil,,,,,,,,,,,,
2008,3. Quintil,,,,,,,,,,,,
2008,4. Quintil,,,,,,,,,,,,
2008,5. Quintil,,,,,,,,,,,,
2009,-6,,,,,,,,,,,,
2009,1. Quintil,,,,,,,,,,,,
2009,2. Quintil,,,,,,,,,,,,
2009,3. Quintil,,,,,,,,,,,,
2009,4. Quintil,,,,,,,,,,,,
2009,5. Quintil,,,,,,,,,,,,
2010,-6,,,,,,,,,,,,
2010,1. Quintil,5.855317811369807,5.825064201189729,5.885571421549885,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,1595.0
2010,2. Quintil,5.891700507915767,5.867907092557784,5.9154939232737505,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,2391.0
2010,3. Quintil,5.839934422958713,5.818395710120609,5.861473135796817,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,3135.0
2010,4. Quintil,5.820754872706615,5.802673443996781,5.83883630141645,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,4191.0
2010,5. Quintil,5.806675395961631,5.7914639115570274,5.821886880366234,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,5247.0
2011,-6,,,,,,,,,,,,
2011,1. Quintil,,,,,,,,,,,,
2011,2. Quintil,,,,,,,,,,,,
2011,3. Quintil,,,,,,,,,,,,
2011,4. Quintil,,,,,,,,,,,,
2011,5. Quintil,,,,,,,,,,,,
2012,-6,,,,,,,,,,,,
2012,1. Quintil,,,,,,,,,,,,
2012,2. Quintil,,,,,,,,,,,,
2012,3. Quintil,,,,,,,,,,,,
2012,4. Quintil,,,,,,,,,,,,
2012,5. Quintil,,,,,,,,,,,,
2013,-6,,,,,,,,,,,,
2013,1. Quintil,,,,,,,,,,,,
2013,2. Quintil,,,,,,,,,,,,
2013,3. Quintil,,,,,,,,,,,,
2013,4. Quintil,,,,,,,,,,,,
2013,5. Quintil,,,,,,,,,,,,
2014,-6,,,,,,,,,,,,
2014,1. Quintil,,,,,,,,,,,,
2014,2. Quintil,,,,,,,,,,,,
2014,3. Quintil,,,,,,,,,,,,
2014,4. Quintil,,,,,,,,,,,,
2014,5. Quintil,,,,,,,,,,,,
2015,-6,,,,,,,,,,,,
2015,1. Quintil,5.933739078018021,5.912660019132118,5.954818136903923,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,2828.0
2015,2. Quintil,5.933226103981896,5.9151468353567225,5.95130537260707,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,3908.0
2015,3. Quintil,5.9006938477297375,5.884166032231996,5.917221663227479,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,5070.0
2015,4. Quintil,5.898400626080767,5.8848344649121485,5.911966787249386,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,6649.0
2015,5. Quintil,5.821248068292976,5.809393129206869,5.8331030073790835,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,8120.0
2016,-6,,,,,,,,,,,,
2016,1. Quintil,,,,,,,,,,,,
2016,2. Quintil,,,,,,,,,,,,
2016,3. Quintil,,,,,,,,,,,,
2016,4. Quintil,,,,,,,,,,,,
2016,5. Quintil,,,,,,,,,,,,
2017,-6,,,,,,,,,,,,
2017,1. Quintil,,,,,,,,,,,,
2017,2. Quintil,,,,,,,,,,,,
2017,3. Quintil,,,,,,,,,,,,
2017,4. Quintil,,,,,,,,,,,,
2017,5. Quintil,,,,,,,,,,,,
2018,-6,,,,,,,,,,,,
2018,1. Quintil,,,,,,,,,,,,
2018,2. Quintil,,,,,,,,,,,,
2018,3. Quintil,,,,,,,,,,,,
2018,4. Quintil,,,,,,,,,,,,
2018,5. Quintil,,,,,,,,,,,,
2019,-6,,,,,,,,,,,,
2019,1. Quintil,,,,,,,,,,,,
2019,2. Quintil,,,,,,,,,,,,
2019,3. Quintil,,,,,,,,,,,,
2019,4. Quintil,,,,,,,,,,,,
2019,5. Quintil,,,,,,,,,,,,
2020,-6,6.500990962154179,6.4372743409125,6.564707583395858,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,295.0
2020,1. Quintil,5.977960750346096,5.959306942769844,5.9966145579223475,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,3943.0
2020,2. Quintil,5.8539661840799315,5.83103273584704,5.876899632312823,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,3210.0
2020,3. Quintil,5.861483936692817,5.843079398032435,5.8798884753532,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,3702.0
2020,4. Quintil,5.87827952320638,5.864036923451379,5.89252212296138,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,5992.0
2020,5. Quintil,5.821412435622019,5.8116945365760255,5.831130334668012,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,12129.0
2021,-6,,,,,,,,,,,,
2021,1. Quintil,,,,,,,,,,,,
2021,2. Quintil,,,,,,,,,,,,
2021,3. Quintil,,,,,,,,,,,,
2021,4. Quintil,,,,,,,,,,,,
2021,5. Quintil,,,,,,,,,,,,
