"year","bildungsniveau","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2005","(Fach-)Abitur","Ostdeutschland","5.8","5.5","394","5.69","5.91"
"2005","(Fach-)Abitur","Westdeutschland","5.79","5.5","1891","5.74","5.84"
"2005","(noch) kein Abschluss","Ostdeutschland","5.8","5.5","167","5.61","5.99"
"2005","(noch) kein Abschluss","Westdeutschland","5.79","5.5","726","5.7","5.88"
"2005","AkademikerIn","Ostdeutschland","5.93","5.5","1245","5.87","5.99"
"2005","AkademikerIn","Westdeutschland","5.87","5.5","2906","5.83","5.91"
"2005","Hauptschule","Ostdeutschland","5.87","5.5","1281","5.8","5.94"
"2005","Hauptschule","Westdeutschland","5.94","5.5","6227","5.91","5.97"
"2005","Realschule","Ostdeutschland","5.97","5.5","1841","5.92","6.02"
"2005","Realschule","Westdeutschland","5.9","5.5","3521","5.86","5.94"
"2006","(Fach-)Abitur","Ostdeutschland","","","","",""
"2006","(Fach-)Abitur","Westdeutschland","","","","",""
"2006","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2006","(noch) kein Abschluss","Westdeutschland","","","","",""
"2006","AkademikerIn","Ostdeutschland","","","","",""
"2006","AkademikerIn","Westdeutschland","","","","",""
"2006","Hauptschule","Ostdeutschland","","","","",""
"2006","Hauptschule","Westdeutschland","","","","",""
"2006","Realschule","Ostdeutschland","","","","",""
"2006","Realschule","Westdeutschland","","","","",""
"2007","(Fach-)Abitur","Ostdeutschland","","","","",""
"2007","(Fach-)Abitur","Westdeutschland","","","","",""
"2007","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2007","(noch) kein Abschluss","Westdeutschland","","","","",""
"2007","AkademikerIn","Ostdeutschland","","","","",""
"2007","AkademikerIn","Westdeutschland","","","","",""
"2007","Hauptschule","Ostdeutschland","","","","",""
"2007","Hauptschule","Westdeutschland","","","","",""
"2007","Realschule","Ostdeutschland","","","","",""
"2007","Realschule","Westdeutschland","","","","",""
"2008","(Fach-)Abitur","Ostdeutschland","","","","",""
"2008","(Fach-)Abitur","Westdeutschland","","","","",""
"2008","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2008","(noch) kein Abschluss","Westdeutschland","","","","",""
"2008","AkademikerIn","Ostdeutschland","","","","",""
"2008","AkademikerIn","Westdeutschland","","","","",""
"2008","Hauptschule","Ostdeutschland","","","","",""
"2008","Hauptschule","Westdeutschland","","","","",""
"2008","Realschule","Ostdeutschland","","","","",""
"2008","Realschule","Westdeutschland","","","","",""
"2009","(Fach-)Abitur","Ostdeutschland","","","","",""
"2009","(Fach-)Abitur","Westdeutschland","","","","",""
"2009","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2009","(noch) kein Abschluss","Westdeutschland","","","","",""
"2009","AkademikerIn","Ostdeutschland","","","","",""
"2009","AkademikerIn","Westdeutschland","","","","",""
"2009","Hauptschule","Ostdeutschland","","","","",""
"2009","Hauptschule","Westdeutschland","","","","",""
"2009","Realschule","Ostdeutschland","","","","",""
"2009","Realschule","Westdeutschland","","","","",""
"2010","(Fach-)Abitur","Ostdeutschland","5.71","5.5","334","5.59","5.83"
"2010","(Fach-)Abitur","Westdeutschland","5.71","5.5","1561","5.65","5.77"
"2010","(noch) kein Abschluss","Ostdeutschland","5.91","5.5","44","5.51","6.31"
"2010","(noch) kein Abschluss","Westdeutschland","5.79","5.5","365","5.66","5.92"
"2010","AkademikerIn","Ostdeutschland","5.86","5.5","1118","5.79","5.93"
"2010","AkademikerIn","Westdeutschland","5.78","5.5","2699","5.74","5.82"
"2010","Hauptschule","Ostdeutschland","5.88","5.5","980","5.8","5.96"
"2010","Hauptschule","Westdeutschland","5.89","5.5","4585","5.85","5.93"
"2010","Realschule","Ostdeutschland","5.89","5.5","1532","5.83","5.95"
"2010","Realschule","Westdeutschland","5.83","5.5","2925","5.79","5.87"
