year,sex,plh0195,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,male,Most people would exploit you if they had the opportunity,0.41180,5238,10512,0.40240,0.42121
2003,male,Most people would try to be fair,0.39869,5274,10512,0.38933,0.40805
2003,female,Most people would exploit you if they had the opportunity,0.37290,5096,11268,0.36397,0.38183
2003,female,Most people would try to be fair,0.44873,6172,11268,0.43955,0.45791
2008,male,Most people would exploit you if they had the opportunity,0.41400,4424,9066,0.40386,0.42414
2008,male,Most people would try to be fair,0.40305,4642,9066,0.39295,0.41315
2008,female,Most people would exploit you if they had the opportunity,0.37501,4346,9926,0.36549,0.38453
2008,female,Most people would try to be fair,0.45344,5580,9926,0.44364,0.46323
2013,male,Most people would exploit you if they had the opportunity,0.32577,4893,11265,0.31711,0.33442
2013,male,Most people would try to be fair,0.40963,6372,11265,0.40055,0.41872
2013,female,Most people would exploit you if they had the opportunity,0.29803,5265,13645,0.29036,0.30571
2013,female,Most people would try to be fair,0.45804,8380,13645,0.44968,0.46640
2018,male,Most people would exploit you if they had the opportunity,0.33493,5382,13224,0.32689,0.34297
2018,male,Most people would try to be fair,0.47624,7842,13224,0.46773,0.48475
2018,female,Most people would exploit you if they had the opportunity,0.30735,5569,14655,0.29988,0.31482
2018,female,Most people would try to be fair,0.52093,9086,14655,0.51285,0.52902
