year,age_gr,migback,plh0195,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,No migration background,Most people would exploit you if they had the opportunity,0.45489,1424,3079,0.43730,0.47248
2003,17-29 y.,No migration background,Most people would try to be fair,0.53057,1655,3079,0.51294,0.54820
2003,17-29 y.,Direct migration background,Most people would exploit you if they had the opportunity,0.46606,174,365,0.41481,0.51731
2003,17-29 y.,Direct migration background,Most people would try to be fair,0.49589,191,365,0.44453,0.54726
2003,17-29 y.,Indirect migration background,Most people would exploit you if they had the opportunity,0.52620,242,496,0.48221,0.57019
2003,17-29 y.,Indirect migration background,Most people would try to be fair,0.46065,254,496,0.41673,0.50456
2003,30-45 y.,No migration background,Most people would exploit you if they had the opportunity,0.48711,2780,5751,0.47419,0.50003
2003,30-45 y.,No migration background,Most people would try to be fair,0.49655,2971,5751,0.48362,0.50947
2003,30-45 y.,Direct migration background,Most people would exploit you if they had the opportunity,0.52811,473,869,0.49490,0.56132
2003,30-45 y.,Direct migration background,Most people would try to be fair,0.43852,396,869,0.40551,0.47153
2003,30-45 y.,Indirect migration background,Most people would exploit you if they had the opportunity,0.49489,107,207,0.42662,0.56317
2003,30-45 y.,Indirect migration background,Most people would try to be fair,0.47080,100,207,0.40263,0.53896
2003,46-65 y.,No migration background,Most people would exploit you if they had the opportunity,0.50850,3185,6449,0.49630,0.52070
2003,46-65 y.,No migration background,Most people would try to be fair,0.47530,3264,6449,0.46311,0.48748
2003,46-65 y.,Direct migration background,Most people would exploit you if they had the opportunity,0.52925,506,954,0.49756,0.56094
2003,46-65 y.,Direct migration background,Most people would try to be fair,0.43672,448,954,0.40523,0.46821
2003,66 and older,No migration background,Most people would exploit you if they had the opportunity,0.38097,1274,3212,0.36417,0.39776
2003,66 and older,No migration background,Most people would try to be fair,0.59494,1938,3212,0.57796,0.61192
2003,66 and older,Direct migration background,Most people would exploit you if they had the opportunity,0.38099,140,343,0.32952,0.43246
2003,66 and older,Direct migration background,Most people would try to be fair,0.58495,203,343,0.53273,0.63717
2008,17-29 y.,No migration background,Most people would exploit you if they had the opportunity,0.41656,1087,2471,0.39712,0.43600
2008,17-29 y.,No migration background,Most people would try to be fair,0.50064,1384,2471,0.48093,0.52036
2008,17-29 y.,Direct migration background,Most people would exploit you if they had the opportunity,0.54908,113,220,0.48318,0.61498
2008,17-29 y.,Direct migration background,Most people would try to be fair,0.41839,107,220,0.35305,0.48372
2008,17-29 y.,Indirect migration background,Most people would exploit you if they had the opportunity,0.45839,212,428,0.41113,0.50565
2008,17-29 y.,Indirect migration background,Most people would try to be fair,0.41051,216,428,0.36385,0.45717
2008,30-45 y.,No migration background,Most people would exploit you if they had the opportunity,0.48404,2015,4226,0.46897,0.49911
2008,30-45 y.,No migration background,Most people would try to be fair,0.49677,2211,4226,0.48169,0.51184
2008,30-45 y.,Direct migration background,Most people would exploit you if they had the opportunity,0.56501,338,596,0.52517,0.60484
