year,migback,plh0195,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,Most people would exploit you if they had the opportunity,0.39592,8663,18491,0.38887,0.40297
2003,No migration background,Most people would try to be fair,0.44038,9828,18491,0.43323,0.44754
2003,Direct migration background,Most people would exploit you if they had the opportunity,0.46992,1293,2531,0.45047,0.48937
2003,Direct migration background,Most people would try to be fair,0.44631,1238,2531,0.42694,0.46568
2003,Indirect migration background,Most people would exploit you if they had the opportunity,0.20506,378,758,0.17630,0.23382
2003,Indirect migration background,Most people would try to be fair,0.17902,380,758,0.15171,0.20633
2008,No migration background,Most people would exploit you if they had the opportunity,0.38791,7384,16372,0.38044,0.39537
2008,No migration background,Most people would try to be fair,0.44965,8988,16372,0.44203,0.45727
2008,Direct migration background,Most people would exploit you if they had the opportunity,0.53350,1009,1869,0.51087,0.55612
2008,Direct migration background,Most people would try to be fair,0.42421,860,1869,0.40180,0.44662
2008,Indirect migration background,Most people would exploit you if they had the opportunity,0.26495,377,751,0.23337,0.29654
2008,Indirect migration background,Most people would try to be fair,0.21971,374,751,0.19008,0.24934
2013,No migration background,Most people would exploit you if they had the opportunity,0.33937,8404,21162,0.33299,0.34575
2013,No migration background,Most people would try to be fair,0.48932,12758,21162,0.48258,0.49605
2013,Direct migration background,Most people would exploit you if they had the opportunity,0.24757,1231,2638,0.23110,0.26404
2013,Direct migration background,Most people would try to be fair,0.27566,1407,2638,0.25861,0.29272
2013,Indirect migration background,Most people would exploit you if they had the opportunity,0.13719,523,1110,0.11694,0.15744
2013,Indirect migration background,Most people would try to be fair,0.13584,587,1110,0.11567,0.15600
2018,No migration background,Most people would exploit you if they had the opportunity,0.31524,7044,19032,0.30864,0.32184
2018,No migration background,Most people would try to be fair,0.52717,11988,19032,0.52008,0.53427
2018,Direct migration background,Most people would exploit you if they had the opportunity,0.41248,3174,7253,0.40115,0.42381
2018,Direct migration background,Most people would try to be fair,0.48864,4079,7253,0.47714,0.50015
2018,Indirect migration background,Most people would exploit you if they had the opportunity,0.22921,733,1594,0.20857,0.24985
2018,Indirect migration background,Most people would try to be fair,0.28151,861,1594,0.25942,0.30360
