year,sampreg,plh0195,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,West,Most people would exploit you if they had the opportunity,0.37379,7443,16505,0.36641,0.38117
2003,West,Most people would try to be fair,0.43399,9062,16505,0.42643,0.44155
2003,East,Most people would exploit you if they had the opportunity,0.47422,2891,5275,0.46075,0.48770
2003,East,Most people would try to be fair,0.37989,2384,5275,0.36679,0.39299
2008,West,Most people would exploit you if they had the opportunity,0.38020,6358,14290,0.37224,0.38815
2008,West,Most people would try to be fair,0.43473,7932,14290,0.42660,0.44286
2008,East,Most people would exploit you if they had the opportunity,0.45838,2412,4702,0.44414,0.47262
2008,East,Most people would try to be fair,0.40091,2290,4702,0.38690,0.41492
2013,West,Most people would exploit you if they had the opportunity,0.29345,7503,19304,0.28703,0.29987
2013,West,Most people would try to be fair,0.43585,11801,19304,0.42886,0.44285
2013,East,Most people would exploit you if they had the opportunity,0.39742,2655,5606,0.38461,0.41023
2013,East,Most people would try to be fair,0.42684,2951,5606,0.41389,0.43979
2018,West,Most people would exploit you if they had the opportunity,0.31549,8474,22107,0.30936,0.32161
2018,West,Most people would try to be fair,0.50387,13633,22107,0.49727,0.51046
2018,East,Most people would exploit you if they had the opportunity,0.34739,2477,5772,0.33511,0.35968
2018,East,Most people would try to be fair,0.47407,3295,5772,0.46119,0.48696
