"plh0012_h","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"SPD","1984","16-34 Jahre alt","(noch) kein Abschluss","106","0.478010130166841","0.40292166661518","0.553098593718501"
"SPD","1984","16-34 Jahre alt","Hauptschulabschluss","563","0.537913884156071","0.506260548905735","0.569567219406406"
"SPD","1984","16-34 Jahre alt","Realschulabschluss","206","0.394349253001966","0.351725268836738","0.436973237167193"
"SPD","1984","16-34 Jahre alt","(Fach-)Abitur","111","0.325625412547711","0.274600140425413","0.376650684670009"
"SPD","1984","16-34 Jahre alt","AkademikerInnen","63","0.417468610634338","0.336358405807881","0.498578815460795"
"SPD","1984","35-65 Jahre alt","(noch) kein Abschluss","166","0.79768262927256","0.741297778042105","0.854067480503016"
"SPD","1984","35-65 Jahre alt","Hauptschulabschluss","1265","0.508870482364354","0.488823838991492","0.528917125737216"
"SPD","1984","35-65 Jahre alt","Realschulabschluss","173","0.354321187187707","0.311262007759662","0.397380366615751"
"SPD","1984","35-65 Jahre alt","(Fach-)Abitur","69","0.313319226027828","0.239821594834425","0.38681685722123"
"SPD","1984","35-65 Jahre alt","AkademikerInnen","112","0.317240039132947","0.266327636254847","0.368152442011046"
"SPD","1984","66 und älter","(noch) kein Abschluss","","","",""
"SPD","1984","66 und älter","Hauptschulabschluss","279","0.49065214694092","0.450107291232735","0.531197002649106"
"SPD","1984","66 und älter","Realschulabschluss","","","",""
"SPD","1984","66 und älter","(Fach-)Abitur","","","",""
"SPD","1984","66 und älter","AkademikerInnen","","","",""
"CDU","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"CDU","1984","16-34 Jahre alt","Hauptschulabschluss","161","0.209695660016598","0.183849647802834","0.235541672230363"
"CDU","1984","16-34 Jahre alt","Realschulabschluss","123","0.262172781673901","0.2238132285558","0.300532334792002"
"CDU","1984","16-34 Jahre alt","(Fach-)Abitur","59","0.214460321988111","0.16976797870351","0.259152665272712"
"CDU","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"CDU","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"CDU","1984","35-65 Jahre alt","Hauptschulabschluss","681","0.314292662196754","0.2956770837624","0.332908240631108"
"CDU","1984","35-65 Jahre alt","Realschulabschluss","185","0.400430859536559","0.356320324478535","0.444541394594583"
"CDU","1984","35-65 Jahre alt","(Fach-)Abitur","45","0.429786442205189","0.351344651228123","0.508228233182256"
"CDU","1984","35-65 Jahre alt","AkademikerInnen","105","0.356680917467883","0.304278812913715","0.409083022022051"
"CDU","1984","66 und älter","(noch) kein Abschluss","","","",""
"CDU","1984","66 und älter","Hauptschulabschluss","199","0.333101261281198","0.294875182187929","0.371327340374468"
"CDU","1984","66 und älter","Realschulabschluss","57","0.504183732833707","0.413197874433829","0.595169591233584"
"CDU","1984","66 und älter","(Fach-)Abitur","","","",""
"CDU","1984","66 und älter","AkademikerInnen","","","",""
"CSU","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"CSU","1984","16-34 Jahre alt","Hauptschulabschluss","35","0.048427538058392","0.0347983881350094","0.0620566879817746"
"CSU","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"CSU","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"CSU","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"CSU","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"CSU","1984","35-65 Jahre alt","Hauptschulabschluss","135","0.06330240910654","0.0535379129920528","0.0730669052210273"
"CSU","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"CSU","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"CSU","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"CSU","1984","66 und älter","(noch) kein Abschluss","","","",""
"CSU","1984","66 und älter","Hauptschulabschluss","35","0.0556544329991031","0.0370611096615607","0.0742477563366455"
"CSU","1984","66 und älter","Realschulabschluss","","","",""
"CSU","1984","66 und älter","(Fach-)Abitur","","","",""
"CSU","1984","66 und älter","AkademikerInnen","","","",""
"FDP","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"FDP","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"FDP","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"FDP","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"FDP","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"FDP","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"FDP","1984","35-65 Jahre alt","Hauptschulabschluss","47","0.0210048315218829","0.0152545396162324","0.0267551234275334"
"FDP","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"FDP","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"FDP","1984","35-65 Jahre alt","AkademikerInnen","30","0.0962559560993105","0.0639909237439509","0.12852098845467"
"FDP","1984","66 und älter","(noch) kein Abschluss","","","",""
"FDP","1984","66 und älter","Hauptschulabschluss","","","",""
"FDP","1984","66 und älter","Realschulabschluss","","","",""
"FDP","1984","66 und älter","(Fach-)Abitur","","","",""
"FDP","1984","66 und älter","AkademikerInnen","","","",""
"Buendnis90/Gruene","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Buendnis90/Gruene","1984","16-34 Jahre alt","Hauptschulabschluss","67","0.0640630530135938","0.048516691860365","0.0796094141668226"
"Buendnis90/Gruene","1984","16-34 Jahre alt","Realschulabschluss","88","0.171423845145125","0.138553502325634","0.204294187964616"
"Buendnis90/Gruene","1984","16-34 Jahre alt","(Fach-)Abitur","118","0.34654295536924","0.294727103147012","0.398358807591468"
"Buendnis90/Gruene","1984","16-34 Jahre alt","AkademikerInnen","30","0.223752702445844","0.155205755836747","0.292299649054942"
"Buendnis90/Gruene","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Buendnis90/Gruene","1984","35-65 Jahre alt","Hauptschulabschluss","36","0.0109039935201725","0.00673959740460626","0.0150683896357388"
"Buendnis90/Gruene","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"Buendnis90/Gruene","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Buendnis90/Gruene","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"Buendnis90/Gruene","1984","66 und älter","(noch) kein Abschluss","","","",""
"Buendnis90/Gruene","1984","66 und älter","Hauptschulabschluss","","","",""
"Buendnis90/Gruene","1984","66 und älter","Realschulabschluss","","","",""
"Buendnis90/Gruene","1984","66 und älter","(Fach-)Abitur","","","",""
"Buendnis90/Gruene","1984","66 und älter","AkademikerInnen","","","",""
"Die Linke","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Die Linke","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Die Linke","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"Die Linke","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Die Linke","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"Die Linke","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Die Linke","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Die Linke","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"Die Linke","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Die Linke","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"Die Linke","1984","66 und älter","(noch) kein Abschluss","","","",""
"Die Linke","1984","66 und älter","Hauptschulabschluss","","","",""
"Die Linke","1984","66 und älter","Realschulabschluss","","","",""
"Die Linke","1984","66 und älter","(Fach-)Abitur","","","",""
"Die Linke","1984","66 und älter","AkademikerInnen","","","",""
"NPD/Republikaner/Die Rechte","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NPD/Republikaner/Die Rechte","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NPD/Republikaner/Die Rechte","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"NPD/Republikaner/Die Rechte","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NPD/Republikaner/Die Rechte","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"NPD/Republikaner/Die Rechte","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NPD/Republikaner/Die Rechte","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NPD/Republikaner/Die Rechte","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"NPD/Republikaner/Die Rechte","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NPD/Republikaner/Die Rechte","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"NPD/Republikaner/Die Rechte","1984","66 und älter","(noch) kein Abschluss","","","",""
"NPD/Republikaner/Die Rechte","1984","66 und älter","Hauptschulabschluss","","","",""
"NPD/Republikaner/Die Rechte","1984","66 und älter","Realschulabschluss","","","",""
"NPD/Republikaner/Die Rechte","1984","66 und älter","(Fach-)Abitur","","","",""
"NPD/Republikaner/Die Rechte","1984","66 und älter","AkademikerInnen","","","",""
"Andere","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Andere","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Andere","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"Andere","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Andere","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"Andere","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Andere","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Andere","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"Andere","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Andere","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"Andere","1984","66 und älter","(noch) kein Abschluss","","","",""
"Andere","1984","66 und älter","Hauptschulabschluss","","","",""
"Andere","1984","66 und älter","Realschulabschluss","","","",""
"Andere","1984","66 und älter","(Fach-)Abitur","","","",""
"Andere","1984","66 und älter","AkademikerInnen","","","",""
"SPD/Buendnis90/Gruene","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"SPD/Buendnis90/Gruene","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"SPD/Buendnis90/Gruene","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"SPD/Buendnis90/Gruene","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"SPD/Buendnis90/Gruene","1984","16-34 Jahre alt","AkademikerInnen","","","",""
