"plh0012_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"SPD","1984","Schleswig-Holstein","kein Migrationshintergrund","130","0.539742476632956","0.476152914225442","0.603332039040469"
"SPD","1984","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"SPD","1984","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"SPD","1984","Hamburg","kein Migrationshintergrund","71","0.500905034520508","0.41837579797809","0.583434271062926"
"SPD","1984","Hamburg","direkter Migrationshintergrund","","","",""
"SPD","1984","Hamburg","indirekter Migrationshintergrund","","","",""
"SPD","1984","Niedersachsen","kein Migrationshintergrund","298","0.474523307162613","0.435089996685834","0.513956617639393"
"SPD","1984","Niedersachsen","direkter Migrationshintergrund","32","0.445432018370216","0.304828695658972","0.586035341081461"
"SPD","1984","Niedersachsen","indirekter Migrationshintergrund","","","",""
"SPD","1984","Bremen","kein Migrationshintergrund","37","0.580603687493981","0.459708141008501","0.701499233979461"
"SPD","1984","Bremen","direkter Migrationshintergrund","","","",""
"SPD","1984","Bremen","indirekter Migrationshintergrund","","","",""
"SPD","1984","Nordrhein-Westfalen","kein Migrationshintergrund","700","0.47966445496892","0.453967876616811","0.505361033321029"
"SPD","1984","Nordrhein-Westfalen","direkter Migrationshintergrund","245","0.57791191190725","0.524624639328291","0.631199184486208"
"SPD","1984","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"SPD","1984","Hessen","kein Migrationshintergrund","242","0.497066666329775","0.452660207609542","0.541473125050008"
"SPD","1984","Hessen","direkter Migrationshintergrund","133","0.669528941173103","0.600427121618748","0.738630760727458"
"SPD","1984","Hessen","indirekter Migrationshintergrund","","","",""
"SPD","1984","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","195","0.492721183839953","0.44354250944093","0.541899858238976"
"SPD","1984","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","38","0.752551432893755","0.629181386741619","0.87592147904589"
"SPD","1984","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"SPD","1984","Baden-Wuerttemberg","kein Migrationshintergrund","279","0.367530638294388","0.333139928792754","0.401921347796022"
"SPD","1984","Baden-Wuerttemberg","direkter Migrationshintergrund","189","0.530749564303996","0.471441902219032","0.59005722638896"
"SPD","1984","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"SPD","1984","Bayern","kein Migrationshintergrund","314","0.319131696810541","0.289536708706928","0.348726684914153"
"SPD","1984","Bayern","direkter Migrationshintergrund","94","0.467957236219656","0.389150365157529","0.546764107281784"
"SPD","1984","Bayern","indirekter Migrationshintergrund","","","",""
"SPD","1984","Saarland","kein Migrationshintergrund","","","",""
"SPD","1984","Saarland","direkter Migrationshintergrund","","","",""
"SPD","1984","Saarland","indirekter Migrationshintergrund","","","",""
"SPD","1984","Berlin","kein Migrationshintergrund","91","0.554922940274298","0.47932186168891","0.630524018859687"
"SPD","1984","Berlin","direkter Migrationshintergrund","","","",""
"SPD","1984","Berlin","indirekter Migrationshintergrund","","","",""
"SPD","1984","Brandenburg","kein Migrationshintergrund","","","",""
"SPD","1984","Brandenburg","direkter Migrationshintergrund","","","",""
"SPD","1984","Brandenburg","indirekter Migrationshintergrund","","","",""
"SPD","1984","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"SPD","1984","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"SPD","1984","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"SPD","1984","Sachsen","kein Migrationshintergrund","","","",""
"SPD","1984","Sachsen","direkter Migrationshintergrund","","","",""
"SPD","1984","Sachsen","indirekter Migrationshintergrund","","","",""
"SPD","1984","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"SPD","1984","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"SPD","1984","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"SPD","1984","Thueringen","kein Migrationshintergrund","","","",""
"SPD","1984","Thueringen","direkter Migrationshintergrund","","","",""
"SPD","1984","Thueringen","indirekter Migrationshintergrund","","","",""
"CDU","1984","Schleswig-Holstein","kein Migrationshintergrund","72","0.316585031410428","0.257240661729961","0.375929401090895"
"CDU","1984","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"CDU","1984","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"CDU","1984","Hamburg","kein Migrationshintergrund","47","0.339379145501233","0.261224058600327","0.41753423240214"
"CDU","1984","Hamburg","direkter Migrationshintergrund","","","",""
"CDU","1984","Hamburg","indirekter Migrationshintergrund","","","",""
"CDU","1984","Niedersachsen","kein Migrationshintergrund","233","0.395821176975208","0.35720315749628","0.434439196454136"
"CDU","1984","Niedersachsen","direkter Migrationshintergrund","","","",""
"CDU","1984","Niedersachsen","indirekter Migrationshintergrund","","","",""
"CDU","1984","Bremen","kein Migrationshintergrund","","","",""
"CDU","1984","Bremen","direkter Migrationshintergrund","","","",""
"CDU","1984","Bremen","indirekter Migrationshintergrund","","","",""
"CDU","1984","Nordrhein-Westfalen","kein Migrationshintergrund","527","0.376692195181585","0.351768675312968","0.401615715050202"
"CDU","1984","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"CDU","1984","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"CDU","1984","Hessen","kein Migrationshintergrund","148","0.3125376084821","0.271369660036913","0.353705556927288"
"CDU","1984","Hessen","direkter Migrationshintergrund","","","",""
"CDU","1984","Hessen","indirekter Migrationshintergrund","","","",""
"CDU","1984","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","151","0.376212428961942","0.328559701191337","0.423865156732547"
"CDU","1984","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"CDU","1984","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"CDU","1984","Baden-Wuerttemberg","kein Migrationshintergrund","335","0.455535457804959","0.420011568367504","0.491059347242415"
"CDU","1984","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"CDU","1984","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"CDU","1984","Bayern","kein Migrationshintergrund","42","0.0479848736520563","0.0344150019082329","0.0615547453958797"
"CDU","1984","Bayern","direkter Migrationshintergrund","","","",""
"CDU","1984","Bayern","indirekter Migrationshintergrund","","","",""
"CDU","1984","Saarland","kein Migrationshintergrund","","","",""
"CDU","1984","Saarland","direkter Migrationshintergrund","","","",""
"CDU","1984","Saarland","indirekter Migrationshintergrund","","","",""
